,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
"AUT Manufacture of motor vehicles, trailers and semi-trailers",5161.0,0.2,0.5,0.1,3.2,1.3,7.8,11.6,0.4,1.4,12.8,0.0,45.4,1.2,0.1,0.6,11.1,6.3,0.3,0.9,0.7,0.1,0.2,0.0,0.1,0.1,1.1,389.7,1.8,1115.0
AUT Manufacture of other transport equipment,1174.9,0.0,0.5,0.0,0.2,36.0,4.2,13.8,2.0,1.2,102.8,0.0,29.7,5.3,0.1,1.5,5.2,11.1,0.1,2.6,42.1,0.1,8.4,0.0,0.3,0.0,0.7,52.0,71.8,404.8
AUT Manufacture of furniture; other manufacturing,1488.6,0.3,1.4,0.0,0.2,5.5,3.0,5.8,1.3,6.5,16.9,0.0,1.6,3.9,1.8,1.7,17.9,3.0,0.6,2.7,0.8,0.2,0.4,0.0,0.2,0.2,1.0,98.8,5.5,70.3
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",5412.4,0.0,0.2,0.0,0.0,0.2,0.4,1.1,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,1.6
"AUT Water collection, treatment and supply",2644.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.1
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",426.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
AUT Construction,54985.3,0.1,0.2,0.0,0.6,0.6,12.4,0.6,0.5,0.7,1.6,0.0,0.9,0.2,0.1,0.4,2.1,0.6,0.1,1.0,0.4,0.0,0.0,0.0,0.1,0.0,0.4,8.5,1.4,21.7
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,3023.3,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5
"AUT Wholesale trade, except of motor vehicles and motorcycles",21541.7,1.7,5.0,0.1,3.7,46.5,48.4,36.6,6.0,12.6,96.6,0.6,34.9,18.7,3.6,9.9,171.9,47.2,9.3,8.8,6.8,2.5,1.5,0.6,6.7,0.9,35.4,277.7,23.0,257.4
"AUT Retail trade, except of motor vehicles and motorcycles",28163.2,0.4,1.2,0.0,0.7,19.5,11.7,7.0,1.3,3.2,36.6,0.1,10.3,3.3,1.4,1.8,78.6,15.1,3.8,2.8,1.1,0.4,0.3,0.1,2.1,0.1,11.7,87.8,6.6,64.9
AUT Land transport and transport via pipelines,5326.4,2.9,6.0,0.1,3.1,44.7,43.6,31.7,5.1,12.5,95.7,0.3,34.5,19.0,3.6,10.1,187.9,42.8,9.5,8.7,5.1,1.8,1.3,0.5,7.4,1.1,34.9,264.9,25.7,370.8
AUT Water transport,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1
AUT Air transport,234.5,0.0,0.2,0.0,0.2,2.4,0.3,1.2,0.2,0.3,7.0,0.0,2.1,0.4,0.0,0.4,1.1,0.8,0.0,0.3,2.8,0.0,0.6,0.0,0.1,0.0,0.1,5.1,5.3,29.8
AUT Warehousing and support activities for transportation,2655.2,3.3,12.0,0.0,0.5,1.5,1.2,22.4,2.0,13.8,18.2,0.0,12.2,4.0,0.1,16.6,57.0,7.4,0.3,1.0,5.6,0.2,0.4,0.0,2.6,0.6,6.9,7.3,15.1,250.8
AUT Postal and courier activities,2.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
AUT Accommodation and food service activities,18052.0,6.6,4.4,0.0,1.7,8.7,1.1,10.8,0.3,0.0,177.6,0.1,18.4,0.0,8.5,6.7,165.4,3.1,0.0,0.2,0.0,0.0,0.6,0.1,0.0,0.0,31.6,0.3,40.5,422.6
AUT Publishing activities,2393.9,0.5,1.4,0.0,0.6,0.1,0.5,7.1,2.8,2.9,13.2,1.9,0.2,0.0,0.0,1.3,1.0,0.6,0.0,4.2,0.6,0.1,0.2,0.1,0.0,0.0,0.4,20.3,2.9,112.9
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",1288.6,0.2,0.3,0.0,1.7,0.2,0.1,0.8,0.2,1.6,4.5,0.0,23.3,0.0,0.0,0.5,1.0,0.3,0.1,0.7,0.5,0.1,0.0,0.1,0.0,0.0,4.8,21.2,1.9,44.2
AUT Telecommunications,6414.7,0.4,0.6,0.0,0.6,0.4,24.6,1.2,2.5,1.2,20.3,0.0,0.5,0.8,0.3,2.6,6.3,1.4,1.8,4.1,0.1,0.1,0.1,0.2,1.1,0.8,13.1,0.7,1.8,89.8
"AUT Computer programming, consultancy and related activities; information service activities",5384.2,0.0,0.0,0.0,0.5,0.1,3.2,0.2,0.7,0.2,0.3,0.0,0.1,0.0,0.0,0.1,0.8,0.1,0.0,0.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.5,79.8
"AUT Financial service activities, except insurance and pension funding",9983.8,0.0,0.1,0.0,0.6,0.1,1.6,0.6,0.9,0.4,7.8,0.0,0.7,0.0,0.1,0.0,2.4,0.2,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.5,79.6
"AUT Insurance, reinsurance and pension funding, except compulsory social security",11877.7,0.1,0.2,0.0,0.1,0.9,1.2,0.8,0.2,0.7,3.8,0.0,0.7,0.5,1.7,0.4,5.1,0.9,0.3,0.8,0.1,0.0,0.0,0.0,0.1,0.1,0.7,38.0,0.7,10.6
AUT Activities auxiliary to financial services and insurance activities,990.8,0.0,0.4,0.0,0.1,0.0,0.2,0.1,0.1,0.0,3.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,24.5
AUT Real estate activities,41339.2,0.3,0.0,0.0,7.2,0.1,0.0,7.6,0.2,0.0,18.9,0.0,0.0,0.0,0.0,3.5,0.8,1.0,0.0,17.9,0.2,0.2,0.0,0.0,0.0,0.0,0.9,0.2,0.1,21.4
AUT Legal and accounting activities; activities of head offices; management consultancy activities,7250.2,0.3,2.9,0.0,2.8,0.6,241.9,3.0,7.5,9.6,3.1,0.0,9.9,0.6,0.1,4.1,1.0,1.7,0.1,11.5,5.6,0.5,0.2,0.1,0.0,0.0,0.3,45.1,8.8,239.3
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Administrative and support service activities,1938.3,0.1,0.1,0.0,7.2,0.1,0.2,0.3,0.9,1.6,2.1,0.0,0.2,0.0,0.3,1.2,0.3,0.8,0.0,2.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,74.6,15.3,44.5
AUT Public administration and defence; compulsory social security,35922.5,0.1,0.0,0.0,0.0,0.0,6.3,1.7,0.1,0.1,0.1,0.0,0.6,0.0,0.0,0.1,4.6,0.1,0.0,0.2,3.3,0.0,0.0,0.0,0.0,3.5,0.0,1.3,0.3,27.0
AUT Education,20949.9,0.5,0.1,0.0,0.7,3.7,5.7,0.2,0.1,0.2,8.5,0.0,4.5,25.6,0.0,1.1,1.3,0.5,0.2,0.8,0.1,0.1,0.0,0.0,0.5,0.0,0.5,22.7,1.6,774.0
AUT Human health and social work activities,27983.4,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.2,1.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.1,62.5
AUT Other service activities,10032.7,0.3,0.4,0.0,0.2,27.9,24.1,0.6,4.0,0.3,61.8,0.3,30.4,1.2,0.6,1.2,5.3,0.2,0.0,0.4,0.3,0.6,0.0,0.0,0.0,0.6,0.8,0.9,6.9,-40.6
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3673.9,0.0,0.0,0.0,0.0,1.7,1.5,0.0,0.3,0.0,3.7,0.0,1.9,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,-2.2
AUT Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUS Crop and animal production, hunting and related service activities",0.6,1177.0,3.2,0.6,0.9,0.3,0.0,83.2,4.3,5.3,12.0,7.6,0.1,0.0,0.3,41.0,2.8,0.6,0.3,4.8,0.9,9.2,0.2,4.4,3.9,0.5,0.1,6.2,58.0,16.7
AUS Forestry and logging,0.0,190.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AUS Fishing and aquaculture,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS Mining and quarrying,0.0,183.9,0.7,0.0,0.0,0.0,0.1,20.2,0.2,0.8,0.5,1.0,0.0,0.1,0.1,2.0,0.1,0.0,0.0,0.3,0.0,0.2,0.0,0.1,0.1,0.0,0.2,0.6,2.9,2.7
"AUS Manufacture of food products, beverages and tobacco products",11.8,4390.5,36.2,9.9,18.0,5.2,1.6,933.7,66.7,72.4,99.6,27.3,1.4,0.3,4.5,485.6,55.2,11.8,6.0,69.4,5.0,30.0,4.1,74.0,53.9,2.4,2.3,113.9,471.5,276.3
"AUS Manufacture of textiles, wearing apparel and leather products",6.1,596.4,7.3,1.8,0.3,7.2,0.7,559.5,12.8,101.5,131.7,51.1,0.0,0.4,2.5,155.9,10.3,4.2,0.3,13.6,15.0,24.8,12.3,3.5,52.8,3.5,1.3,26.8,296.0,45.6
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.2,1002.4,0.3,0.1,0.1,0.7,0.6,15.9,0.7,2.5,1.5,1.3,0.0,0.1,0.1,6.2,1.5,0.3,0.6,1.4,0.3,0.6,0.2,0.6,0.5,0.2,0.1,3.3,7.8,0.6
AUS Manufacture of paper and paper products,0.3,119.6,1.2,0.2,0.1,0.2,0.3,40.8,2.0,6.3,2.1,4.1,0.0,0.0,0.2,3.2,0.2,0.1,0.1,8.2,0.3,4.6,0.2,1.3,0.8,0.1,0.3,1.5,21.8,1.9
AUS Printing and reproduction of recorded media,0.2,159.8,1.1,0.0,0.0,0.0,0.2,16.9,0.2,1.8,3.4,1.0,0.0,0.0,0.1,1.4,0.2,0.0,0.0,1.8,0.2,2.0,0.2,0.4,0.1,0.0,0.1,1.3,10.1,-0.0
AUS Manufacture of coke and refined petroleum products ,0.3,999.1,1.2,0.8,0.3,0.2,0.6,17.6,0.9,2.4,1.9,25.4,0.1,0.1,0.4,4.5,0.5,0.2,0.2,1.4,0.2,2.1,0.2,2.4,0.9,0.3,0.4,4.5,91.4,7.7
AUS Manufacture of chemicals and chemical products ,1.9,331.6,3.7,2.6,1.8,0.4,1.1,74.5,3.0,4.9,3.6,9.6,0.7,0.3,0.4,18.4,1.0,0.3,0.9,10.1,0.7,7.2,0.9,6.9,6.3,1.8,0.2,23.5,114.6,10.2
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,5.6,233.9,1.3,5.8,10.1,2.7,6.4,195.3,17.0,35.7,5.9,14.0,0.2,0.4,1.7,30.8,8.0,2.8,13.9,3.3,1.2,14.9,11.3,14.8,0.9,0.3,0.4,309.7,91.2,82.2
AUS Manufacture of rubber and plastic products,4.3,284.1,2.8,1.6,1.5,4.6,4.6,195.5,7.6,18.0,24.7,19.0,0.4,4.0,2.3,27.8,7.0,3.5,1.9,13.8,2.3,5.3,4.7,12.6,2.8,2.5,0.7,17.2,64.0,27.2
AUS Manufacture of other non-metallic mineral products,1.2,694.3,0.8,0.1,0.3,1.9,0.9,25.7,2.1,3.4,2.8,1.9,0.0,0.2,0.4,10.4,3.2,0.3,0.5,2.0,0.4,1.2,0.3,0.6,1.2,0.2,0.2,24.0,18.2,3.5
AUS Manufacture of basic metals,0.4,299.9,1.0,0.3,0.5,0.6,3.1,21.7,1.6,3.8,3.3,2.2,0.1,0.4,0.3,5.2,0.8,0.5,0.4,1.3,0.4,1.4,0.3,0.8,1.1,0.8,0.6,7.1,13.7,0.0
"AUS Manufacture of fabricated metal products, except machinery and equipment",6.7,1052.2,12.5,3.8,4.3,10.3,43.3,335.2,19.1,42.3,40.4,20.6,0.8,5.8,2.6,71.0,13.8,8.4,5.1,12.9,4.6,16.8,3.9,6.2,12.6,11.5,3.3,119.5,108.1,53.8
"AUS Manufacture of computer, electronic and optical products",14.6,773.8,26.7,9.7,15.5,12.7,37.3,587.2,39.0,233.7,236.9,48.0,1.5,13.4,1.8,194.4,23.3,26.2,6.7,15.6,14.6,39.8,23.1,22.7,11.2,14.6,21.0,146.4,439.3,489.7
AUS Manufacture of electrical equipment,14.6,451.6,19.9,7.1,19.9,16.6,27.0,609.5,52.6,94.6,111.5,61.2,4.8,9.8,6.7,108.1,28.2,10.4,9.9,39.5,9.8,36.1,7.9,10.5,8.8,13.3,7.9,173.1,294.7,177.9
AUS Manufacture of machinery and equipment n.e.c.,28.6,1383.4,57.4,20.0,47.9,45.0,325.2,1000.9,152.2,191.6,171.0,153.7,16.4,37.2,8.3,295.4,31.5,39.9,30.5,69.9,30.1,87.9,17.3,61.6,127.2,74.5,63.4,364.4,640.1,441.2
"AUS Manufacture of motor vehicles, trailers and semi-trailers",75.9,588.9,31.6,11.1,10.7,21.6,37.5,2006.4,255.6,226.9,278.8,31.5,1.8,3.5,2.2,722.7,77.2,10.9,2.7,61.7,23.5,65.1,9.2,19.8,42.8,22.0,9.2,401.0,423.2,343.9
AUS Manufacture of other transport equipment,14.5,12.6,2.1,4.7,2.2,16.0,5.0,443.6,18.9,36.1,83.5,13.2,0.1,19.4,7.5,51.1,18.0,17.1,1.3,26.3,4.7,7.8,12.5,7.4,8.8,2.6,0.2,49.1,104.5,263.5
AUS Manufacture of furniture; other manufacturing,8.3,1582.1,9.5,2.6,1.3,48.2,3.6,625.3,30.1,116.5,74.1,24.3,0.2,3.2,3.1,181.9,97.0,20.8,2.5,38.1,19.8,20.5,6.2,7.6,30.4,9.2,0.9,152.2,296.7,69.2
AUS Repair and installation of machinery and equipment,0.4,486.5,1.5,0.7,0.5,0.4,2.5,30.3,1.5,20.3,4.0,3.2,0.1,0.4,0.1,5.7,0.5,0.6,0.3,6.0,1.0,1.1,1.3,2.1,0.9,0.6,15.2,5.7,14.5,17.6
"AUS Electricity, gas, steam and air conditioning supply",0.0,2252.0,7.2,0.0,0.0,0.1,1.1,86.5,0.3,1.1,0.7,1.8,0.0,0.0,0.2,2.7,0.1,0.0,0.0,1.4,0.1,0.7,0.1,0.1,0.1,0.1,0.3,1.3,7.8,5.4
"AUS Water collection, treatment and supply",0.0,24.4,0.3,0.0,0.0,0.0,0.0,1.4,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,-29.5
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,67.3,0.2,0.0,0.0,0.0,0.3,1.6,0.2,0.3,0.2,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.1,0.1,0.0,0.1,0.5,0.9,2.0
AUS Construction,0.2,18112.7,4.7,0.1,0.2,0.8,1.6,12.9,0.9,2.8,9.6,10.3,0.1,0.1,0.2,4.2,0.6,0.2,0.2,4.3,4.7,17.2,0.7,0.7,3.6,0.3,1.2,3.7,13.3,39.8
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,0.7,3620.6,1.0,0.4,0.6,0.7,2.4,34.4,2.4,5.6,5.0,2.6,0.1,0.3,0.3,8.4,1.3,0.6,0.6,2.1,0.5,2.0,0.7,1.1,1.5,0.5,0.3,13.9,17.4,9.1
"AUS Wholesale trade, except of motor vehicles and motorcycles",9.4,7341.1,15.5,6.0,9.4,10.3,32.1,449.7,34.6,92.5,71.7,41.2,1.4,4.3,14.4,129.0,20.2,8.8,8.7,37.5,8.1,28.4,10.4,16.2,20.9,8.2,11.5,195.5,256.1,549.9
"AUS Retail trade, except of motor vehicles and motorcycles",0.4,12767.4,1.6,0.2,0.3,0.6,2.8,26.8,1.6,3.9,4.8,1.7,0.1,0.2,0.8,6.5,1.1,0.4,0.3,3.3,0.4,2.0,0.4,0.8,0.8,0.3,0.2,8.3,18.7,19.7
AUS Land transport and transport via pipelines,2.5,3727.2,42.5,0.9,0.6,2.5,6.5,297.3,6.1,25.2,27.6,15.5,0.2,0.5,0.4,71.2,3.7,0.6,0.6,7.2,0.6,11.2,0.8,1.4,5.2,6.1,0.9,20.2,164.4,242.8
AUS Water transport,0.0,5.3,0.1,0.0,0.0,0.0,0.2,1.9,0.1,0.2,1.4,0.2,0.0,0.9,0.0,0.4,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.4,0.9,24.7
AUS Air transport,0.0,1031.5,3.2,0.2,0.0,1.1,1.5,25.4,2.6,10.4,21.8,7.2,0.0,5.4,0.5,43.8,5.5,0.0,0.0,2.0,0.2,0.7,0.1,0.3,0.2,0.4,0.3,14.0,27.4,15.8
AUS Warehousing and support activities for transportation,0.6,338.8,20.8,0.2,0.2,0.3,0.9,109.8,2.4,11.4,5.1,4.6,0.0,1.9,0.1,33.6,1.2,0.2,0.2,1.2,0.4,1.5,0.3,0.4,1.0,0.5,0.2,4.1,24.5,17.6
AUS Postal and courier activities,0.0,206.8,0.4,0.2,0.0,0.1,0.2,28.8,1.0,1.1,16.5,1.1,0.0,0.0,0.1,0.6,0.1,0.0,0.0,5.8,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.2,5.1,66.2
AUS Accommodation and food service activities,1.0,10826.0,24.2,0.9,0.2,3.2,0.8,305.7,1.7,0.8,68.0,4.9,0.0,0.1,6.6,27.3,4.6,0.1,0.1,1.2,0.1,0.6,0.9,2.4,0.4,0.1,0.7,1.6,227.0,30.3
AUS Publishing activities,0.8,521.4,5.0,0.1,0.0,0.1,0.2,75.4,0.6,6.9,15.5,4.4,0.0,0.0,0.0,5.0,0.8,0.1,0.0,7.1,0.8,9.0,0.7,1.5,0.0,0.0,0.2,4.3,42.8,26.1
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.6,595.5,2.0,0.3,0.2,0.1,0.0,39.5,0.3,3.8,3.8,0.1,0.7,0.0,0.0,2.5,1.5,1.6,1.1,3.0,0.2,1.5,0.6,0.7,0.0,0.0,6.8,5.2,18.1,17.6
AUS Telecommunications,0.4,2326.1,3.1,2.6,0.0,0.3,0.9,88.7,3.9,3.8,46.1,8.6,0.1,0.5,0.4,14.9,0.2,0.1,0.8,7.7,0.6,2.6,0.5,0.9,1.2,0.2,2.0,1.0,45.3,23.6
"AUS Computer programming, consultancy and related activities; information service activities",0.1,2820.8,0.3,0.1,0.1,0.1,0.5,24.8,0.4,1.3,2.5,1.4,0.0,0.0,0.1,2.3,0.2,0.1,0.1,4.4,1.1,2.1,0.3,0.7,0.1,0.0,0.1,1.5,49.0,76.9
"AUS Financial service activities, except insurance and pension funding",0.4,2076.4,1.4,0.2,0.3,4.3,0.4,29.6,13.7,2.0,43.4,32.4,0.8,0.0,3.4,3.1,14.4,1.0,0.0,13.8,1.3,20.4,1.6,1.7,0.5,3.5,0.4,3.7,122.9,340.1
