,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
AUT Manufacture of chemicals and chemical products ,2980.4,0.1,0.2,0.1,1.9,1.9,31.5,11.1,0.6,1.9,67.9,0.0,26.4,31.7,4.8,1.5,27.3,29.0,2.4,1.4,5.4,0.6,0.3,0.0,5.4,1.7,7.6,83.4,17.6,382.5
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,4563.2,0.2,1.6,1.4,10.2,59.6,258.1,21.8,6.4,19.9,12.9,0.4,18.4,1.5,12.0,0.9,10.4,53.9,9.5,22.3,0.7,7.1,0.6,0.6,0.3,0.1,131.1,107.9,13.2,360.3
AUT Manufacture of rubber and plastic products,2724.9,0.2,0.3,0.0,0.9,3.5,21.3,5.7,0.2,1.2,9.4,0.0,7.4,2.8,0.5,1.1,6.8,3.2,2.4,2.2,0.5,0.7,0.1,0.1,1.4,0.6,1.4,25.4,3.2,101.4
AUT Manufacture of other non-metallic mineral products,-1037.4,0.0,0.1,0.0,0.3,0.8,5.3,1.1,0.1,0.5,1.8,0.0,0.9,0.6,0.1,0.2,2.1,0.9,0.3,0.7,0.2,0.1,0.0,0.0,0.2,0.1,0.4,6.8,0.9,6.1
AUT Manufacture of basic metals,614.2,0.2,0.6,0.0,1.0,6.1,24.0,17.5,0.5,3.0,46.0,0.1,1.9,2.5,0.4,0.8,9.0,1.7,2.0,11.2,0.7,0.1,0.0,0.0,1.1,0.3,0.4,74.4,7.8,-0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",3883.5,0.5,4.7,0.0,1.5,5.2,27.1,8.8,2.1,18.4,10.5,0.1,3.5,7.7,0.3,1.5,25.5,8.2,17.2,3.4,9.6,0.8,0.2,0.2,2.6,0.5,1.5,95.9,4.3,227.7
"AUT Manufacture of computer, electronic and optical products",2145.4,2.8,2.5,0.2,7.2,11.3,64.6,21.3,2.0,11.9,46.5,0.1,6.5,9.3,1.0,4.2,23.6,9.8,6.0,5.4,1.7,0.7,0.4,7.8,2.1,3.5,4.5,101.9,13.7,517.6
AUT Manufacture of electrical equipment,1552.1,0.8,0.6,0.1,1.4,3.1,24.1,6.7,0.9,1.7,12.7,0.0,6.0,2.6,0.3,0.8,6.1,3.4,2.3,1.7,0.8,0.2,0.1,0.1,1.5,0.9,2.9,25.4,2.8,140.1
AUT Manufacture of machinery and equipment n.e.c.,3266.1,1.4,2.9,0.3,10.0,23.9,130.2,21.0,3.9,5.7,23.8,0.4,32.7,17.7,0.9,6.6,9.6,39.9,24.3,7.8,3.3,1.3,1.1,0.2,32.0,3.6,3.2,97.6,8.3,565.7
"AUT Manufacture of motor vehicles, trailers and semi-trailers",8033.3,0.4,0.2,0.0,1.2,4.1,38.8,5.5,0.6,1.2,19.7,0.0,8.9,2.3,0.2,0.5,3.9,10.8,7.9,2.3,0.2,0.2,0.1,0.0,3.2,0.2,0.8,193.1,2.8,1598.1
AUT Manufacture of other transport equipment,5524.0,0.0,0.3,0.0,5.5,17.6,10.0,1.9,0.3,4.5,38.2,0.0,1.9,5.3,0.1,1.2,1.2,48.8,3.1,3.2,0.6,0.1,0.0,0.0,0.3,0.0,0.4,46.8,47.9,136.6
AUT Manufacture of furniture; other manufacturing,2453.3,1.1,1.8,0.1,2.9,32.0,48.2,102.2,0.9,9.7,23.3,0.6,2.5,12.2,2.2,3.3,37.6,3.2,3.7,66.5,1.0,0.9,0.2,0.0,5.1,1.8,1.2,310.9,44.0,331.5
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",18234.7,0.1,0.6,0.0,0.2,0.3,2.2,1.1,0.0,0.2,0.9,0.0,0.3,0.1,0.0,0.2,0.9,0.3,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.2,2.0,2.9,27.5
"AUT Water collection, treatment and supply",9535.1,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-92.5
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1178.1,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.6
AUT Construction,241894.8,0.2,1.4,0.1,15.3,3.4,46.9,1.6,1.4,1.8,5.7,0.0,3.4,0.8,0.5,1.6,5.7,2.9,0.3,3.2,0.2,0.3,0.0,0.1,0.6,0.1,1.4,33.4,9.3,103.2
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,7976.4,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.0,0.6,13.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",55158.2,6.4,8.5,0.9,23.9,95.1,468.3,92.8,9.5,34.8,200.3,0.7,69.5,45.9,12.4,18.6,304.1,124.8,23.5,48.6,7.6,12.2,1.3,12.9,33.2,9.1,81.2,482.4,66.3,769.0
"AUT Retail trade, except of motor vehicles and motorcycles",87591.0,0.9,2.0,0.1,5.6,33.2,150.6,22.6,1.7,6.0,57.2,0.2,24.6,8.6,3.0,5.2,150.0,50.4,4.6,15.5,1.5,3.5,0.2,0.9,13.0,1.5,25.3,142.6,18.1,218.7
AUT Land transport and transport via pipelines,22654.9,3.5,6.4,0.6,15.1,76.4,360.1,66.7,5.7,24.4,139.1,0.4,60.7,34.1,9.9,13.4,288.2,108.9,15.0,35.9,4.9,7.4,0.7,3.9,30.8,5.3,65.9,330.2,52.5,533.0
AUT Water transport,2861.8,0.2,0.3,0.0,0.9,3.1,15.3,4.6,0.2,1.2,9.5,0.0,2.5,2.1,0.4,0.6,13.1,4.3,0.6,1.4,0.4,0.3,0.0,0.2,1.2,0.8,2.5,12.9,3.0,99.1
AUT Air transport,913.9,0.1,0.1,0.0,4.3,0.5,1.6,1.0,0.1,0.4,1.4,0.0,0.3,0.2,0.1,0.3,1.0,0.8,0.1,0.3,0.1,0.0,0.0,0.0,0.1,0.0,0.2,6.4,2.5,13.7
AUT Warehousing and support activities for transportation,16945.1,1.9,4.8,0.1,7.0,9.3,42.0,49.6,1.2,13.5,31.5,0.1,10.9,5.5,1.2,3.7,38.2,15.1,1.8,4.4,5.0,1.0,0.5,0.5,3.7,1.0,8.5,43.0,26.1,173.2
AUT Postal and courier activities,1284.8,0.0,0.1,0.0,0.7,0.5,2.8,0.6,0.1,0.2,1.2,0.0,0.4,0.2,0.1,0.1,1.8,0.7,0.1,0.3,0.1,0.0,0.0,0.0,0.2,0.0,0.4,3.0,0.7,7.1
AUT Accommodation and food service activities,54839.9,2.1,3.4,0.0,12.0,73.5,270.9,17.2,0.5,0.0,140.3,0.1,67.2,0.0,100.0,14.3,40.2,4.1,0.0,12.4,0.1,0.0,0.3,0.0,0.0,0.0,68.3,1.2,45.6,2092.9
AUT Publishing activities,3736.5,0.5,0.5,0.1,0.8,0.1,1.8,2.5,1.2,0.9,4.1,0.2,0.6,0.0,0.7,0.3,0.3,0.2,0.0,3.0,0.2,5.6,0.1,0.0,0.0,0.0,0.1,7.4,5.2,288.5
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",6780.1,0.2,2.4,0.0,0.9,2.2,3.8,1.3,1.4,13.6,3.0,0.0,46.2,0.0,0.5,0.6,0.9,16.0,0.2,0.3,0.4,0.1,0.0,0.1,0.0,0.0,6.4,8.4,1.6,144.2
AUT Telecommunications,16254.9,0.2,1.0,0.1,3.0,3.6,83.0,1.7,2.4,3.9,31.9,0.1,2.1,1.1,2.5,2.5,1.0,0.9,0.4,5.2,0.1,0.3,0.0,0.1,0.9,0.8,8.1,1.3,2.3,167.0
"AUT Computer programming, consultancy and related activities; information service activities",16814.3,0.0,0.0,0.0,8.8,0.5,9.2,0.9,2.5,2.1,0.8,0.1,0.6,0.0,0.1,0.2,0.5,0.1,0.0,1.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,4.7,3.7,501.0
"AUT Financial service activities, except insurance and pension funding",32620.0,0.4,0.3,0.0,11.9,1.0,25.9,2.0,2.0,0.7,29.5,0.1,2.6,0.0,0.5,0.2,4.8,1.5,0.1,1.5,0.3,0.1,0.0,0.0,0.0,2.8,0.1,2.9,2.8,729.9
"AUT Insurance, reinsurance and pension funding, except compulsory social security",36735.4,0.0,0.0,0.0,0.3,0.2,1.2,0.1,0.1,0.1,0.8,0.0,0.2,0.1,0.6,0.5,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,6.2,0.2,76.8
AUT Activities auxiliary to financial services and insurance activities,2824.1,0.1,0.9,0.0,0.6,0.1,1.4,0.0,0.3,0.1,12.1,0.0,0.1,0.0,0.1,0.2,0.0,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.3,207.5
AUT Real estate activities,168194.8,0.1,0.0,0.0,62.7,1.3,0.3,0.9,0.5,0.0,77.7,0.0,7.9,0.0,0.0,4.8,0.2,9.5,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,1.7,0.2,0.0,403.5
AUT Legal and accounting activities; activities of head offices; management consultancy activities,28870.1,0.5,0.6,1.8,27.0,22.8,802.5,7.9,14.9,22.7,4.0,0.1,53.4,0.7,2.5,15.0,0.3,0.9,0.0,6.6,2.8,2.3,0.3,0.4,0.0,0.0,0.7,281.9,23.5,424.9
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Administrative and support service activities,7915.8,0.8,0.5,0.0,146.6,6.4,2.1,1.4,2.5,4.3,14.4,0.1,0.5,0.1,2.3,8.0,1.1,7.5,0.1,7.5,0.1,0.1,0.1,0.1,0.1,0.0,0.3,184.7,67.4,233.8
AUT Public administration and defence; compulsory social security,114480.0,0.1,0.0,0.1,0.5,0.3,9.1,1.2,0.2,0.2,0.1,0.1,51.9,0.0,0.0,0.1,2.5,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.2,3.3,0.0,4.0,1.9,37.2
AUT Education,82267.6,1.8,0.7,0.8,4.0,51.5,61.0,0.1,0.6,0.2,19.1,0.6,96.8,70.3,0.0,3.2,34.7,0.9,0.0,2.9,0.0,4.9,0.0,0.2,3.4,0.0,1.6,96.0,26.5,2183.5
AUT Human health and social work activities,128611.3,8.9,0.1,0.0,0.1,0.5,2.2,0.0,0.0,0.2,0.6,0.0,29.1,0.0,5.5,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.1,3.0,177.0
AUT Other service activities,29789.4,0.1,0.6,0.0,3.6,14.2,272.2,0.4,9.2,1.0,25.7,0.0,1.1,4.1,1.1,0.4,1.2,0.7,0.0,0.3,0.1,0.2,0.0,0.0,0.0,1.1,1.6,1.1,2.5,32.2
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,9830.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,16.2
AUT Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUS Crop and animal production, hunting and related service activities",3.1,1026.8,4.2,2.4,3.9,0.9,2.4,236.6,12.9,11.9,9.4,32.8,0.2,0.3,1.1,78.3,4.2,1.9,0.2,8.6,2.8,12.8,1.3,10.6,9.5,32.5,0.4,16.6,146.4,42.3
AUS Forestry and logging,0.0,583.2,0.0,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
AUS Fishing and aquaculture,0.0,41.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.0
AUS Mining and quarrying,0.3,468.8,1.5,0.2,0.4,0.2,0.7,27.1,0.6,2.2,0.9,6.0,0.0,0.1,0.0,6.4,0.4,0.2,0.0,0.9,0.2,1.0,0.1,0.5,1.1,0.3,0.6,1.6,10.6,0.0
"AUS Manufacture of food products, beverages and tobacco products",88.0,6015.5,111.3,48.5,109.4,24.3,61.0,3486.3,160.3,265.1,174.0,328.0,6.6,7.6,2.7,1144.5,118.5,55.0,5.3,189.9,30.9,165.3,12.4,97.1,186.4,50.3,9.1,473.0,1355.1,1099.4
"AUS Manufacture of textiles, wearing apparel and leather products",3.9,110.6,6.1,11.8,2.4,11.4,13.3,449.5,11.4,37.7,31.4,99.3,0.1,0.4,1.5,87.3,21.9,6.2,4.0,17.7,11.9,67.0,5.9,67.8,208.5,5.8,1.3,41.8,340.1,124.7
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.6,1742.6,0.7,0.6,0.6,1.1,3.2,37.5,1.1,4.4,2.2,2.5,0.2,0.3,0.5,6.2,1.0,0.2,0.7,1.4,0.4,2.2,0.2,1.5,1.2,0.9,0.2,5.3,14.6,0.3
AUS Manufacture of paper and paper products,0.2,177.5,1.1,1.5,0.3,0.2,1.2,88.1,2.6,4.9,10.4,15.3,0.0,0.1,0.1,6.1,0.2,0.2,0.1,1.8,0.2,3.0,1.1,6.7,1.3,0.4,0.1,1.6,34.5,8.4
AUS Printing and reproduction of recorded media,0.1,124.3,0.9,0.3,0.1,0.1,0.6,10.0,0.2,0.8,0.7,0.6,0.0,0.1,0.9,0.7,0.1,0.1,0.0,0.6,0.1,1.3,0.1,1.0,0.2,0.1,0.2,0.6,6.9,0.0
AUS Manufacture of coke and refined petroleum products ,0.3,2497.9,0.8,4.4,0.3,0.1,0.8,333.5,0.5,2.2,0.9,141.0,0.0,0.3,0.5,37.5,0.3,0.3,0.1,1.0,0.3,6.7,0.1,50.1,2.9,2.3,0.2,3.1,198.9,36.8
AUS Manufacture of chemicals and chemical products ,4.7,845.3,4.7,17.6,6.2,1.5,8.7,594.0,8.2,31.7,13.0,51.7,0.7,4.0,7.2,69.2,2.3,4.0,1.5,10.1,4.0,75.8,1.7,60.5,33.6,29.7,0.9,25.5,353.9,69.2
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,22.5,988.1,7.2,37.5,47.2,16.1,67.1,352.8,36.1,264.9,11.4,32.6,2.0,0.8,2.9,26.7,2.7,1.9,13.9,10.7,1.9,92.8,8.2,67.3,3.3,1.4,1.7,166.1,501.2,410.9
AUS Manufacture of rubber and plastic products,11.5,581.8,6.7,4.3,9.1,10.2,21.1,357.2,5.8,44.8,37.6,24.2,3.5,7.6,4.9,57.7,9.0,3.7,7.7,14.5,14.2,18.2,2.0,12.1,26.9,14.9,1.3,39.3,109.0,55.9
AUS Manufacture of other non-metallic mineral products,1.3,971.2,1.8,1.4,1.6,3.6,7.4,72.1,2.7,8.2,5.5,6.0,0.3,0.6,0.7,12.5,3.1,0.9,1.3,2.5,1.4,3.5,0.5,3.9,4.6,1.5,0.9,14.5,65.2,21.7
AUS Manufacture of basic metals,3.2,1327.3,3.2,2.5,2.3,2.7,12.0,118.2,4.2,18.0,11.9,6.0,0.6,1.3,3.0,14.7,2.5,2.0,2.7,3.4,1.6,8.3,0.5,4.5,8.4,4.3,1.5,34.0,47.8,0.0
"AUS Manufacture of fabricated metal products, except machinery and equipment",34.5,1087.0,19.2,13.1,18.4,15.4,52.5,835.3,39.8,157.6,72.8,27.4,3.8,10.1,4.4,136.1,13.3,8.6,29.6,23.8,18.2,55.7,2.0,14.7,45.1,31.5,4.3,411.4,184.3,139.2
"AUS Manufacture of computer, electronic and optical products",20.7,803.3,34.4,60.8,29.5,21.5,261.0,500.5,46.2,80.7,22.3,13.7,1.4,32.1,5.4,67.0,66.8,17.9,4.2,38.4,13.8,145.9,4.5,62.9,26.3,34.6,36.0,147.7,449.0,587.8
AUS Manufacture of electrical equipment,49.0,1279.3,45.1,25.6,29.1,54.4,187.5,1334.9,76.5,117.8,114.5,46.0,33.0,34.4,9.6,118.1,22.5,36.2,16.7,25.2,28.8,56.4,11.6,19.9,65.9,97.8,35.5,281.0,556.3,739.1
AUS Manufacture of machinery and equipment n.e.c.,141.5,2940.1,96.7,96.4,221.2,140.1,1024.1,2832.9,128.1,543.9,263.6,236.9,43.0,128.8,35.3,457.1,47.8,161.6,162.2,170.2,74.3,282.4,26.1,219.1,781.7,307.8,45.5,684.7,1523.1,1624.8
"AUS Manufacture of motor vehicles, trailers and semi-trailers",83.8,980.3,59.7,63.8,24.4,104.4,461.9,2282.0,78.4,516.0,277.7,119.6,9.2,17.1,7.3,121.9,143.8,64.3,33.6,75.5,53.3,158.4,14.2,73.7,369.3,52.8,6.9,905.0,800.3,807.6
AUS Manufacture of other transport equipment,60.2,160.4,9.8,1.9,31.8,44.3,11.2,218.4,14.0,61.9,174.0,10.5,16.5,39.5,1.0,118.4,25.8,20.3,5.3,12.4,94.9,11.9,2.4,3.7,165.9,62.0,0.9,90.4,245.1,316.5
AUS Manufacture of furniture; other manufacturing,24.7,2390.8,16.5,25.4,10.0,74.2,128.0,1369.5,71.8,151.9,95.5,45.5,7.8,8.6,26.4,281.1,68.8,4.8,19.8,30.9,18.0,74.5,3.9,35.2,37.9,26.1,2.2,166.5,501.1,407.6
AUS Repair and installation of machinery and equipment,11.8,1612.3,10.4,5.9,12.3,19.1,29.2,197.2,9.3,51.5,30.9,23.4,4.0,8.8,1.2,27.3,7.4,6.2,3.0,6.4,15.5,12.9,3.1,15.4,30.4,16.2,97.3,39.8,113.4,201.1
"AUS Electricity, gas, steam and air conditioning supply",0.1,5522.7,30.3,0.8,2.3,0.6,6.0,81.4,0.8,3.7,2.1,42.8,0.1,0.0,0.1,38.9,0.1,0.1,0.2,5.9,0.7,3.9,0.8,1.7,0.2,1.5,1.8,2.4,97.6,123.7
"AUS Water collection, treatment and supply",0.0,19.5,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-33.5
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.2,257.1,0.4,0.2,0.2,0.1,1.1,9.3,0.3,1.2,0.5,0.8,0.0,0.0,0.0,2.0,0.2,0.1,0.1,0.5,0.1,0.7,0.0,0.3,0.7,0.2,0.1,1.1,16.4,21.6
AUS Construction,1.3,34715.2,2.8,1.5,1.3,3.4,7.7,50.9,2.5,6.9,5.7,4.6,0.6,0.8,0.5,8.3,1.0,1.0,1.0,2.2,0.8,4.5,0.4,10.1,10.7,2.4,3.8,9.6,28.9,105.3
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,2.4,6866.5,2.2,3.0,3.1,2.4,14.9,113.9,4.0,14.8,6.1,8.6,0.5,1.3,0.6,11.8,2.5,1.8,1.8,3.1,1.3,10.6,0.6,6.7,13.7,3.3,1.2,20.5,53.1,70.7
"AUS Wholesale trade, except of motor vehicles and motorcycles",33.5,11656.9,30.7,42.2,44.2,34.4,187.5,1052.5,52.4,209.7,67.6,118.7,6.8,18.5,10.4,165.4,34.5,22.5,22.9,42.5,17.0,116.8,8.7,89.5,115.7,46.7,26.1,247.4,660.0,1118.9
"AUS Retail trade, except of motor vehicles and motorcycles",1.5,25376.3,1.9,1.9,1.9,1.8,12.0,61.0,2.6,8.9,5.3,5.7,0.3,0.8,1.1,10.2,1.6,0.9,0.9,3.8,0.9,5.6,0.4,4.5,4.9,1.8,0.9,11.4,38.6,78.3
AUS Land transport and transport via pipelines,2.5,6520.6,37.4,6.4,3.8,5.7,22.8,615.8,15.1,106.4,27.3,46.2,0.6,0.7,1.3,110.9,3.5,1.3,0.9,49.0,0.9,63.2,1.9,10.7,80.5,19.3,2.7,15.9,278.8,1226.4
AUS Water transport,0.0,8.7,0.1,0.1,0.0,0.1,0.3,5.6,0.1,0.3,0.6,0.2,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.3,0.2,0.6,0.0,0.3,1.1,37.7
AUS Air transport,0.0,1580.8,4.4,7.6,2.0,2.6,3.6,59.7,0.7,18.1,20.2,12.6,0.5,3.6,1.7,100.7,2.9,0.5,1.0,5.6,2.4,4.7,1.2,4.6,2.7,1.4,3.1,14.2,57.9,43.0
AUS Warehousing and support activities for transportation,0.9,3019.2,28.4,1.6,3.3,1.0,5.0,464.5,4.4,29.1,7.7,16.0,0.3,1.0,0.2,86.4,1.3,1.3,0.4,3.4,2.6,7.7,1.7,2.8,11.6,2.5,1.0,5.3,146.3,178.1
AUS Postal and courier activities,0.0,365.0,0.7,0.4,0.1,0.1,0.5,14.9,0.3,5.0,8.8,0.8,0.0,0.0,1.6,0.8,0.1,0.0,0.0,0.6,0.2,0.3,0.0,0.2,0.0,0.0,0.2,0.1,8.1,105.8
AUS Accommodation and food service activities,2.0,24118.0,19.7,2.0,4.2,7.4,8.9,410.5,1.9,1.2,53.6,18.2,0.4,0.2,24.2,28.4,4.1,0.3,0.0,59.2,0.2,0.9,0.8,9.8,1.0,0.2,2.5,2.0,243.2,298.7
AUS Publishing activities,0.5,945.2,9.6,2.3,0.1,0.0,0.6,78.1,0.9,5.6,6.3,4.3,0.0,0.0,0.5,2.8,0.0,0.2,0.0,6.1,0.7,11.2,0.5,8.6,0.1,0.0,0.1,1.1,60.1,181.9
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.5,822.5,2.9,1.5,0.2,0.3,0.1,112.9,3.0,4.1,2.0,2.5,3.6,0.0,0.2,33.8,0.4,11.9,2.4,2.9,0.9,1.8,0.4,7.5,0.0,0.0,15.6,5.6,19.1,81.1
AUS Telecommunications,0.8,2944.7,5.3,6.6,0.3,0.8,3.3,61.9,3.7,7.8,44.2,2.9,0.7,0.3,2.9,10.7,0.9,0.7,0.5,4.8,1.1,3.2,0.2,3.8,6.8,2.0,6.8,0.8,66.4,71.9
"AUS Computer programming, consultancy and related activities; information service activities",0.8,5741.8,3.3,3.8,0.4,1.5,2.3,184.0,4.5,11.0,9.7,10.0,0.1,0.1,0.4,8.7,0.3,1.2,0.1,7.8,0.3,12.3,0.1,12.6,0.9,0.3,0.5,7.0,142.4,892.0
"AUS Financial service activities, except insurance and pension funding",0.2,2659.2,2.5,0.3,1.0,1.2,1.4,96.8,3.8,5.1,11.8,6.5,0.4,0.0,4.9,4.8,0.1,0.7,0.2,6.1,0.4,13.1,0.8,3.2,1.2,3.2,0.3,2.6,105.5,555.1
