,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
AUT Manufacture of chemicals and chemical products ,2127.6,0.2,0.4,0.1,1.1,3.0,28.6,3.3,0.4,1.7,22.9,0.1,8.0,15.2,1.0,0.8,16.3,11.5,1.6,1.3,8.5,0.1,0.0,0.1,1.5,0.8,5.7,36.4,9.7,235.3
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,2167.8,0.4,1.6,0.2,3.6,25.7,93.6,57.4,5.8,44.8,14.1,0.1,10.0,0.7,11.7,24.1,9.0,127.7,13.6,11.3,1.3,4.3,0.2,3.9,0.2,0.0,83.2,125.1,45.9,405.7
AUT Manufacture of rubber and plastic products,1470.8,0.2,0.3,0.2,0.8,3.4,12.2,2.9,0.3,1.1,6.8,0.0,4.5,2.7,0.3,0.6,6.3,2.6,2.2,1.4,0.8,0.2,0.1,0.0,0.9,0.3,1.7,24.4,2.0,87.9
AUT Manufacture of other non-metallic mineral products,-147.6,0.1,0.2,0.0,0.2,0.7,3.8,0.7,0.1,0.3,1.2,0.0,0.8,0.5,0.1,0.2,1.6,0.7,0.3,0.3,0.1,0.0,0.0,0.0,0.3,0.1,0.4,4.7,0.6,5.8
AUT Manufacture of basic metals,403.5,0.1,0.6,0.1,0.6,2.3,13.7,3.4,0.4,2.3,3.2,0.1,2.5,1.5,0.3,0.5,5.6,2.0,1.3,1.2,0.4,0.1,0.0,0.0,0.7,0.1,0.5,45.4,2.4,-0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",2692.2,0.4,6.1,0.2,1.8,4.6,23.7,7.1,1.1,7.1,8.4,0.1,6.1,4.3,0.4,1.5,20.4,3.8,12.8,2.3,1.1,0.2,0.3,0.0,2.8,0.5,2.5,79.2,7.0,159.6
"AUT Manufacture of computer, electronic and optical products",2880.3,1.1,3.1,0.8,11.1,13.3,62.4,38.8,2.7,5.3,14.5,0.3,9.8,16.4,1.6,13.1,24.9,24.5,3.7,3.7,2.7,1.7,1.7,0.4,4.0,3.9,5.6,163.8,17.4,509.4
AUT Manufacture of electrical equipment,2505.0,1.0,1.0,0.2,1.9,8.9,24.6,7.0,0.9,2.3,15.0,0.2,6.7,5.7,1.2,2.1,5.8,5.0,1.3,1.1,0.8,0.2,3.2,0.1,1.6,1.4,3.5,33.7,3.7,168.9
AUT Manufacture of machinery and equipment n.e.c.,5294.1,1.9,2.6,1.6,10.2,27.3,152.1,15.1,4.7,6.3,20.0,0.1,48.9,26.5,0.9,7.0,8.9,13.3,12.8,5.4,3.4,0.8,1.0,0.1,26.4,2.8,7.6,80.6,16.5,471.4
"AUT Manufacture of motor vehicles, trailers and semi-trailers",8383.7,0.2,0.5,0.1,0.8,4.0,19.4,8.9,0.3,1.5,15.5,0.0,24.6,1.9,0.5,0.6,4.5,35.2,1.1,1.7,0.4,0.1,0.2,0.0,5.2,0.2,0.7,104.1,2.3,1246.5
AUT Manufacture of other transport equipment,4111.8,0.0,0.1,0.0,0.5,13.4,7.5,2.5,0.4,2.3,13.7,0.0,4.3,2.8,4.9,3.8,0.9,40.7,0.5,23.5,0.2,2.3,0.1,0.0,0.3,0.1,0.2,28.9,1.4,248.7
AUT Manufacture of furniture; other manufacturing,2355.1,0.5,1.4,0.1,1.4,10.8,10.6,24.0,0.9,12.0,14.8,0.5,1.6,6.5,2.4,1.8,23.3,2.5,1.8,7.2,0.9,0.3,0.2,0.2,0.7,0.5,0.9,338.7,8.7,144.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",10774.5,0.1,1.0,0.0,0.1,0.2,1.1,1.6,0.0,0.1,0.3,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.8,2.2
"AUT Water collection, treatment and supply",5517.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-125.4
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",742.9,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.5
AUT Construction,157009.4,0.1,0.2,0.0,7.9,2.5,38.2,1.6,0.8,2.0,3.4,0.0,3.1,1.1,0.4,1.2,5.5,2.2,0.2,1.9,0.7,0.2,0.1,0.1,0.4,0.1,1.1,21.8,8.2,54.1
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,5979.6,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.2,5.3
"AUT Wholesale trade, except of motor vehicles and motorcycles",42195.8,2.6,9.4,1.3,16.1,73.8,208.3,80.0,7.9,31.5,109.5,0.7,61.0,40.9,12.1,24.9,280.2,132.5,15.4,21.8,7.2,3.7,2.3,2.0,24.1,5.3,67.0,457.2,57.9,454.4
"AUT Retail trade, except of motor vehicles and motorcycles",61846.0,0.6,2.9,0.2,3.7,27.4,57.3,17.1,1.6,7.4,46.6,0.2,22.3,7.8,3.6,4.6,144.5,42.7,3.9,7.0,1.6,0.7,0.3,0.4,8.5,1.0,20.1,143.0,16.4,133.0
AUT Land transport and transport via pipelines,14047.3,2.8,10.5,0.8,9.7,56.3,150.8,59.0,5.4,26.2,90.9,0.6,50.4,30.3,9.4,15.4,246.8,93.8,10.9,16.8,4.7,2.4,1.4,1.3,19.7,4.3,47.5,323.8,51.2,418.9
AUT Water transport,1142.8,0.0,0.3,0.0,0.3,0.2,0.5,0.8,0.0,0.3,0.4,0.0,0.3,0.1,0.0,0.1,1.0,0.3,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.2,1.3,0.6,3.7
AUT Air transport,673.1,0.0,0.3,0.0,2.2,1.0,0.9,1.0,0.1,0.6,1.2,0.0,0.5,0.3,0.4,0.4,0.7,2.7,0.0,1.7,0.2,0.2,0.0,0.0,0.0,0.0,0.1,5.2,2.2,18.4
AUT Warehousing and support activities for transportation,9332.8,2.9,23.8,0.1,3.5,4.8,10.4,55.4,1.6,21.1,16.7,1.4,11.2,6.4,0.7,5.0,39.3,9.6,0.8,2.1,11.1,0.3,0.6,0.1,1.5,1.1,4.6,23.8,29.2,207.7
AUT Postal and courier activities,400.9,0.0,0.1,0.0,0.2,0.2,0.7,0.3,0.0,0.1,0.3,0.0,0.2,0.1,0.0,0.1,0.8,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,1.3,0.3,2.3
AUT Accommodation and food service activities,40642.6,3.2,6.2,0.0,5.0,65.8,188.2,10.0,0.4,0.0,89.9,0.4,49.2,0.0,69.9,8.6,53.7,5.6,0.0,3.7,0.0,0.0,0.3,0.0,0.0,0.0,42.0,0.6,47.4,1429.9
AUT Publishing activities,4144.1,0.8,2.1,0.0,1.4,0.0,1.0,4.9,2.4,5.3,4.5,0.3,1.7,0.0,0.3,0.4,0.4,0.2,0.0,7.5,0.4,0.1,0.2,0.1,0.0,0.0,0.2,29.0,4.4,429.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",3939.8,0.2,0.6,0.0,7.4,1.6,2.5,1.5,0.6,1.1,2.0,0.1,21.6,0.0,0.2,1.5,2.4,4.7,0.2,4.3,0.6,0.1,0.0,0.1,0.0,0.0,2.2,8.1,2.2,117.7
AUT Telecommunications,13182.4,0.3,3.7,0.0,1.8,1.0,65.0,0.6,2.0,2.8,16.7,0.1,2.0,1.6,0.4,5.1,1.5,0.7,0.6,3.7,0.1,0.1,0.1,0.0,0.4,1.1,4.4,1.0,2.3,124.5
"AUT Computer programming, consultancy and related activities; information service activities",11548.9,0.0,0.0,0.0,4.8,0.3,6.1,0.5,2.1,0.3,0.6,0.0,0.3,0.0,0.0,0.1,0.8,0.0,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.1,0.1,2.6,4.8,275.1
"AUT Financial service activities, except insurance and pension funding",24735.4,0.1,0.1,0.0,4.6,0.3,9.5,0.4,1.7,0.8,10.9,0.0,1.3,0.0,0.1,0.1,3.1,0.5,0.2,0.2,0.2,0.4,0.1,0.0,0.0,2.1,0.0,1.1,1.4,275.6
"AUT Insurance, reinsurance and pension funding, except compulsory social security",30064.3,0.0,0.1,0.0,0.8,0.5,2.0,0.6,0.1,0.2,1.3,0.1,0.7,0.4,0.4,0.6,2.5,0.8,0.1,0.3,0.1,0.0,0.0,0.0,0.2,0.1,0.4,20.2,0.7,37.3
AUT Activities auxiliary to financial services and insurance activities,2191.1,0.1,0.4,0.0,0.5,0.0,0.6,0.1,0.2,0.0,3.3,0.0,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,78.9
AUT Real estate activities,95496.2,0.2,0.0,0.0,61.7,0.7,0.1,7.2,0.5,0.0,47.3,0.0,22.8,0.0,0.0,10.2,0.4,1.0,0.0,11.4,0.1,0.5,0.0,0.0,0.1,0.0,1.5,0.1,0.3,76.1
AUT Legal and accounting activities; activities of head offices; management consultancy activities,19552.0,0.2,1.0,0.5,12.7,7.2,723.6,4.5,11.7,26.7,2.6,0.2,34.2,1.0,0.7,8.4,0.2,0.2,0.0,18.8,11.6,1.6,0.3,1.2,0.0,0.0,0.4,121.0,22.6,395.3
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Administrative and support service activities,3958.9,0.2,0.1,0.0,77.5,3.0,0.8,0.9,1.4,4.0,1.7,0.1,0.4,0.1,1.5,3.6,1.1,0.7,0.0,6.2,0.3,0.0,0.1,0.0,0.0,0.0,0.1,117.1,65.1,148.8
AUT Public administration and defence; compulsory social security,80440.3,0.1,0.0,0.0,0.2,0.2,7.4,1.0,0.2,0.2,0.0,0.2,15.0,0.0,0.0,0.1,4.3,0.1,0.0,0.4,2.7,0.0,0.0,0.0,0.0,5.2,0.0,2.1,1.0,30.9
AUT Education,52683.1,0.8,0.1,0.7,3.0,49.0,19.4,0.1,0.4,0.2,24.0,0.6,58.6,44.2,0.0,2.8,63.2,0.4,0.0,2.6,0.1,7.0,0.0,0.1,0.4,0.0,0.9,59.3,12.1,1119.7
AUT Human health and social work activities,77710.9,5.6,0.0,0.0,0.0,0.9,2.2,0.0,0.0,0.3,2.7,0.0,23.3,0.0,1.2,0.1,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,4.7,1.4,132.5
AUT Other service activities,21224.3,0.1,0.2,0.0,1.6,42.1,104.3,0.4,1.2,0.1,29.7,0.3,3.2,5.0,0.9,0.7,3.1,0.6,0.0,2.1,0.1,0.2,0.0,0.0,0.0,1.1,0.8,0.7,3.3,16.7
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,7555.1,0.0,0.0,0.0,0.0,1.4,3.6,0.0,0.0,0.0,1.1,0.0,0.1,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-6.7
AUT Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUS Crop and animal production, hunting and related service activities",2.4,1297.4,4.3,2.5,1.4,0.9,0.7,143.8,7.4,6.7,10.5,41.0,0.1,0.2,0.8,58.0,3.1,1.9,0.8,9.6,1.7,8.0,0.5,15.8,8.8,1.7,0.2,10.7,131.4,31.5
AUS Forestry and logging,0.0,391.6,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0
AUS Fishing and aquaculture,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0
AUS Mining and quarrying,0.2,243.1,0.9,0.2,0.2,0.1,0.6,50.1,0.5,1.1,1.3,2.6,0.0,0.2,0.1,4.2,0.3,0.2,0.1,0.7,0.1,0.7,0.1,0.5,0.8,0.2,0.1,1.0,6.3,1.2
"AUS Manufacture of food products, beverages and tobacco products",67.9,6315.1,83.0,64.6,37.9,24.0,21.0,2342.1,142.8,145.5,251.5,276.6,2.5,3.0,6.7,923.0,80.8,51.9,22.0,194.6,15.2,125.2,12.5,147.5,180.3,24.6,3.1,292.1,1196.9,702.8
"AUS Manufacture of textiles, wearing apparel and leather products",6.1,125.4,9.1,6.7,0.6,8.5,7.9,626.4,32.3,55.9,62.5,76.7,0.1,0.3,2.3,160.9,13.7,5.6,5.1,18.9,9.8,49.2,4.8,48.1,227.0,5.4,1.7,34.5,319.8,97.8
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.4,1598.2,0.5,0.4,0.3,0.7,1.9,26.5,1.1,3.3,1.8,1.9,0.1,0.2,0.5,5.5,0.7,0.2,0.4,1.3,0.4,1.5,0.3,1.5,0.7,0.3,0.1,4.3,12.0,0.6
AUS Manufacture of paper and paper products,0.2,253.8,1.4,2.4,0.2,0.2,1.2,61.4,2.3,4.8,4.0,15.3,0.0,0.1,0.2,5.3,0.1,0.2,0.1,4.6,0.4,4.7,0.5,6.8,4.2,0.5,0.3,1.4,29.3,7.4
AUS Printing and reproduction of recorded media,0.1,145.4,5.4,0.5,0.1,0.0,0.6,16.3,0.3,1.1,0.5,0.8,0.0,0.0,10.5,0.6,0.1,0.1,0.0,0.6,0.2,2.1,0.1,0.7,0.2,0.0,0.1,1.0,8.0,0.0
AUS Manufacture of coke and refined petroleum products ,0.7,1841.7,1.7,7.2,0.8,0.4,2.4,81.8,1.3,6.8,1.9,119.5,0.1,0.5,0.3,12.3,0.4,0.5,0.3,2.6,0.4,9.3,0.3,33.7,7.4,2.5,0.2,3.7,213.3,22.4
AUS Manufacture of chemicals and chemical products ,2.6,344.8,8.6,11.4,3.7,0.7,6.4,291.9,5.4,15.4,10.0,32.0,0.4,3.4,1.0,57.1,0.9,2.0,1.1,7.5,1.5,46.2,1.0,45.6,29.9,17.3,0.3,9.9,268.3,54.6
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,33.2,485.4,4.9,18.9,31.6,15.3,65.1,466.6,25.7,126.6,11.8,53.5,3.6,0.8,8.5,28.3,1.7,9.4,16.3,5.8,2.0,75.4,9.7,75.7,2.8,0.7,0.9,204.9,269.3,399.4
AUS Manufacture of rubber and plastic products,5.1,503.1,4.7,3.3,6.4,5.2,17.5,246.4,6.1,34.5,37.0,17.2,1.5,3.3,3.8,43.2,7.1,1.8,3.4,15.4,13.2,14.5,7.4,13.6,6.2,3.9,0.7,19.5,78.7,45.2
AUS Manufacture of other non-metallic mineral products,1.3,1015.9,1.2,0.8,1.0,2.2,5.8,56.6,2.3,5.9,5.5,4.5,0.2,0.7,0.6,12.2,1.9,0.9,0.6,2.2,0.9,2.4,0.5,2.4,3.4,0.7,0.5,12.6,35.8,9.3
AUS Manufacture of basic metals,2.3,815.7,2.3,1.5,1.6,1.1,9.7,64.8,3.1,9.5,4.4,4.7,0.2,1.4,0.8,11.3,1.4,1.6,1.9,2.3,1.4,6.4,1.0,4.7,4.9,2.2,0.9,17.8,39.4,0.0
"AUS Manufacture of fabricated metal products, except machinery and equipment",29.5,1718.9,17.8,6.7,12.8,15.5,42.0,631.3,31.6,120.4,52.1,25.5,1.0,7.6,7.5,107.8,11.4,6.0,30.8,21.1,22.8,53.5,10.9,16.7,26.0,11.3,4.0,272.9,203.6,119.4
"AUS Manufacture of computer, electronic and optical products",15.3,650.2,29.3,20.5,20.1,13.2,233.7,448.9,37.9,50.6,26.4,36.1,2.0,41.4,4.9,79.3,49.5,30.7,3.9,13.9,14.2,76.5,13.6,81.5,22.2,19.6,6.5,175.9,610.2,472.4
AUS Manufacture of electrical equipment,63.9,1842.0,67.9,17.6,30.2,30.1,210.1,1226.4,79.6,132.2,143.3,41.2,9.2,20.9,21.1,132.0,23.0,21.7,6.9,27.5,47.7,67.0,25.7,30.0,21.5,41.5,10.2,207.5,524.0,707.9
AUS Manufacture of machinery and equipment n.e.c.,111.3,2499.9,101.3,80.5,155.6,54.6,893.0,1955.6,177.8,373.9,221.4,269.7,12.8,102.5,16.1,440.8,35.6,162.7,67.7,69.7,86.1,225.1,74.8,231.6,593.4,144.7,133.4,366.3,1181.8,1184.5
"AUS Manufacture of motor vehicles, trailers and semi-trailers",87.8,1060.3,29.1,44.9,14.8,116.5,203.2,2148.8,103.8,128.8,187.7,99.9,3.2,7.6,3.0,143.5,15.4,38.0,5.0,37.5,36.8,83.8,6.4,64.5,92.6,30.0,8.3,309.5,606.4,594.3
AUS Manufacture of other transport equipment,21.8,99.7,15.9,2.4,39.7,33.2,28.6,442.7,26.6,54.3,227.6,4.4,0.2,3.7,8.9,70.7,41.2,11.4,1.2,14.3,155.5,48.1,59.6,13.3,3.0,6.9,0.3,41.3,190.4,282.7
AUS Manufacture of furniture; other manufacturing,17.0,3007.5,16.3,13.1,5.7,51.1,28.8,1135.6,71.2,158.3,72.3,50.0,3.4,5.9,25.1,241.0,55.4,4.3,14.9,31.0,22.6,66.5,6.0,35.2,29.5,12.2,1.2,245.0,487.6,308.1
AUS Repair and installation of machinery and equipment,2.7,1298.5,3.7,2.1,6.6,3.0,16.0,134.1,4.6,27.3,16.7,12.3,0.2,2.4,0.9,11.9,4.6,2.8,0.7,4.4,12.8,7.5,11.1,11.0,4.6,2.1,12.0,13.0,49.2,53.5
"AUS Electricity, gas, steam and air conditioning supply",0.2,5067.3,20.8,0.4,0.3,0.4,8.3,153.7,0.7,2.1,1.1,13.0,0.0,0.0,0.3,20.8,0.1,0.1,0.0,1.2,0.5,2.2,0.4,0.8,0.1,0.8,0.4,1.6,37.0,47.5
"AUS Water collection, treatment and supply",0.0,26.0,0.1,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-63.8
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.1,164.7,0.2,0.1,0.1,0.1,1.4,4.0,0.2,0.5,0.3,0.5,0.0,0.1,0.0,0.8,0.1,0.1,0.0,0.3,0.1,0.4,0.1,0.3,0.4,0.1,0.1,0.5,2.2,82.5
AUS Construction,1.3,34789.6,1.6,3.7,0.7,1.3,9.6,26.9,1.5,3.8,6.3,12.8,0.1,1.8,0.3,5.4,0.4,0.6,0.4,1.4,0.9,13.1,0.7,10.8,5.4,0.7,0.9,4.5,17.0,81.5
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,2.3,6043.8,1.8,1.6,1.9,1.6,10.9,75.2,3.4,8.3,4.2,8.3,0.2,0.9,0.7,9.7,1.2,1.5,1.1,2.1,1.1,6.1,0.9,5.9,6.9,1.2,0.7,13.8,37.2,29.3
"AUS Wholesale trade, except of motor vehicles and motorcycles",33.8,12155.0,29.8,25.0,28.8,22.6,145.6,872.3,50.1,131.5,60.6,128.4,3.5,13.7,14.1,151.8,19.2,22.3,16.7,34.3,16.4,86.3,14.8,88.8,84.1,18.2,12.7,200.7,549.9,925.9
"AUS Retail trade, except of motor vehicles and motorcycles",1.4,23414.7,2.2,1.1,1.1,1.3,12.6,45.1,2.7,5.4,4.2,5.9,0.2,0.6,2.2,8.6,1.0,0.8,0.6,3.4,0.8,4.4,0.6,4.0,3.5,0.8,0.5,8.7,33.5,47.9
AUS Land transport and transport via pipelines,3.4,6451.3,38.7,5.6,1.5,7.3,17.6,487.6,20.4,48.4,16.3,38.0,0.4,0.7,2.0,114.4,6.3,1.2,0.8,27.1,1.0,54.4,1.7,6.6,26.9,22.3,1.4,14.1,278.3,865.0
AUS Water transport,0.1,8.4,0.1,0.1,0.0,0.1,0.3,3.4,0.1,0.3,0.4,0.3,0.0,0.2,0.0,0.4,0.3,0.0,0.0,0.3,0.0,0.2,0.0,0.2,0.2,0.4,0.0,0.3,1.4,32.1
AUS Air transport,0.0,1407.4,1.5,5.6,0.4,4.5,2.3,58.8,5.4,15.4,16.7,24.6,0.3,7.4,2.1,112.6,8.9,0.3,0.3,7.4,1.1,3.7,1.2,2.2,1.4,1.7,0.9,12.7,67.0,44.5
AUS Warehousing and support activities for transportation,1.2,2588.2,27.5,1.2,1.0,1.0,6.5,315.4,6.6,18.8,4.7,39.4,0.2,1.4,0.3,87.9,1.9,1.0,0.4,3.1,1.8,6.8,1.1,2.5,5.7,2.2,0.7,4.8,103.1,105.9
AUS Postal and courier activities,0.0,343.0,1.0,0.4,0.0,0.2,0.7,15.3,2.5,2.5,11.0,1.7,0.0,0.0,1.2,1.3,0.0,0.0,0.0,11.2,1.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0,19.6,102.8
AUS Accommodation and food service activities,1.5,21383.1,42.6,1.5,1.7,11.8,7.9,342.8,3.4,0.9,49.9,25.2,0.1,0.2,72.6,44.6,4.8,0.3,0.1,36.6,0.1,1.1,1.0,13.8,0.8,0.2,1.3,1.5,350.2,203.3
AUS Publishing activities,0.7,827.9,50.9,4.3,0.1,0.0,1.0,137.6,1.9,8.2,3.4,5.5,0.1,0.0,0.1,2.2,0.1,0.2,0.0,4.2,1.2,18.7,1.1,4.8,0.0,0.0,0.2,6.4,59.8,149.7
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.4,907.8,2.5,0.2,0.8,0.2,0.2,68.9,1.7,2.8,0.8,0.7,1.8,0.0,0.3,24.6,0.2,4.5,1.8,2.0,0.3,1.9,0.3,1.7,0.0,0.0,6.0,4.3,17.3,73.8
AUS Telecommunications,0.6,3466.3,6.4,4.9,0.2,0.8,4.8,58.3,9.6,7.0,32.5,9.4,0.9,1.5,2.6,26.8,0.5,0.3,1.2,13.6,4.1,5.7,1.4,1.6,6.8,3.3,1.4,0.6,74.4,55.8
"AUS Computer programming, consultancy and related activities; information service activities",0.8,4528.9,1.8,1.3,0.2,1.0,2.8,55.0,6.1,2.0,6.0,10.1,0.0,0.1,0.2,3.2,0.2,0.8,0.1,6.8,1.0,7.0,0.5,6.3,0.5,0.1,0.2,4.5,103.1,348.3
"AUS Financial service activities, except insurance and pension funding",0.2,3296.7,0.5,0.2,1.0,5.3,1.1,46.0,5.1,3.0,5.8,11.3,1.0,0.0,4.1,8.7,0.3,0.6,0.5,14.4,4.4,22.8,0.9,3.5,1.2,14.0,0.2,1.6,141.8,919.4
