,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
AUT Manufacture of rubber and plastic products,1429.7,0.3,0.6,0.0,0.5,2.4,17.6,2.2,1.2,2.3,8.7,0.1,4.7,1.9,0.3,0.8,11.4,3.7,1.0,1.8,0.5,0.2,0.1,0.0,0.4,0.2,2.2,26.2,2.1,62.8
AUT Manufacture of other non-metallic mineral products,721.6,0.1,0.2,0.0,0.2,0.7,3.3,0.9,0.2,0.3,2.4,0.1,0.8,0.5,0.1,0.2,2.1,1.2,0.3,0.3,0.1,0.1,0.0,0.0,0.1,0.1,0.6,5.1,0.7,6.5
AUT Manufacture of basic metals,595.0,0.1,1.0,0.0,0.3,1.1,10.8,1.6,0.5,1.4,2.6,0.0,2.5,1.1,0.1,0.4,4.3,1.6,1.8,1.0,0.6,0.1,0.1,0.0,0.3,0.1,0.8,12.1,1.0,-0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",2789.6,0.4,9.8,0.1,1.1,4.5,21.3,5.7,2.0,11.5,11.3,0.2,18.0,5.6,0.8,1.8,27.5,7.0,20.8,1.3,6.8,0.6,0.3,0.1,0.9,0.5,3.3,60.7,4.4,129.1
"AUT Manufacture of computer, electronic and optical products",2253.1,2.1,3.4,0.3,8.3,19.2,71.8,48.7,8.0,14.4,53.7,0.7,7.4,22.3,1.4,12.2,34.4,42.6,6.3,0.9,2.9,5.8,0.9,0.8,1.5,2.9,22.0,148.8,29.3,537.5
AUT Manufacture of electrical equipment,2570.3,1.1,1.0,0.0,1.5,5.9,26.0,6.9,1.9,2.8,21.9,0.1,5.9,5.2,0.5,3.4,7.2,7.5,1.5,0.7,0.9,0.7,0.7,0.1,1.3,0.6,5.3,42.8,6.1,175.2
AUT Manufacture of machinery and equipment n.e.c.,4320.5,1.3,6.5,0.2,5.0,14.7,124.3,19.9,6.1,6.2,37.7,1.1,39.6,25.3,1.0,8.1,13.7,22.3,8.3,2.9,1.7,1.3,0.7,0.2,6.2,3.2,16.1,112.6,14.5,370.4
"AUT Manufacture of motor vehicles, trailers and semi-trailers",7968.5,0.3,0.6,0.0,13.0,2.3,131.3,3.2,1.7,2.2,32.4,0.1,10.0,2.1,0.2,2.3,6.8,61.6,1.8,3.9,0.4,0.3,0.1,0.0,1.7,0.2,1.6,345.8,8.8,2259.1
AUT Manufacture of other transport equipment,3275.9,0.1,0.6,0.0,0.3,8.0,7.0,3.9,86.1,41.4,19.7,0.0,8.5,1.0,0.1,18.9,3.5,59.0,0.2,3.4,0.3,0.1,0.8,0.1,0.2,1.0,0.9,55.0,3.8,176.2
AUT Manufacture of furniture; other manufacturing,2234.9,1.4,1.7,0.1,0.8,10.3,10.5,16.4,3.4,17.1,26.4,0.1,2.1,4.5,3.2,2.9,34.3,4.9,2.9,3.7,1.3,0.5,1.1,0.2,0.7,0.5,1.4,205.2,11.4,126.7
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",9499.8,0.0,0.2,0.0,0.0,0.3,1.3,1.3,0.0,0.0,0.7,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3,2.4
"AUT Water collection, treatment and supply",4444.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.8
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",669.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
AUT Construction,107307.2,0.1,0.5,0.0,2.1,1.1,32.9,1.2,1.1,1.0,2.7,0.0,1.0,0.5,0.2,0.8,5.0,2.6,0.2,3.8,0.4,0.1,0.1,0.0,0.1,0.0,1.1,13.7,2.2,35.8
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,4920.7,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,2.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",35783.6,2.7,8.8,0.3,8.9,61.3,124.6,58.9,15.6,25.7,159.1,0.7,36.3,25.4,9.3,16.1,330.9,93.1,14.0,18.0,5.1,4.5,3.9,0.7,7.8,2.6,75.4,396.4,45.0,399.7
"AUT Retail trade, except of motor vehicles and motorcycles",46993.2,0.6,2.5,0.1,1.8,23.5,27.9,12.6,3.2,6.4,59.8,0.1,12.5,4.1,3.1,2.9,168.7,32.8,4.6,5.3,1.3,0.8,0.9,0.1,3.3,0.4,21.9,130.9,12.7,98.7
AUT Land transport and transport via pipelines,10144.5,2.7,9.0,0.3,6.9,53.3,102.1,48.3,12.1,22.2,145.3,0.5,34.6,19.8,8.7,12.7,330.1,81.5,12.6,15.7,4.2,3.1,3.2,0.5,7.4,2.9,63.3,344.9,45.2,499.3
AUT Water transport,9.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3
AUT Air transport,578.9,0.0,0.3,0.0,0.8,0.7,0.7,0.8,7.6,3.9,2.1,0.0,0.8,0.2,0.0,1.8,1.1,5.9,0.0,0.6,0.2,0.0,0.1,0.0,0.0,0.1,0.1,7.1,1.1,22.3
AUT Warehousing and support activities for transportation,4934.3,1.8,15.6,0.0,1.0,2.9,3.0,33.7,3.2,19.1,34.9,0.1,9.0,10.0,0.2,8.7,62.9,40.5,0.4,5.1,10.8,0.1,0.6,0.0,0.4,1.2,5.3,9.7,17.4,446.0
AUT Postal and courier activities,4.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
AUT Accommodation and food service activities,32033.6,8.1,6.9,0.0,3.3,32.1,36.7,16.6,0.4,0.0,284.4,0.3,18.6,0.0,53.7,13.0,228.5,14.3,0.0,0.2,0.0,0.0,0.4,0.6,0.0,0.0,65.6,0.4,52.2,971.6
AUT Publishing activities,3771.8,0.5,0.8,0.0,0.9,0.0,0.9,3.3,2.6,1.8,14.8,0.0,0.1,0.0,0.0,1.9,1.3,0.3,0.0,24.0,0.6,0.1,0.1,0.1,0.0,0.0,0.3,52.9,4.6,281.8
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",2213.5,0.4,0.6,0.0,4.5,0.9,0.1,1.7,0.5,2.8,25.3,0.0,8.7,0.0,0.0,0.5,3.2,4.6,0.3,1.6,0.8,0.1,0.1,0.1,0.0,0.0,6.2,45.6,1.8,90.1
AUT Telecommunications,10452.4,0.2,2.0,0.0,0.9,0.8,26.4,1.5,2.9,1.2,19.1,0.2,0.9,0.9,0.4,2.7,2.4,2.6,1.5,2.2,0.1,0.1,0.1,0.1,3.0,1.4,4.7,0.6,3.2,133.2
"AUT Computer programming, consultancy and related activities; information service activities",9107.8,0.0,0.1,0.0,1.8,0.2,6.3,0.3,1.6,0.1,0.3,0.0,0.1,0.1,0.0,0.1,0.7,0.3,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.1,0.1,2.1,1.8,190.0
"AUT Financial service activities, except insurance and pension funding",18850.0,0.0,0.1,0.0,1.4,0.2,4.6,0.2,1.3,0.3,11.2,0.0,0.8,0.0,0.7,0.1,1.1,0.7,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.1,0.8,0.3,174.6
"AUT Insurance, reinsurance and pension funding, except compulsory social security",22104.8,0.1,0.2,0.0,0.2,1.1,2.5,1.1,0.3,0.7,4.1,0.1,0.9,0.7,3.7,0.6,7.3,1.8,0.4,0.7,0.1,0.1,0.1,0.0,0.2,0.2,1.3,50.9,1.4,21.1
AUT Activities auxiliary to financial services and insurance activities,1781.8,0.0,0.6,0.0,0.1,0.0,0.4,0.1,0.2,0.0,2.7,0.0,0.1,0.0,0.0,0.1,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,40.6
AUT Real estate activities,67563.0,0.1,0.0,0.0,4.3,0.1,0.1,6.1,0.1,0.0,7.6,0.0,17.4,0.0,0.0,2.3,0.3,3.7,0.0,22.1,0.1,0.1,0.0,0.0,0.0,0.0,0.9,0.3,0.1,12.2
AUT Legal and accounting activities; activities of head offices; management consultancy activities,14096.8,0.2,6.5,0.1,8.5,1.9,613.9,6.2,15.7,11.6,4.0,0.1,3.2,2.7,0.2,7.8,2.1,12.3,0.1,55.1,5.6,0.6,0.2,0.2,0.0,0.0,1.4,68.5,10.2,322.9
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Administrative and support service activities,3319.5,0.1,0.1,0.0,29.1,0.6,0.3,0.9,1.1,1.8,2.2,0.1,0.1,0.0,0.5,2.9,0.5,12.2,0.0,7.9,0.1,0.0,0.1,0.0,0.0,0.0,0.1,95.5,21.4,89.5
AUT Public administration and defence; compulsory social security,61599.9,0.1,0.1,0.0,0.2,0.1,9.1,1.4,0.2,0.2,0.1,0.3,1.1,0.0,0.0,0.1,4.2,0.7,0.0,0.8,6.8,0.0,0.0,0.0,0.2,5.4,0.0,2.3,0.9,39.3
AUT Education,36167.3,2.4,0.4,0.4,3.5,65.5,33.8,0.4,0.3,0.3,29.3,1.3,20.2,196.8,0.1,4.2,4.1,9.8,0.1,7.9,0.1,7.3,0.1,0.1,10.4,0.0,2.4,55.2,12.6,995.6
AUT Human health and social work activities,50782.8,4.1,0.0,0.0,0.0,1.4,2.0,0.0,0.1,0.5,3.4,0.0,18.6,0.1,0.0,0.2,0.4,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,8.5,1.3,198.8
AUT Other service activities,16800.3,0.2,0.3,0.0,0.5,46.5,119.5,0.4,5.1,0.1,93.0,0.1,9.0,9.4,1.0,0.7,2.9,1.0,0.0,0.7,0.1,0.2,0.0,0.0,0.0,0.7,1.4,0.6,3.4,16.1
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,6101.6,0.0,0.0,0.0,0.0,2.9,7.5,0.0,0.3,0.0,5.8,0.0,0.5,0.6,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,-2.0
AUT Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUS Crop and animal production, hunting and related service activities",1.6,1209.0,5.8,3.8,1.0,1.2,0.1,108.0,7.6,6.1,18.6,19.7,0.1,0.2,1.0,46.9,4.1,1.0,0.7,7.7,2.1,6.9,0.2,14.2,6.4,0.3,0.1,14.7,77.5,17.2
AUS Forestry and logging,0.0,305.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.4,-0.0
AUS Fishing and aquaculture,0.0,-0.2,0.1,0.0,0.0,0.0,0.0,0.6,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
AUS Mining and quarrying,0.1,443.6,1.3,0.1,0.1,0.1,0.2,75.0,0.6,1.2,1.3,2.2,0.0,0.2,0.1,3.5,0.3,0.1,0.1,0.9,0.1,0.4,0.1,0.5,0.3,0.2,0.1,1.3,4.7,2.5
"AUS Manufacture of food products, beverages and tobacco products",39.3,5151.4,99.5,20.1,25.8,28.2,3.6,1519.8,192.7,138.9,279.9,120.8,3.0,2.8,18.8,802.9,104.6,26.9,17.8,105.8,7.8,56.6,5.9,143.5,86.8,8.4,3.2,380.0,890.2,517.4
"AUS Manufacture of textiles, wearing apparel and leather products",6.8,128.3,12.3,6.3,0.4,9.1,3.3,747.1,43.3,66.4,157.6,86.0,0.1,0.5,2.9,259.3,24.4,12.0,1.6,20.1,13.1,56.8,15.7,8.6,84.2,11.9,4.4,48.0,337.3,107.0
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.5,1419.7,0.7,0.2,0.2,1.1,1.2,25.7,1.5,4.2,2.7,2.0,0.0,0.2,0.2,8.8,1.8,0.4,0.3,2.0,0.5,1.0,0.3,1.5,1.0,0.4,0.1,4.7,13.0,0.3
AUS Manufacture of paper and paper products,0.2,204.1,1.6,0.6,0.1,0.4,0.4,56.2,1.9,5.2,5.1,8.6,0.0,0.1,0.2,5.0,0.2,0.1,0.1,6.8,0.6,3.1,0.3,3.2,3.0,0.5,0.3,1.8,29.4,2.9
AUS Printing and reproduction of recorded media,0.2,152.4,4.4,0.2,0.0,0.0,0.2,18.9,0.3,1.3,1.0,1.0,0.0,0.0,0.0,1.5,0.1,0.1,0.0,0.5,0.2,2.0,0.2,0.5,0.1,0.0,0.0,1.2,7.1,0.0
AUS Manufacture of coke and refined petroleum products ,1.1,1967.4,3.7,8.1,0.6,0.6,2.0,43.3,2.5,10.1,3.3,108.9,0.1,0.4,0.5,10.8,1.1,0.6,0.5,3.0,0.6,5.7,0.7,29.8,2.1,1.5,0.9,7.1,203.9,24.0
AUS Manufacture of chemicals and chemical products ,2.3,381.7,13.2,5.0,2.9,0.7,4.8,128.9,6.7,12.4,5.0,23.5,0.4,1.2,0.4,41.7,1.6,0.5,1.3,17.2,1.5,20.5,1.3,15.7,7.8,4.6,0.3,18.4,185.6,30.6
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,12.1,319.2,15.3,11.1,13.2,4.5,15.8,365.5,31.7,66.1,8.3,41.6,0.7,0.7,1.7,48.8,2.1,4.7,12.6,3.7,1.5,30.8,11.6,45.1,1.7,0.6,0.5,208.4,238.7,179.3
AUS Manufacture of rubber and plastic products,8.0,328.7,4.6,2.2,2.8,4.3,8.6,253.8,11.0,28.3,36.3,22.1,0.7,1.7,2.5,44.1,8.8,4.0,3.1,19.4,3.1,9.3,11.1,24.3,4.3,3.9,4.6,19.6,84.9,31.6
AUS Manufacture of other non-metallic mineral products,1.1,958.1,1.1,0.3,0.3,2.4,1.7,45.3,2.6,5.3,5.9,4.1,0.2,0.4,0.5,14.5,4.1,0.6,0.5,2.1,0.7,1.5,0.8,1.6,1.6,0.5,0.2,28.2,28.2,5.8
AUS Manufacture of basic metals,1.6,542.7,2.4,0.9,0.8,1.1,5.6,52.2,3.8,8.6,5.7,4.3,0.3,1.1,0.7,12.3,1.8,1.4,1.4,4.9,1.1,3.7,1.0,2.7,2.7,2.2,1.4,14.2,41.0,-0.0
"AUS Manufacture of fabricated metal products, except machinery and equipment",18.2,1549.5,16.1,4.8,4.9,13.4,30.4,532.5,27.8,79.1,57.5,23.8,1.4,4.8,4.6,106.6,18.9,12.2,18.6,19.2,8.0,22.2,9.8,11.4,18.0,16.0,7.9,178.6,178.0,104.1
"AUS Manufacture of computer, electronic and optical products",24.5,754.8,15.4,26.3,20.3,19.3,104.8,575.6,38.2,192.8,109.5,74.8,3.7,21.4,14.4,252.8,43.8,29.6,15.9,14.3,14.2,69.7,73.2,53.0,22.2,49.0,6.7,178.4,759.4,523.9
AUS Manufacture of electrical equipment,43.5,496.1,30.5,12.2,8.8,10.6,88.7,933.3,82.1,107.1,149.9,38.9,6.8,33.0,6.5,157.0,25.7,12.0,9.1,65.0,18.1,52.8,16.4,21.1,19.3,33.9,10.1,140.5,440.2,372.9
AUS Manufacture of machinery and equipment n.e.c.,74.5,1788.5,88.8,43.7,51.9,56.9,462.2,1556.6,253.9,337.9,196.6,218.0,23.2,63.0,15.1,441.8,77.8,119.0,52.9,65.9,75.6,170.4,25.1,164.6,248.6,125.3,183.8,535.8,1134.1,840.6
"AUS Manufacture of motor vehicles, trailers and semi-trailers",250.9,788.1,57.3,22.4,35.9,207.5,120.2,3138.1,405.7,358.3,631.9,115.2,1.8,5.3,30.2,580.3,86.8,41.6,4.1,161.6,65.5,99.7,30.5,42.4,214.9,66.5,20.1,906.0,730.3,804.7
AUS Manufacture of other transport equipment,40.6,21.4,5.3,0.3,0.6,13.1,4.3,635.2,13.6,50.0,124.0,2.4,1.0,0.6,0.9,59.5,32.0,21.5,1.2,10.4,6.5,13.5,60.1,2.1,14.7,0.4,29.8,47.9,190.3,118.9
AUS Manufacture of furniture; other manufacturing,19.6,2037.1,14.1,6.0,2.6,61.9,39.2,816.5,61.5,185.4,104.6,43.5,0.2,6.7,5.6,272.6,101.2,25.2,5.7,41.6,23.6,26.5,8.7,16.3,53.0,10.2,1.0,208.5,515.2,155.3
AUS Repair and installation of machinery and equipment,0.9,741.7,3.0,1.1,0.7,0.7,4.5,51.2,2.2,33.4,3.1,5.3,0.2,0.7,0.3,9.3,1.2,1.2,0.6,8.6,3.1,2.2,2.6,5.2,1.8,1.5,3.7,7.5,30.4,42.2
"AUS Electricity, gas, steam and air conditioning supply",0.1,3481.5,16.9,0.1,0.0,0.2,1.5,122.9,0.5,1.4,1.7,3.9,0.0,0.0,0.2,8.0,0.1,0.0,0.0,1.9,0.1,1.0,0.1,0.4,0.0,0.3,0.1,1.7,13.3,11.7
"AUS Water collection, treatment and supply",0.0,31.0,0.2,0.0,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-45.6
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.1,117.2,0.3,0.0,0.0,0.1,0.5,2.3,0.3,0.5,0.4,0.3,0.0,0.0,0.0,0.7,0.1,0.1,0.0,0.3,0.1,0.3,0.0,0.2,0.2,0.1,0.1,0.6,2.4,25.8
AUS Construction,0.5,27070.0,1.9,0.3,0.2,0.8,3.1,20.1,1.6,4.5,9.0,12.4,0.1,0.8,0.2,5.9,0.8,0.4,0.3,3.5,0.8,6.1,0.5,3.0,5.2,0.7,0.6,4.3,18.9,52.2
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,1.6,5158.4,2.0,1.0,0.8,1.3,4.1,51.0,4.1,7.3,5.9,6.0,0.2,0.8,0.5,11.6,1.6,1.1,0.8,2.5,0.8,3.5,1.2,3.3,2.9,1.2,0.7,14.0,31.7,19.7
"AUS Wholesale trade, except of motor vehicles and motorcycles",21.6,10139.0,31.6,14.9,11.8,17.6,54.6,663.5,58.6,119.5,80.2,90.2,2.2,8.4,12.1,180.3,28.5,16.0,12.0,40.5,12.4,49.7,17.4,48.7,38.1,17.5,11.9,193.2,455.4,994.7
"AUS Retail trade, except of motor vehicles and motorcycles",0.9,17981.4,2.8,0.6,0.4,0.9,3.8,35.8,3.1,4.8,5.7,3.6,0.1,0.5,1.3,9.5,1.4,0.6,0.4,3.3,0.5,2.8,0.6,2.2,1.5,0.6,0.4,8.0,27.6,38.5
AUS Land transport and transport via pipelines,3.0,4960.8,68.8,5.5,0.6,6.4,15.6,300.0,11.5,23.7,65.6,33.4,0.2,0.7,1.0,100.2,2.7,0.8,0.6,8.1,0.7,34.8,1.3,4.5,8.7,20.5,0.7,18.2,257.6,498.6
AUS Water transport,0.0,7.8,0.1,0.0,0.0,0.1,0.2,2.3,0.1,0.2,1.9,0.3,0.0,2.4,0.0,0.4,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.1,0.1,0.4,0.0,0.3,1.0,26.7
AUS Air transport,0.0,1420.3,5.2,1.4,0.0,2.9,1.7,27.6,3.3,8.6,54.4,12.1,0.0,39.1,0.8,67.6,2.0,0.0,0.6,2.4,0.2,1.7,0.3,1.0,0.3,1.0,0.1,14.1,40.1,28.7
AUS Warehousing and support activities for transportation,1.0,1505.1,50.6,0.9,0.3,0.8,2.6,181.1,5.3,14.9,15.2,13.1,0.1,8.5,0.2,73.6,1.1,0.5,0.3,2.6,0.5,4.8,0.7,1.6,2.3,2.1,0.3,5.3,52.7,51.0
AUS Postal and courier activities,0.0,286.7,0.7,0.4,0.0,0.1,0.3,27.3,3.3,1.5,37.5,1.6,0.0,0.0,0.3,13.3,0.0,0.0,0.0,8.3,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.1,6.9,96.7
AUS Accommodation and food service activities,1.8,15990.9,36.4,2.9,0.6,5.3,1.5,383.2,4.3,1.2,81.0,13.3,0.0,0.3,31.6,60.0,8.5,0.3,0.1,1.4,0.1,1.0,1.3,10.9,0.6,0.1,1.1,2.5,284.6,67.0
AUS Publishing activities,1.1,661.6,29.8,1.3,0.1,0.0,0.2,120.6,1.3,6.7,5.7,5.4,0.0,0.0,0.0,7.4,0.3,0.1,0.0,2.1,1.1,13.0,0.8,2.7,0.0,0.0,0.2,6.6,38.2,57.6
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.8,821.5,4.1,1.1,0.3,0.2,0.1,97.4,1.1,3.6,4.4,0.3,0.3,0.0,0.1,5.2,1.8,3.4,1.9,0.6,0.2,7.0,0.8,0.7,0.0,0.0,3.9,5.8,18.2,24.7
AUS Telecommunications,0.2,3273.5,2.4,1.7,0.0,0.2,1.2,58.5,7.4,3.7,52.9,6.2,0.1,0.5,0.4,197.2,0.2,0.1,0.6,6.6,0.4,1.8,0.5,1.6,2.3,0.2,0.7,0.6,39.9,19.3
"AUS Computer programming, consultancy and related activities; information service activities",0.2,3845.5,1.0,0.6,0.1,0.4,0.6,41.8,0.9,1.6,6.2,3.2,0.0,0.1,0.1,7.4,0.2,0.2,0.1,8.5,0.3,4.3,0.4,3.5,0.2,0.1,0.1,2.6,60.1,184.9
"AUS Financial service activities, except insurance and pension funding",0.5,2708.7,1.2,0.2,0.5,12.1,0.4,126.8,17.7,2.1,75.2,8.7,0.3,0.0,6.4,7.1,2.0,1.5,0.0,28.5,0.9,35.8,1.3,1.5,0.8,10.9,0.3,2.3,136.7,717.6
