,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
CHN Air transport,0.0,24.7,29.3,3.0,1.5,469.5,1614.1,68.0,133.8,233.4,166.5,14.3,3.2,4.3,2.2,149.7,798.2,113.8,6.5,56.9,6.7,6.2,0.6,0.4,3.3,0.8,1.2,1322.0,112.7,2222.5
CHN Warehousing and support activities for transportation,4.1,4.1,25.7,0.0,0.2,3.5,2992.1,41.6,12.0,31.7,3.4,0.8,0.2,0.1,0.0,14.1,20.8,53.2,0.1,1.8,0.9,0.8,0.1,0.0,1.1,0.1,0.1,0.0,16.0,266.9
CHN Postal and courier activities,0.0,0.1,0.2,0.0,0.1,0.0,558.9,0.8,0.6,1.1,3.0,0.0,0.0,0.0,0.0,0.1,0.5,0.4,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,247.0
CHN Accommodation and food service activities,82.4,8.0,12.3,0.5,17.0,292.5,68837.2,6.4,4.9,0.0,301.8,0.8,13.8,0.0,11.1,49.9,685.8,68.1,0.3,0.0,0.0,0.0,3.9,3.0,1.9,0.0,6.7,0.0,147.2,2142.7
CHN Publishing activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHN Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Telecommunications,62.2,1.0,4.3,0.7,1.1,0.7,45817.7,9.4,5.8,7.5,17.9,0.3,12.9,8.7,0.1,8.5,20.2,32.4,4.9,14.3,1.1,0.8,0.1,2.5,20.9,0.6,2.6,1.1,15.5,266.0
"CHN Computer programming, consultancy and related activities; information service activities",0.9,0.0,0.0,0.0,2.4,8.3,23499.9,5.8,8.4,1.3,21.5,0.1,0.5,2.7,0.0,1.7,8.1,2.9,0.0,1.7,0.3,1.5,0.1,0.3,0.0,0.1,0.6,7.6,15.1,1676.1
"CHN Financial service activities, except insurance and pension funding",0.1,0.0,0.0,0.0,0.6,0.1,37386.7,0.3,0.1,0.1,4.6,0.0,0.2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,86.2
"CHN Insurance, reinsurance and pension funding, except compulsory social security",0.0,0.0,0.0,0.0,0.0,0.1,15382.6,0.0,0.0,0.0,0.2,0.0,0.1,0.8,0.1,0.1,0.2,0.0,5.4,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.4,361.3
CHN Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Real estate activities,0.0,0.0,0.0,0.0,0.0,0.0,158366.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Legal and accounting activities; activities of head offices; management consultancy activities,486.2,11.8,133.7,4.9,43.3,21.1,13774.0,158.1,100.8,425.4,66.2,0.9,90.3,63.8,1.2,314.6,0.0,559.7,0.0,493.3,75.2,23.0,1.5,4.5,0.0,0.0,4.3,905.4,369.5,7373.6
CHN Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Scientific research and development,0.0,0.1,0.3,0.0,0.1,0.1,4379.8,3.7,0.1,2.9,0.5,0.0,0.0,0.0,0.0,0.9,0.9,150.5,0.0,1.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,3.7,9.0,5.4
CHN Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"CHN Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,9508.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Administrative and support service activities,0.0,0.0,0.0,0.0,0.0,0.0,17087.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Public administration and defence; compulsory social security,0.0,0.1,0.0,0.0,0.0,0.3,255735.7,0.9,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,8.2,0.6,0.0,0.1,19.3,0.0,0.0,0.0,0.0,1.2,0.0,0.3,1.2,172.3
CHN Education,2.2,0.0,0.0,0.0,0.0,2.0,155538.1,0.0,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,115.6
CHN Human health and social work activities,1.1,0.0,0.0,0.0,0.0,1.4,134420.1,0.0,0.0,0.1,2.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.2,189.2
CHN Other service activities,169.0,11.6,28.7,1.8,21.1,357.2,66262.4,9.2,197.3,25.4,194.2,135.0,91.7,1439.9,2.2,22.9,105.8,13.4,0.0,94.4,1.1,10.7,0.1,1.0,0.0,18.5,25.2,10.6,137.4,427.5
CHN Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DEU Crop and animal production, hunting and related service activities",1.8,185.4,118.6,4.2,1.6,3.6,5.1,14940.3,104.6,153.1,172.0,39.6,0.2,5.2,15.7,149.6,4.1,1.2,0.8,355.5,25.8,96.9,34.1,16.9,58.7,5.5,0.5,28.6,658.1,77.6
DEU Forestry and logging,0.0,3.5,1.5,0.0,0.0,0.0,0.0,1952.5,0.2,1.7,0.3,0.3,0.0,0.0,0.1,0.6,0.0,0.0,0.2,1.5,0.1,1.3,0.0,0.0,0.1,0.1,0.1,0.3,8.3,1.3
DEU Fishing and aquaculture,0.0,7.9,6.3,0.0,0.0,0.0,0.0,119.0,20.8,8.9,0.7,0.2,0.0,0.0,0.2,4.8,0.1,0.0,0.0,19.1,0.1,0.0,5.2,0.1,0.7,0.0,0.1,0.0,7.9,73.8
DEU Mining and quarrying,0.5,6.2,26.6,0.2,0.7,0.6,3.0,3233.1,7.5,4.9,7.1,57.4,0.1,1.2,0.4,6.5,0.7,0.6,0.5,98.0,0.5,2.6,0.5,0.7,2.2,0.9,0.4,8.0,21.0,16.4
"DEU Manufacture of food products, beverages and tobacco products",195.9,2703.4,1709.9,202.5,58.6,253.4,128.6,110973.5,2061.2,4439.2,3543.0,626.1,17.1,10.0,333.8,4654.9,573.1,60.9,71.6,3798.6,312.8,1175.4,416.9,607.3,989.9,221.8,124.0,785.6,7077.9,2400.9
"DEU Manufacture of textiles, wearing apparel and leather products",94.0,2174.7,539.4,25.5,10.3,169.6,58.5,-914.6,745.4,871.0,1199.8,216.5,3.4,7.7,121.1,839.7,187.1,46.5,26.9,1272.3,174.6,1098.0,176.2,58.6,2967.1,78.9,35.9,420.7,2550.5,1421.6
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",3.2,24.5,9.2,0.6,1.5,2.1,6.7,7085.0,13.8,28.4,19.4,3.5,0.3,1.5,2.6,18.9,4.4,1.8,2.3,20.6,3.3,11.1,2.5,1.8,12.1,3.2,0.7,20.8,50.9,5.1
DEU Manufacture of paper and paper products,30.3,160.7,147.1,3.8,3.3,8.1,10.6,5700.2,69.0,430.5,222.0,30.4,1.1,2.8,14.2,62.8,7.5,8.0,6.4,181.5,25.7,59.5,25.6,14.7,33.1,8.4,2.5,105.2,461.8,89.1
DEU Printing and reproduction of recorded media,0.6,3.4,2.3,0.2,0.4,0.5,2.2,3508.7,2.2,5.9,4.1,0.7,0.1,0.4,0.4,2.9,0.6,0.6,0.5,3.6,0.5,1.7,0.5,0.6,1.7,0.6,0.3,3.5,11.9,0.0
DEU Manufacture of coke and refined petroleum products ,9.0,914.2,147.0,5.5,13.1,5.7,18.9,28441.6,363.4,464.2,489.3,35.4,2.5,9.0,6.8,59.7,8.2,9.3,5.5,979.9,12.1,379.0,25.3,27.3,41.4,22.4,10.2,641.2,880.4,312.2
DEU Manufacture of chemicals and chemical products ,110.2,575.4,726.7,42.3,85.7,39.7,304.1,14020.7,513.6,1162.7,778.8,86.1,32.0,72.2,17.9,756.4,117.1,97.8,99.8,1313.6,120.5,498.4,126.7,112.6,671.8,253.7,34.0,697.8,2234.2,1029.2
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,606.5,914.6,1388.9,170.4,364.4,705.2,412.1,6570.3,1304.1,2920.9,373.7,272.5,43.2,12.2,207.6,1964.0,43.3,212.8,530.3,366.7,59.7,722.4,347.1,461.4,23.3,12.8,21.0,4005.1,2892.9,7369.9
DEU Manufacture of rubber and plastic products,70.0,412.0,145.7,21.1,76.8,37.2,202.9,7194.6,266.6,680.7,445.1,85.8,9.1,44.5,37.9,359.6,112.6,25.2,147.3,732.0,65.8,334.8,44.5,82.8,114.0,103.4,17.3,313.4,747.4,610.1
DEU Manufacture of other non-metallic mineral products,17.4,117.1,33.1,2.6,9.1,17.0,29.8,10555.6,65.7,106.6,77.7,22.5,0.9,9.4,7.3,108.6,37.1,8.9,16.8,76.8,14.6,44.4,10.4,7.6,38.1,10.9,6.6,164.5,220.2,102.9
DEU Manufacture of basic metals,31.9,59.3,41.2,2.6,8.4,154.1,49.6,3470.6,48.7,95.2,66.1,11.0,2.1,12.9,56.4,62.7,17.7,12.9,11.3,238.8,9.9,35.1,7.7,9.0,36.5,18.5,5.6,88.6,232.3,141.3
"DEU Manufacture of fabricated metal products, except machinery and equipment",94.9,676.5,442.6,20.0,73.0,53.7,284.3,24862.2,494.7,1032.9,627.9,62.4,17.2,84.2,81.3,627.3,149.9,169.0,183.6,669.0,109.9,451.0,73.0,55.7,233.7,167.4,29.4,997.5,1255.7,1044.9
"DEU Manufacture of computer, electronic and optical products",411.0,1891.4,1420.4,178.8,522.7,283.7,1693.0,6962.5,2730.8,3220.3,2963.7,177.0,130.2,520.3,187.6,3345.3,1566.7,788.0,158.9,245.8,529.5,1575.9,614.5,801.3,1594.7,1235.5,212.2,5962.0,8789.3,12501.7
DEU Manufacture of electrical equipment,469.3,1358.7,769.1,61.5,277.5,235.1,2026.6,15342.7,1421.6,1500.1,1791.1,222.5,50.5,401.2,137.1,1312.9,639.5,403.8,268.2,924.6,220.2,827.2,232.0,169.0,337.5,549.4,232.4,2160.9,4343.2,3665.0
DEU Manufacture of machinery and equipment n.e.c.,1147.9,4229.2,2296.0,361.5,1427.3,1016.3,12497.5,60908.7,4263.2,5814.4,5318.2,1532.9,314.5,2561.0,262.3,5951.0,1061.0,2287.0,1507.4,2948.5,1227.8,3146.8,654.6,1804.7,7261.8,2904.1,1418.6,8867.6,13565.9,17110.1
"DEU Manufacture of motor vehicles, trailers and semi-trailers",2063.2,4051.0,2864.1,244.8,364.2,2581.6,5473.4,70809.0,11725.7,16365.0,19168.7,1443.6,117.4,394.3,1847.2,15029.5,3196.6,1351.0,1289.1,5028.7,2700.3,2487.7,1794.9,922.8,6601.8,2800.2,592.0,20766.4,16251.7,19389.3
DEU Manufacture of other transport equipment,81.3,985.7,195.7,39.7,166.5,360.2,1302.3,-1396.6,436.2,1027.8,2750.8,28.3,228.4,1671.3,167.0,276.9,38.0,196.8,315.8,432.7,260.4,290.0,180.2,79.7,179.0,284.5,11.4,783.6,1889.7,8439.0
DEU Manufacture of furniture; other manufacturing,210.4,1813.0,446.9,44.2,136.2,256.0,938.8,22777.9,1293.2,2738.8,2003.5,168.8,20.1,198.5,209.5,1442.9,565.5,220.7,274.3,1939.0,241.1,541.8,159.5,90.3,340.9,417.4,29.7,2914.2,3326.8,2611.1
DEU Repair and installation of machinery and equipment,16.6,275.1,45.0,6.9,35.9,45.7,199.2,18979.1,78.4,311.9,335.5,17.1,26.4,193.2,21.0,79.5,14.9,33.3,42.1,104.0,50.5,52.3,53.0,21.2,52.3,46.8,94.8,155.4,411.9,957.7
"DEU Electricity, gas, steam and air conditioning supply",4.0,207.9,897.3,0.5,63.8,33.3,35.4,51407.5,50.2,45.3,53.5,93.5,0.4,8.4,4.1,234.0,5.0,2.3,10.4,304.7,8.7,43.3,14.5,4.7,4.2,24.0,16.4,115.7,396.3,947.6
"DEU Water collection, treatment and supply",0.5,4.3,14.3,0.1,1.2,0.7,2.6,4631.7,2.0,2.0,2.3,1.7,0.1,0.5,0.2,4.8,0.6,0.4,0.4,5.5,0.3,1.4,0.4,0.3,0.6,0.9,0.5,3.7,11.4,37.1
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.5,1.6,2.0,0.1,0.4,0.3,2.9,22438.0,1.6,1.6,1.8,0.4,0.1,0.7,0.1,1.8,0.5,0.4,0.3,1.6,0.2,1.0,0.2,0.2,0.6,0.6,0.3,2.4,30.3,233.6
DEU Construction,14.1,65.2,32.4,4.3,17.1,13.9,151.8,201348.3,51.4,77.4,72.8,19.4,3.7,31.4,4.0,72.4,14.1,26.3,17.7,68.6,15.7,46.4,9.8,22.3,81.6,33.0,19.7,104.7,196.2,397.2
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,1.1,5.1,1.7,0.2,0.4,0.6,2.7,51771.6,10.4,3.8,12.9,0.5,0.1,0.5,0.4,5.4,0.9,4.3,0.5,3.2,0.5,1.5,0.5,1.0,23.5,0.8,1.7,25.3,26.1,151.0
"DEU Wholesale trade, except of motor vehicles and motorcycles",301.7,1353.8,944.8,102.8,223.5,294.6,963.1,45330.6,1273.6,2191.1,1413.7,279.5,42.3,196.5,218.6,1938.3,379.6,267.4,246.4,1210.6,200.9,809.7,256.5,343.5,861.8,338.3,119.4,2251.9,3811.5,7966.5
"DEU Retail trade, except of motor vehicles and motorcycles",4.7,24.7,14.3,1.5,3.4,5.1,15.4,170615.2,21.9,38.2,26.5,4.4,0.7,3.2,3.7,31.0,7.1,4.3,4.1,24.2,3.5,13.0,3.9,4.9,12.3,5.7,1.7,38.7,70.0,193.6
DEU Land transport and transport via pipelines,4.4,57.1,54.6,1.2,3.2,13.8,21.3,26751.3,40.7,26.6,28.7,6.7,3.3,14.1,1.4,41.7,11.2,5.1,1.6,19.6,1.8,44.5,2.8,2.1,10.2,18.5,2.7,17.5,106.7,1278.8
DEU Water transport,0.7,20.4,2.9,1.6,0.5,25.2,20.4,164.6,17.9,8.2,120.2,7.0,9.2,207.7,1.5,14.7,83.4,0.8,0.5,63.1,4.0,30.5,2.9,6.3,7.5,78.4,0.6,5.9,104.7,10484.3
DEU Air transport,0.2,92.4,47.5,9.8,32.8,93.7,58.1,13838.3,194.9,99.7,200.8,52.4,17.5,317.1,11.9,303.1,133.7,14.2,95.7,65.6,11.8,27.4,15.1,4.1,4.8,12.1,15.8,223.3,238.1,574.3
DEU Warehousing and support activities for transportation,6.8,101.3,252.5,1.0,24.0,7.3,6.1,5301.6,111.4,88.0,37.9,18.5,6.0,53.6,0.6,180.2,27.2,40.9,6.3,21.1,10.8,28.7,9.3,1.5,11.6,13.2,10.5,7.5,172.9,1012.9
DEU Postal and courier activities,0.0,16.0,1.9,0.1,0.1,0.3,2.3,3073.8,35.3,10.1,69.1,2.1,0.0,0.0,2.3,4.5,0.2,0.0,0.0,9.3,0.4,1.7,0.7,0.1,0.1,0.0,0.1,0.2,15.6,195.4
DEU Accommodation and food service activities,10.0,205.2,181.4,11.4,9.6,84.0,16.6,76756.1,34.0,4.8,220.6,16.1,5.8,0.2,70.8,103.1,79.6,6.3,0.3,4.5,0.6,1.7,14.1,12.3,2.6,0.3,3.5,1.5,1655.7,835.0
DEU Publishing activities,99.3,233.7,149.9,7.4,3.8,1.0,2.3,13671.9,97.4,123.1,219.9,34.8,0.6,0.5,0.5,86.4,11.9,28.1,0.6,72.2,17.5,84.9,31.8,8.6,2.1,0.8,14.6,171.2,532.7,1677.7
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",3.3,220.9,5.1,10.9,5.4,4.1,0.2,14563.9,45.8,305.4,61.2,11.3,8.8,0.0,0.0,324.2,9.5,24.0,24.0,38.8,3.9,60.0,35.1,26.1,0.2,0.1,32.0,537.5,180.4,417.6
DEU Telecommunications,5.0,106.8,26.3,3.9,4.2,4.8,26.3,47733.4,191.5,98.6,229.7,24.0,3.0,5.5,7.4,228.3,9.2,8.6,7.9,71.2,8.0,52.7,14.3,11.5,36.2,11.2,11.9,113.3,276.0,204.1
"DEU Computer programming, consultancy and related activities; information service activities",46.2,76.6,48.6,6.1,9.4,70.1,2.1,35717.4,244.7,80.3,148.0,30.7,0.4,3.2,0.1,78.1,28.1,16.4,0.1,181.9,33.6,125.8,24.0,22.5,0.4,0.5,9.6,108.7,1156.6,2449.5
"DEU Financial service activities, except insurance and pension funding",6.4,67.4,7.6,0.4,14.4,59.0,3.1,46403.3,185.1,120.3,1447.3,17.3,1.4,0.5,322.9,90.5,10.9,4.9,0.5,742.6,14.8,37.7,15.1,3.6,4.2,82.0,1.2,6.2,408.5,3644.9
"DEU Insurance, reinsurance and pension funding, except compulsory social security",0.6,4.8,1.5,0.4,0.2,0.7,0.6,53467.2,10.4,11.4,6.0,2.1,0.2,0.1,21.8,21.7,9.8,0.8,27.6,5.3,0.4,5.9,1.0,0.5,0.2,5.0,0.6,471.2,60.6,450.0
DEU Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.1,0.0,779.2,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,1.2,2.3
DEU Real estate activities,23.8,25.7,0.7,0.1,27.9,2.3,0.2,294393.7,5.4,0.4,152.8,0.1,34.9,0.0,0.0,207.8,0.3,16.2,0.0,404.4,0.7,77.0,2.0,0.1,1.9,0.1,11.3,0.4,11.1,151.0
DEU Legal and accounting activities; activities of head offices; management consultancy activities,72.0,26.2,120.5,4.5,13.5,18.9,1394.1,6438.0,302.2,174.2,26.0,7.8,6.2,4.9,1.2,196.1,1.4,5.2,0.2,330.1,20.3,165.8,10.8,16.3,0.7,0.3,3.4,202.3,476.3,579.8
DEU Architectural and engineering activities; technical testing and analysis,0.2,0.7,0.5,0.1,0.1,0.3,0.5,22757.3,1.1,1.2,0.9,0.2,0.0,215.0,0.1,14.6,0.2,0.1,0.1,1.0,0.2,0.6,0.2,0.2,0.4,0.2,0.1,1.2,4.0,259.7
DEU Scientific research and development,0.2,44.9,61.9,9.2,9.3,16.7,266.7,2187.9,66.3,274.6,38.3,50.6,0.0,0.1,9.5,127.8,16.5,291.4,2.1,245.6,0.2,12.2,3.8,11.9,20.6,0.2,1.0,190.1,1879.5,90.6
DEU Advertising and market research,0.2,0.3,0.5,1.3,0.1,0.2,3.1,38.9,2.0,0.8,2.6,0.1,0.0,0.1,0.0,0.8,0.2,3.9,0.1,6.8,0.1,0.6,0.1,0.2,0.2,0.1,0.1,115.2,26.4,148.5
"DEU Other professional, scientific and technical activities; veterinary activities",0.1,0.9,0.5,0.0,0.1,0.8,0.3,7560.3,0.5,0.7,17.3,2.3,0.0,0.1,24.7,6.4,7.1,2.0,0.1,3.5,0.5,3.6,0.8,0.1,0.5,1.5,0.2,2.0,5.5,25.3
DEU Administrative and support service activities,17.0,12.5,2.8,0.1,32.7,4.6,0.2,19450.6,33.5,28.8,26.9,3.5,0.1,0.1,4.5,30.1,1.0,4.9,2.4,27.7,0.6,2.4,2.9,0.5,0.2,0.2,0.4,196.0,277.3,69.3
DEU Public administration and defence; compulsory social security,0.1,0.3,0.1,0.3,0.0,1.0,1.3,231621.7,0.9,0.3,1.0,1.5,0.4,0.0,0.0,0.3,6.2,0.1,0.0,1.1,58.1,0.5,0.1,0.1,0.9,51.9,0.1,25.8,8.4,384.0
DEU Education,0.0,0.0,0.0,0.0,0.0,0.2,0.0,142403.7,0.6,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.1,0.3,0.0,0.1,0.0,0.0,0.0,0.1,2.6,5.1
DEU Human health and social work activities,0.0,0.3,0.0,0.0,0.0,0.1,0.0,275303.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.1,2.0,1.5
DEU Other service activities,0.1,125.3,0.8,0.2,1.2,13.3,2.6,119697.4,375.8,22.9,211.5,0.4,0.0,27.9,1.5,119.1,13.6,2.7,0.0,17.8,0.4,19.2,2.2,3.1,0.1,3.4,7.3,8.8,235.7,22.3
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9126.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
DEU Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESP Crop and animal production, hunting and related service activities",3.7,123.3,279.6,1.4,10.7,15.6,1.1,2218.4,15517.3,2194.0,1374.8,51.6,0.1,1.5,86.7,573.7,8.3,2.1,3.6,910.1,111.4,409.9,471.2,16.2,60.8,2.7,1.1,123.5,1004.2,148.1
ESP Forestry and logging,0.0,0.4,1.1,0.0,0.0,0.1,0.0,7.5,697.9,7.9,4.6,0.2,0.0,0.0,0.3,1.9,0.0,0.0,0.0,3.2,0.4,1.4,2.2,0.1,0.2,0.1,0.0,1.0,3.5,0.4
ESP Fishing and aquaculture,1.6,1.3,5.9,0.6,0.8,1.3,2.1,19.7,2034.5,168.9,12.6,0.5,0.0,0.2,1.1,203.5,22.5,0.7,2.0,3.6,0.9,0.9,244.2,3.7,13.7,0.2,0.2,7.3,21.0,43.4
ESP Mining and quarrying,0.1,0.1,0.6,0.0,0.1,0.0,1.3,19.8,-111.2,1.6,1.6,0.3,0.0,0.1,0.1,1.2,0.1,0.1,0.2,1.5,0.0,0.1,1.0,0.0,0.2,0.1,0.0,6.1,1.8,0.1
"ESP Manufacture of food products, beverages and tobacco products",203.9,76.6,316.3,55.3,96.6,164.4,120.9,1302.0,68017.1,3152.7,1224.4,58.1,3.9,6.4,66.6,2268.1,290.3,89.2,256.3,348.8,89.0,105.6,2535.3,121.5,311.9,20.8,23.9,715.2,1218.6,1973.2
"ESP Manufacture of textiles, wearing apparel and leather products",30.3,76.7,142.5,6.8,30.4,71.5,24.2,517.3,10626.5,867.8,676.3,34.9,10.2,3.5,57.7,646.9,178.8,21.5,332.3,94.7,33.7,136.2,1546.3,19.5,373.0,137.8,14.2,380.9,768.9,1366.7
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.8,1.2,4.0,0.4,0.7,0.8,2.9,10.2,1139.4,39.3,9.0,0.5,0.1,0.9,2.5,8.9,1.9,0.3,10.0,3.8,1.0,1.6,31.8,0.7,1.8,1.6,0.1,10.9,9.3,3.2
ESP Manufacture of paper and paper products,0.2,0.4,11.9,0.1,0.3,0.1,0.5,19.1,2931.4,54.6,16.6,0.3,0.0,0.3,1.4,24.4,0.4,0.1,0.9,4.7,0.6,1.1,155.1,1.8,0.4,1.2,0.5,1.3,12.1,19.9
ESP Printing and reproduction of recorded media,0.8,2.1,3.8,0.5,1.9,1.0,2.8,25.2,687.3,37.5,34.8,0.3,0.1,0.7,1.5,27.7,1.3,1.4,4.6,2.8,0.9,2.9,43.1,0.9,3.5,2.5,0.4,8.7,31.9,-0.0
ESP Manufacture of coke and refined petroleum products ,1.2,0.8,57.9,2.3,22.6,39.6,0.3,12.6,15475.6,111.6,37.2,1.2,0.2,0.4,0.1,16.9,0.2,0.3,94.3,143.7,7.7,0.8,187.3,3.1,1.4,37.9,1.6,573.5,105.1,1372.5
ESP Manufacture of chemicals and chemical products ,32.1,23.1,75.0,6.1,12.6,4.1,37.6,285.4,8821.3,525.4,251.9,12.4,4.2,9.5,3.3,176.8,30.4,11.8,69.7,200.1,5.1,47.6,344.3,13.6,67.5,32.6,4.3,191.2,343.9,382.6
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,154.9,68.5,15.7,16.9,40.1,66.1,49.9,1437.8,2593.5,892.9,355.3,19.5,4.4,1.5,23.5,828.8,17.0,28.9,75.3,46.6,19.1,78.2,248.5,13.5,2.5,1.2,1.3,489.6,704.7,720.2
ESP Manufacture of rubber and plastic products,9.0,9.4,17.3,2.6,10.7,3.2,15.7,157.9,1156.1,303.8,95.5,6.1,1.1,4.6,7.2,74.4,8.6,1.4,34.7,29.1,4.6,24.2,91.6,8.8,12.1,18.7,0.7,23.5,67.9,149.3
ESP Manufacture of other non-metallic mineral products,3.4,1.9,5.7,0.7,2.0,1.9,4.1,19.7,1910.0,71.7,22.7,1.1,0.3,2.3,1.6,23.5,9.0,1.1,11.9,8.7,1.0,4.8,45.0,1.9,5.1,2.4,0.5,47.8,18.6,32.5
ESP Manufacture of basic metals,2.1,1.7,4.2,0.8,3.1,23.0,7.9,24.9,1105.2,34.6,15.0,1.0,0.6,3.1,12.1,14.2,3.1,1.4,14.3,12.7,2.4,3.9,29.7,2.5,4.7,4.9,0.4,26.6,19.9,-0.0
"ESP Manufacture of fabricated metal products, except machinery and equipment",23.1,17.1,37.1,6.4,34.3,9.3,57.6,223.1,8032.3,519.2,183.9,9.3,3.9,26.6,18.6,145.0,61.3,12.4,169.5,46.3,24.4,31.4,346.4,17.6,41.2,44.2,2.6,284.9,153.7,502.3
"ESP Manufacture of computer, electronic and optical products",12.1,37.6,45.3,9.5,35.8,14.9,41.1,485.2,3661.0,571.5,707.5,4.3,2.0,7.5,15.4,536.9,20.5,27.4,30.1,29.4,16.1,55.4,613.4,14.1,67.5,48.9,4.0,124.6,634.0,882.2
