,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
DEU Mining and quarrying,2.2,3.3,14.9,0.1,0.2,0.3,1.5,3033.2,1.5,4.2,4.3,83.4,0.1,0.6,0.2,5.2,0.5,0.3,0.2,59.0,0.3,0.8,0.4,0.2,1.2,0.4,0.3,5.1,35.6,5.9
"DEU Manufacture of food products, beverages and tobacco products",120.3,1640.3,1392.2,60.9,29.3,172.2,58.8,98880.0,1637.7,3284.9,2198.2,261.7,14.2,6.6,147.8,3380.8,268.1,41.0,55.0,2781.0,143.7,377.1,299.8,210.4,725.3,92.0,124.2,591.5,4132.4,1358.0
"DEU Manufacture of textiles, wearing apparel and leather products",61.4,1667.7,483.8,7.9,4.3,147.7,29.4,2375.9,413.3,641.6,1023.1,147.4,3.5,6.3,74.6,585.5,248.1,47.3,19.5,1045.6,116.7,769.0,147.7,15.1,1248.2,76.3,34.0,441.4,2194.6,800.9
"DEU Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2.1,17.4,7.6,0.3,0.8,1.4,4.0,5422.2,7.8,19.1,14.0,2.2,0.2,1.2,1.4,12.7,4.3,1.7,1.4,13.2,2.3,5.6,1.7,1.0,5.9,2.0,0.7,17.7,33.7,5.0
DEU Manufacture of paper and paper products,19.9,110.3,114.1,1.0,2.7,5.1,6.7,4912.6,38.8,325.3,163.4,19.0,0.9,1.6,5.5,43.5,14.4,2.9,5.1,162.8,22.3,29.6,14.4,5.2,20.1,7.2,2.0,90.4,427.5,70.1
DEU Printing and reproduction of recorded media,0.5,2.7,2.2,0.1,0.3,0.3,1.9,3212.4,2.0,5.0,3.6,0.6,0.1,0.3,0.2,2.5,0.9,0.4,0.4,3.5,0.4,1.0,0.4,0.3,1.1,0.5,0.3,3.5,12.0,-0.0
DEU Manufacture of coke and refined petroleum products ,6.4,565.7,174.3,5.9,6.1,4.4,10.6,23111.3,126.8,367.0,247.3,16.2,2.2,2.0,1.7,44.1,7.2,4.5,4.0,227.2,18.5,77.6,43.3,12.5,21.0,12.1,13.3,442.2,509.4,180.9
DEU Manufacture of chemicals and chemical products ,78.4,476.2,560.1,18.8,59.0,20.6,175.9,12151.5,357.2,834.2,482.1,51.6,25.3,50.3,8.5,511.3,95.0,11.7,70.5,936.3,51.0,259.2,102.2,59.1,446.0,141.7,31.0,602.1,1440.4,606.4
DEU Manufacture of basic pharmaceutical products and pharmaceutical preparations,312.9,582.2,1181.7,72.7,167.0,276.3,120.3,7481.0,870.2,1868.6,221.9,177.4,22.9,8.5,50.8,1193.7,31.5,117.5,382.6,157.4,49.4,368.0,286.3,187.7,12.8,5.7,20.7,3208.6,1830.6,3096.3
DEU Manufacture of rubber and plastic products,42.2,285.6,109.4,11.2,53.2,26.8,104.7,6752.1,198.6,466.0,305.2,86.7,11.4,26.1,23.0,260.9,87.6,29.1,97.6,505.5,35.6,176.0,57.3,41.4,48.6,58.1,19.2,231.7,560.0,386.3
DEU Manufacture of other non-metallic mineral products,12.7,86.8,29.7,1.4,6.8,13.8,17.8,8497.2,42.5,83.7,64.3,24.5,0.8,6.4,5.1,92.2,41.4,5.7,9.5,60.7,14.1,20.4,6.7,3.3,21.4,7.1,4.9,155.4,178.3,70.7
DEU Manufacture of basic metals,12.5,28.0,21.3,0.9,3.0,3.1,22.9,1470.7,20.4,41.6,32.8,4.9,1.3,4.8,2.0,33.0,8.4,6.8,5.5,139.8,3.9,11.2,4.0,2.4,13.0,7.8,3.4,48.3,109.2,42.9
"DEU Manufacture of fabricated metal products, except machinery and equipment",63.9,479.1,258.2,9.4,36.9,30.4,219.9,18563.2,262.7,693.8,584.0,46.2,27.9,39.6,48.9,489.4,119.6,135.6,139.2,239.4,65.5,230.8,58.8,19.8,119.5,111.4,29.9,696.6,702.2,570.3
"DEU Manufacture of computer, electronic and optical products",268.7,1542.4,920.2,69.9,388.0,300.9,1625.6,4078.6,2044.1,3160.6,3405.2,214.9,123.6,299.4,144.0,3328.1,1044.1,537.6,170.1,168.0,470.0,854.2,391.0,220.4,773.0,834.7,187.9,3666.3,6139.6,7417.4
DEU Manufacture of electrical equipment,356.2,967.7,706.4,40.3,223.0,167.0,1121.4,15767.9,1209.2,1351.2,1465.9,187.3,37.5,202.0,82.1,1367.2,634.8,309.5,205.0,895.9,170.8,401.9,174.2,56.7,219.5,391.3,219.5,1622.9,3149.1,1957.9
DEU Manufacture of machinery and equipment n.e.c.,737.7,2413.5,1530.3,159.9,708.1,512.8,8759.2,53177.8,2519.4,3578.7,3284.1,981.3,294.1,1020.8,121.6,3806.9,942.8,1484.5,901.5,1615.8,591.0,1511.6,400.8,616.1,3479.5,1705.6,1205.0,7946.4,7964.6,8484.9
"DEU Manufacture of motor vehicles, trailers and semi-trailers",1392.1,2956.6,2308.6,148.3,174.4,1428.5,2668.2,56995.5,7645.5,10806.7,13760.4,682.3,113.3,171.5,931.3,10743.2,3495.0,510.2,711.1,3783.8,1481.2,1217.1,1158.5,561.8,1819.3,2101.4,511.2,21972.8,10770.3,11383.7
DEU Manufacture of other transport equipment,87.2,330.5,158.0,2.8,53.8,89.9,687.4,-2626.4,149.9,2870.1,2812.5,24.0,4.6,345.2,14.8,205.2,58.1,329.1,44.1,404.2,209.4,38.5,36.7,44.7,148.0,278.0,20.2,761.3,1858.6,5628.2
DEU Manufacture of furniture; other manufacturing,149.3,1289.8,412.6,23.1,67.3,168.7,402.3,19945.3,629.5,1819.5,1182.7,124.5,16.4,214.7,105.4,944.2,678.7,260.4,124.1,1322.3,158.9,299.2,110.7,40.4,175.7,203.1,30.3,2116.5,2509.7,1171.7
DEU Repair and installation of machinery and equipment,13.4,115.0,31.9,1.4,16.1,12.6,107.3,13280.1,33.8,424.8,310.2,10.4,2.0,39.8,3.0,56.5,14.2,40.9,9.1,69.8,38.0,13.3,26.1,10.2,30.1,37.2,73.7,127.9,287.4,487.7
"DEU Electricity, gas, steam and air conditioning supply",1.9,145.4,580.1,6.7,0.8,12.6,16.8,37206.9,36.6,34.2,38.5,41.5,0.2,4.9,3.4,219.7,3.4,1.0,2.9,80.5,5.6,22.5,10.5,2.8,1.5,18.2,0.8,60.3,275.8,339.1
"DEU Water collection, treatment and supply",0.3,4.0,13.2,0.2,0.2,0.4,1.7,3846.4,1.8,1.8,2.0,1.1,0.0,0.3,0.1,5.9,0.6,0.3,0.3,2.5,0.3,0.9,0.4,0.1,0.4,0.8,0.2,2.9,9.7,23.7
"DEU Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.3,1.0,1.5,0.0,0.2,0.2,1.5,17138.9,1.2,1.1,1.1,0.3,0.0,0.4,0.1,1.8,0.4,0.3,0.2,1.0,0.2,0.4,0.1,0.1,0.3,0.4,0.2,1.7,17.1,71.3
DEU Construction,11.5,46.5,29.1,2.9,11.1,8.2,133.7,166589.2,39.2,63.2,60.9,19.3,4.3,17.3,2.5,64.0,16.9,22.3,13.7,32.4,14.3,28.6,7.9,10.4,51.3,25.0,21.4,118.5,161.7,317.8
DEU Wholesale and retail trade and repair of motor vehicles and motorcycles,0.7,3.4,1.6,0.1,0.3,0.4,2.4,48019.9,11.2,3.3,13.8,0.4,14.8,0.3,0.2,5.3,1.0,1.1,0.4,3.6,0.4,1.0,0.5,0.7,16.0,0.7,2.8,30.0,23.6,39.9
"DEU Wholesale trade, except of motor vehicles and motorcycles",196.8,983.9,799.9,44.6,136.8,172.1,698.4,38967.0,967.0,1732.0,1172.0,193.8,39.1,111.7,136.0,1580.7,324.6,197.0,184.6,886.2,142.5,426.5,204.4,130.3,477.1,231.3,119.0,1893.2,2726.1,5628.0
"DEU Retail trade, except of motor vehicles and motorcycles",3.5,20.7,14.0,0.8,2.3,3.3,11.7,152544.4,17.7,33.3,23.5,3.4,0.7,2.5,2.5,28.0,8.0,4.0,3.2,20.2,2.8,7.8,3.6,2.1,7.8,4.1,2.0,36.1,61.0,148.9
DEU Land transport and transport via pipelines,2.9,49.8,35.1,1.2,1.2,5.0,12.7,22247.9,30.5,22.0,26.4,4.2,2.3,14.4,1.0,44.2,10.2,3.1,1.1,12.8,1.1,23.8,2.3,1.2,6.6,17.0,2.4,16.1,72.1,816.8
DEU Water transport,0.1,14.8,1.2,1.5,0.1,7.6,18.8,118.9,11.3,3.8,103.6,3.2,7.7,208.5,1.0,9.3,51.0,0.2,0.1,32.5,1.7,14.5,2.1,3.5,4.2,65.4,0.4,1.9,58.1,5733.4
DEU Air transport,0.0,72.9,24.3,3.8,8.6,28.9,51.5,10844.7,137.3,73.0,173.0,13.0,8.4,143.7,10.2,293.6,100.8,10.5,30.4,37.5,5.5,14.1,12.7,3.2,3.1,9.6,10.4,247.8,160.6,336.0
DEU Warehousing and support activities for transportation,4.8,83.6,159.2,0.9,7.9,2.7,4.2,4667.6,97.3,76.7,35.2,24.5,3.9,52.1,0.3,189.1,21.3,23.1,5.1,13.6,5.9,16.4,8.2,0.8,8.3,12.8,11.7,5.3,115.5,740.0
DEU Postal and courier activities,0.0,18.9,3.9,0.1,0.0,0.4,1.4,2885.8,16.6,8.0,62.6,1.1,0.0,0.0,1.8,7.7,0.2,0.0,0.0,31.8,0.3,3.1,1.1,0.1,0.0,0.0,0.1,0.0,15.7,157.6
DEU Accommodation and food service activities,6.3,211.2,174.5,9.9,3.1,19.6,0.9,65283.4,27.1,3.0,326.7,8.7,1.9,0.0,46.3,138.9,175.0,3.8,0.3,3.3,0.3,0.5,18.4,22.6,3.2,0.1,3.0,0.5,1757.9,329.7
DEU Publishing activities,61.5,191.4,158.7,2.2,2.7,0.5,1.5,11627.3,76.0,140.7,116.8,21.0,0.2,0.3,0.3,135.0,20.5,12.6,0.4,171.4,15.0,58.9,24.5,5.3,1.1,0.5,48.1,227.5,368.8,998.3
"DEU Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",6.0,166.2,45.2,2.5,2.2,0.9,0.0,12495.8,150.9,213.2,40.0,7.3,5.4,0.0,0.0,190.4,13.1,4.6,26.1,206.9,10.2,31.7,35.5,4.2,0.0,0.0,29.7,550.1,259.5,326.1
DEU Telecommunications,4.3,85.2,34.7,1.4,2.6,3.5,16.6,43230.5,102.0,69.7,197.5,10.1,1.9,3.5,6.7,265.7,9.3,4.6,10.2,84.5,7.2,39.9,15.7,4.8,18.7,6.9,12.2,113.4,281.3,158.4
"DEU Computer programming, consultancy and related activities; information service activities",23.4,55.3,45.7,1.1,2.6,21.8,1.2,25910.3,157.0,63.2,69.6,17.0,0.1,1.4,0.0,66.2,21.3,6.5,0.0,160.4,19.6,69.3,18.1,3.6,0.0,0.1,17.6,94.1,1024.3,1336.7
"DEU Financial service activities, except insurance and pension funding",1.8,36.6,8.3,0.2,2.5,11.2,1.2,47236.9,74.3,39.8,818.0,31.2,1.2,0.2,89.2,69.8,6.0,2.6,0.3,483.8,14.8,43.8,8.7,0.8,2.1,22.5,0.8,3.6,210.8,2177.5
"DEU Insurance, reinsurance and pension funding, except compulsory social security",3.6,4.2,2.1,0.3,0.1,1.4,2.9,49569.8,16.7,10.9,16.3,3.3,0.0,0.9,16.6,65.7,15.5,0.3,37.3,4.4,0.3,6.9,1.4,0.1,0.1,2.8,1.1,580.6,74.9,100.3
DEU Activities auxiliary to financial services and insurance activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.4,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.8
DEU Real estate activities,11.9,17.8,0.4,0.1,18.9,0.9,0.0,248254.5,4.7,0.0,133.6,0.0,0.0,0.0,0.0,152.9,0.2,3.6,0.0,398.6,0.5,39.0,1.7,0.0,0.7,0.0,20.3,0.0,4.2,42.6
DEU Legal and accounting activities; activities of head offices; management consultancy activities,35.8,18.4,98.6,3.2,8.7,12.9,509.1,5142.3,254.5,158.1,20.3,4.9,2.7,4.1,0.8,205.1,0.8,5.0,0.0,359.4,20.0,112.7,11.5,16.0,0.0,0.0,2.9,136.2,450.7,383.6
DEU Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17353.7,0.3,0.1,0.1,0.0,0.0,168.2,0.0,210.2,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,2.1,189.3
DEU Scientific research and development,0.0,23.1,44.3,7.5,5.7,9.4,0.0,2541.8,52.8,191.7,25.9,27.1,0.0,0.0,5.3,112.7,11.7,48.9,142.0,219.0,0.1,6.4,3.6,9.7,4.7,0.0,1.2,148.6,1613.1,145.4
DEU Advertising and market research,0.1,0.0,0.3,0.9,0.0,0.1,1.3,36.7,1.6,0.4,1.8,0.0,0.0,0.0,0.0,0.5,0.1,8.1,0.0,6.8,0.1,0.3,0.0,0.1,0.0,0.0,0.1,66.6,39.3,72.5
"DEU Other professional, scientific and technical activities; veterinary activities",0.1,0.6,0.4,0.0,0.0,0.6,0.2,6296.7,0.4,0.5,14.1,1.3,0.0,0.0,23.0,5.7,5.9,0.7,0.0,3.4,0.4,2.2,0.6,0.0,0.2,0.8,0.2,1.3,4.6,13.9
DEU Administrative and support service activities,5.6,7.1,2.0,0.1,7.4,2.4,0.0,16893.7,26.5,19.9,19.8,2.0,0.0,0.0,3.4,21.6,0.8,1.1,2.9,26.0,0.4,1.2,3.0,0.5,0.0,0.1,0.3,149.7,248.0,26.2
DEU Public administration and defence; compulsory social security,0.0,0.3,0.0,0.0,0.0,1.0,1.2,202440.9,0.7,0.1,0.8,1.6,0.1,0.0,0.0,0.1,5.8,0.1,0.0,2.6,4.3,0.3,0.1,0.0,1.1,28.2,0.0,39.5,9.7,447.7
DEU Education,0.0,0.0,0.0,0.0,0.0,0.1,0.0,122673.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.4,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,3.1,3.8
DEU Human health and social work activities,0.0,0.2,0.0,0.0,0.0,0.0,0.0,234224.2,0.3,0.4,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.1,2.2,0.8
DEU Other service activities,0.1,47.3,5.4,0.0,0.1,1.1,0.5,105990.6,962.5,8.3,46.4,0.2,0.0,5.5,1.4,27.8,2.9,0.4,0.0,37.7,0.4,5.2,0.6,0.2,0.0,0.8,1.4,1.8,69.6,-17.9
DEU Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7798.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEU Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"ESP Crop and animal production, hunting and related service activities",1.7,110.7,203.2,0.4,6.2,15.1,0.8,1804.6,13946.3,2000.1,1143.1,40.6,0.0,1.5,40.7,494.0,5.6,0.9,3.9,754.5,84.8,213.8,330.6,2.5,32.0,0.6,3.7,76.8,715.6,102.3
ESP Forestry and logging,0.0,0.3,0.6,0.0,0.0,0.2,0.0,5.5,547.0,6.8,3.4,0.1,0.0,0.0,0.1,1.4,0.1,0.0,0.0,2.7,0.3,0.7,1.7,0.0,0.1,0.0,0.0,0.4,2.6,0.1
ESP Fishing and aquaculture,1.3,1.2,3.5,0.2,0.6,1.3,1.6,25.5,1921.0,160.6,10.4,0.4,0.0,0.0,0.5,177.8,29.0,0.7,1.9,3.5,0.7,0.7,185.1,0.7,16.1,0.2,0.4,9.0,14.5,28.0
ESP Mining and quarrying,0.2,0.1,0.5,0.0,0.0,0.0,0.0,28.2,-247.0,1.3,1.6,0.2,0.0,0.1,0.1,1.5,0.1,0.0,0.1,1.1,0.0,0.1,0.8,0.0,0.1,0.1,0.0,0.4,5.2,0.0
"ESP Manufacture of food products, beverages and tobacco products",119.9,47.8,225.2,14.3,50.9,115.9,41.7,1050.2,50571.7,2298.7,811.6,32.8,3.0,4.4,40.8,1909.3,243.2,65.8,173.7,258.6,59.9,62.5,1805.2,54.7,203.8,19.9,15.9,556.3,883.0,1247.4
"ESP Manufacture of textiles, wearing apparel and leather products",26.2,60.0,142.6,4.2,20.0,54.0,8.4,455.3,11929.9,688.0,594.8,30.5,1.2,3.0,25.7,422.2,189.1,7.3,229.3,73.3,20.9,77.1,963.3,9.3,112.0,68.1,9.1,376.0,505.1,882.8
"ESP Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",1.0,1.0,4.0,0.2,0.6,1.1,1.9,11.2,962.0,39.1,10.6,0.5,0.1,0.6,2.0,10.2,2.5,0.6,4.8,2.8,0.8,0.9,24.5,0.6,1.5,0.9,0.1,11.4,8.1,3.4
ESP Manufacture of paper and paper products,0.1,0.2,6.2,0.1,0.2,0.1,0.3,12.1,2438.4,34.5,22.8,0.5,0.0,0.1,0.6,13.4,0.5,0.1,1.4,2.9,0.7,0.6,115.6,0.8,0.2,0.4,0.1,1.5,10.8,15.9
ESP Printing and reproduction of recorded media,1.7,2.7,3.7,0.3,1.2,0.8,2.0,26.0,524.0,41.7,32.6,0.6,0.2,0.5,1.2,28.1,1.4,0.6,5.9,2.5,0.6,1.3,39.0,0.9,0.7,2.3,0.6,10.4,21.1,0.0
ESP Manufacture of coke and refined petroleum products ,1.1,0.5,29.8,6.8,17.1,47.3,0.2,8.0,10042.4,95.0,37.3,1.2,1.4,0.0,0.0,14.6,0.2,0.1,18.4,38.8,8.9,0.5,99.9,0.5,0.6,30.5,4.1,193.6,53.7,638.0
ESP Manufacture of chemicals and chemical products ,24.1,16.7,104.8,2.6,8.3,2.2,16.2,211.9,6563.6,419.7,154.9,7.0,3.8,4.5,1.7,163.7,22.6,0.9,32.5,113.3,2.4,21.1,253.7,8.8,32.0,27.7,4.2,122.1,211.8,202.2
ESP Manufacture of basic pharmaceutical products and pharmaceutical preparations,79.7,42.3,20.4,2.7,22.3,29.8,16.8,666.2,3189.8,448.7,173.8,9.1,1.6,0.8,8.2,200.6,7.6,17.4,56.6,31.9,13.3,39.5,160.9,7.1,1.6,1.0,0.6,158.2,340.1,480.9
ESP Manufacture of rubber and plastic products,4.3,7.7,13.8,1.1,5.5,3.0,8.0,141.6,1040.0,237.8,68.5,4.5,0.7,2.5,3.8,64.0,7.6,1.1,24.8,29.8,3.0,13.3,109.3,4.7,3.1,13.3,1.2,18.1,46.7,103.6
ESP Manufacture of other non-metallic mineral products,3.4,1.9,6.0,0.4,0.9,1.6,2.1,17.8,1388.9,59.2,23.9,1.2,0.4,1.4,1.3,18.8,9.7,0.5,6.9,5.8,1.2,2.0,30.3,0.8,2.2,2.4,0.9,50.5,14.8,26.7
ESP Manufacture of basic metals,1.4,0.9,2.9,0.3,1.5,1.2,3.9,13.3,652.2,19.9,8.8,0.6,0.2,0.9,0.7,8.7,0.9,0.8,6.8,4.8,1.0,2.3,16.3,0.9,1.6,2.5,0.5,10.2,9.6,0.0
"ESP Manufacture of fabricated metal products, except machinery and equipment",21.4,12.9,27.4,2.7,16.2,8.1,40.4,154.8,5865.7,345.4,118.6,6.4,1.8,10.8,11.6,117.8,16.3,9.2,114.3,21.3,19.5,26.8,244.8,8.7,15.5,29.0,8.5,148.3,100.8,401.5
"ESP Manufacture of computer, electronic and optical products",29.4,47.5,41.0,4.5,20.0,8.8,30.3,455.6,2125.5,613.4,572.8,10.3,3.4,5.4,11.8,489.0,13.0,7.2,90.1,22.8,7.2,22.2,551.9,13.3,6.3,42.4,8.2,135.7,371.9,909.1
ESP Manufacture of electrical equipment,18.9,17.2,25.3,6.9,15.6,16.0,39.5,483.1,3266.9,293.2,196.6,15.9,2.7,7.7,7.7,178.3,14.9,7.7,61.4,46.8,7.4,40.3,300.9,9.0,7.9,29.7,4.0,69.3,181.4,303.7
ESP Manufacture of machinery and equipment n.e.c.,44.2,32.0,67.0,10.3,52.9,25.0,190.8,371.3,3550.6,393.2,279.1,23.3,7.9,45.1,12.9,288.2,16.2,34.4,234.1,52.4,18.8,80.3,429.4,41.3,82.0,101.7,11.3,226.2,233.8,865.7
"ESP Manufacture of motor vehicles, trailers and semi-trailers",223.0,367.6,490.1,5.5,5.0,1.5,74.5,3739.2,18989.1,8776.6,3536.6,163.0,24.9,7.0,216.9,3416.7,124.6,6.2,279.1,693.4,95.8,192.6,1011.0,38.9,32.1,898.2,6.7,28.3,1275.2,1350.9
ESP Manufacture of other transport equipment,13.2,8.9,69.4,0.2,39.8,11.6,69.8,89.3,1186.1,152.3,201.9,2.1,1.1,12.4,27.6,118.6,2.8,0.7,3.7,15.9,26.4,116.0,144.9,1.5,1.9,2.1,0.5,71.7,123.7,1905.5
ESP Manufacture of furniture; other manufacturing,13.7,22.6,83.0,4.2,13.4,24.1,37.1,235.7,8017.1,733.3,248.0,9.9,1.2,14.9,42.4,233.8,50.4,10.4,94.3,58.0,17.2,21.2,431.4,13.2,25.9,22.4,1.6,219.5,167.8,409.0
ESP Repair and installation of machinery and equipment,1.9,2.3,2.9,0.4,1.4,0.8,4.0,29.3,1905.9,36.1,25.0,1.1,0.3,0.9,0.9,23.1,0.9,0.8,6.7,3.1,0.7,2.5,25.0,1.1,1.4,4.1,0.4,7.3,16.6,33.8
"ESP Electricity, gas, steam and air conditioning supply",0.2,0.8,11.2,0.2,0.1,0.8,0.2,76.8,8003.7,8.4,8.3,0.2,0.0,0.6,0.3,13.4,0.1,0.1,0.7,3.5,0.2,0.4,4.9,0.1,0.1,0.6,0.0,2.0,15.4,19.7
"ESP Water collection, treatment and supply",0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,2785.0,1.6,0.6,0.0,0.0,0.1,0.0,1.6,0.0,0.0,0.0,0.7,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.4,0.8
"ESP Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.9,4644.9,2.8,1.0,0.0,0.0,0.0,0.3,1.8,0.0,0.1,0.1,1.3,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.8,2.4,20.3
ESP Construction,0.5,0.8,2.1,0.2,0.6,0.5,1.9,9.9,193734.8,11.0,5.7,0.4,0.1,1.8,0.5,15.9,0.5,0.7,3.9,4.8,0.4,1.2,7.6,0.6,1.2,1.1,0.4,4.5,7.0,34.6
ESP Wholesale and retail trade and repair of motor vehicles and motorcycles,0.1,0.2,1.0,0.0,0.1,0.1,0.0,11.4,18881.9,4.3,1.7,0.1,0.6,0.0,0.1,2.8,0.0,0.2,0.3,1.2,0.1,0.1,0.9,0.1,0.5,0.2,0.2,1.3,2.1,9.3
"ESP Wholesale trade, except of motor vehicles and motorcycles",1.1,1.9,9.1,0.2,0.9,1.9,0.6,30.9,37322.6,43.8,15.9,0.8,0.1,1.3,24.4,51.9,4.0,1.1,2.6,22.0,1.1,1.7,20.2,0.8,2.6,0.7,1.1,7.3,16.2,756.8
"ESP Retail trade, except of motor vehicles and motorcycles",1.5,0.8,3.6,0.2,0.9,1.8,0.7,16.1,37336.6,32.1,12.8,0.5,0.1,0.5,0.7,27.4,3.3,1.0,2.5,6.9,0.9,1.2,24.5,0.9,2.7,0.5,0.5,7.9,13.1,53.5
ESP Land transport and transport via pipelines,3.6,19.1,59.5,3.3,0.9,26.2,0.9,218.2,10181.9,178.1,283.3,0.8,0.1,0.1,3.3,134.2,2.0,1.1,0.3,30.5,0.6,19.4,35.3,0.6,3.8,23.0,0.9,22.6,375.0,1525.7
ESP Water transport,0.0,0.2,0.1,0.1,0.0,1.3,0.0,7.7,549.1,1.1,56.7,0.0,0.0,0.1,0.2,1.2,0.5,0.0,0.0,3.6,0.2,0.4,1.7,0.1,0.1,3.4,0.0,0.0,4.6,533.8
ESP Air transport,0.0,8.2,15.0,3.3,4.9,46.3,1.1,69.1,1007.1,287.7,857.3,1.2,0.2,0.8,16.4,325.6,9.0,2.6,76.6,38.2,5.4,3.3,97.0,0.8,0.7,4.5,1.8,156.1,183.7,248.8
ESP Warehousing and support activities for transportation,2.4,11.0,114.3,0.8,5.4,3.4,0.1,327.8,1827.0,354.0,148.4,2.8,0.1,0.3,0.1,257.8,2.0,6.8,14.4,13.5,6.7,3.8,75.1,0.2,1.9,4.2,2.5,1.5,116.8,342.8
ESP Postal and courier activities,0.0,0.6,0.8,0.0,0.0,0.1,0.0,3.9,575.3,4.1,1.2,0.1,0.0,0.0,0.4,1.0,0.1,0.2,0.0,6.0,0.0,0.1,1.2,0.0,0.0,0.1,0.0,0.9,1.9,37.3
ESP Accommodation and food service activities,0.0,0.8,3.6,0.1,1.0,2.8,0.3,8.6,111269.1,11.7,13.1,0.1,0.1,4.4,0.2,21.1,1.5,0.6,0.3,20.3,1.2,0.8,7.2,1.0,0.1,1.0,2.5,0.9,8.4,8.8
ESP Publishing activities,2.9,1.5,9.7,0.6,1.1,0.2,0.2,37.2,3937.5,25.6,14.9,0.2,0.2,0.1,0.2,18.5,0.3,3.7,0.5,18.2,1.7,1.9,30.5,0.6,0.1,0.1,4.5,23.3,12.1,311.7
"ESP Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.1,0.1,1.5,0.3,0.9,0.1,0.0,2.7,5649.0,12.6,0.6,0.1,0.7,0.0,0.0,6.3,0.3,3.0,9.0,7.1,1.8,0.2,20.4,0.9,0.0,0.0,2.6,20.7,8.0,65.5
ESP Telecommunications,0.6,12.8,27.4,1.0,1.4,0.8,0.8,96.0,15053.3,79.6,9.0,3.3,1.8,2.1,11.6,110.9,5.2,1.5,44.5,79.7,2.7,3.3,67.4,6.8,14.1,1.0,9.9,3.9,64.1,145.9
"ESP Computer programming, consultancy and related activities; information service activities",1.4,1.5,2.9,0.3,6.7,6.2,2.3,53.7,8768.3,24.9,25.9,5.6,0.2,3.2,0.5,24.3,0.6,4.0,3.2,57.4,1.7,14.9,34.3,11.0,0.2,1.2,2.6,22.6,34.5,1270.5
"ESP Financial service activities, except insurance and pension funding",0.7,0.5,10.0,0.0,13.4,6.9,0.2,6.8,10114.0,39.9,10.0,0.5,3.0,0.0,37.8,7.6,10.8,4.9,0.0,13.2,0.4,4.8,32.6,0.4,0.7,3.4,0.7,1.0,14.9,1597.5
"ESP Insurance, reinsurance and pension funding, except compulsory social security",0.3,1.7,3.2,0.1,0.1,0.9,0.6,9.1,9452.4,11.7,1.7,0.5,0.1,0.1,10.4,52.7,2.2,0.2,23.9,5.5,0.6,1.2,18.0,0.2,0.0,0.6,1.2,52.4,17.2,92.9
ESP Activities auxiliary to financial services and insurance activities,0.2,0.0,10.9,0.0,0.0,0.0,0.0,0.8,2169.5,0.0,1.1,0.0,0.0,0.0,0.9,4.3,0.0,0.4,0.0,0.1,0.0,0.1,5.3,0.0,0.0,0.0,0.0,0.0,1.1,196.6
ESP Real estate activities,0.1,0.1,0.0,0.0,0.2,0.0,0.0,4.2,72296.3,0.1,0.2,0.0,0.0,0.0,0.0,3.5,0.0,0.1,0.0,8.4,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.0,0.1,1.2
