,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
AUT Telecommunications,17330.3,0.3,4.8,0.0,2.2,1.8,70.9,1.2,1.6,4.7,19.9,0.1,2.8,1.5,1.3,2.3,1.7,0.9,0.5,7.5,0.3,0.3,0.1,0.0,0.6,0.9,6.8,1.5,2.4,157.6
"AUT Computer programming, consultancy and related activities; information service activities",16284.3,0.0,0.1,0.0,9.3,0.5,5.4,0.8,2.0,0.7,0.8,0.0,0.6,0.1,0.1,0.2,1.0,0.2,0.0,1.0,0.1,0.1,0.0,0.0,0.1,0.1,0.2,3.8,3.7,416.1
"AUT Financial service activities, except insurance and pension funding",31538.3,0.2,0.9,0.0,9.1,0.8,16.6,2.0,1.3,1.2,16.3,0.1,2.6,0.1,1.5,0.2,4.2,1.2,0.2,0.3,0.6,0.1,0.0,0.0,0.1,2.5,0.3,2.7,1.5,443.5
"AUT Insurance, reinsurance and pension funding, except compulsory social security",37219.3,0.0,0.1,0.0,0.8,0.3,1.5,0.3,0.1,0.1,1.1,0.0,0.4,0.1,0.1,0.3,1.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.3,5.3,0.3,58.0
AUT Activities auxiliary to financial services and insurance activities,2762.4,0.1,2.7,0.0,0.7,0.1,0.8,0.1,0.2,0.1,6.7,0.0,0.1,0.0,0.1,0.2,0.2,0.7,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.9,107.6
AUT Real estate activities,153427.8,0.4,0.0,0.0,129.8,1.3,0.6,3.2,0.9,0.0,137.6,0.0,12.9,0.1,0.0,12.5,1.1,3.9,0.0,0.2,0.0,0.9,0.0,0.0,0.2,0.0,2.5,0.9,0.3,140.2
AUT Legal and accounting activities; activities of head offices; management consultancy activities,28917.2,0.3,0.9,0.5,20.6,19.4,646.5,8.4,10.0,30.1,3.5,0.1,73.4,1.3,2.3,10.9,2.9,1.1,0.1,19.9,5.6,2.3,0.3,0.2,0.3,0.0,1.3,193.7,23.5,577.8
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Administrative and support service activities,5800.0,0.4,0.7,0.0,119.0,4.6,1.4,1.3,1.6,5.5,9.6,0.1,0.6,0.1,1.8,5.5,1.7,1.8,0.0,16.8,0.2,0.0,0.1,0.0,0.1,0.0,0.3,154.4,72.3,231.0
AUT Public administration and defence; compulsory social security,118636.1,0.1,0.0,0.1,0.4,0.3,6.7,0.9,0.1,0.3,0.1,0.1,29.6,0.0,0.0,0.1,6.1,0.2,0.0,0.6,0.0,0.0,0.0,0.0,0.1,4.2,0.1,3.0,1.3,29.4
AUT Education,80738.7,0.9,0.8,0.9,3.8,48.4,26.4,0.8,0.6,0.4,29.8,0.4,86.7,44.4,0.1,3.9,69.9,1.5,0.1,3.1,0.1,4.2,0.0,0.3,1.0,0.0,2.3,91.2,26.9,1315.8
AUT Human health and social work activities,118650.1,7.0,0.1,0.0,0.1,0.9,1.9,0.1,0.0,0.3,2.9,0.0,23.9,0.0,11.6,0.2,0.2,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,5.0,2.3,107.5
AUT Other service activities,30573.0,0.2,0.1,0.0,2.8,38.0,153.1,0.3,8.2,0.4,42.4,0.6,2.9,9.7,0.6,0.6,3.1,1.5,0.0,3.4,1.2,0.4,0.0,0.0,0.0,1.2,1.6,0.9,6.8,23.2
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,10613.2,0.0,0.0,0.0,0.0,0.4,1.7,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.6
AUT Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUS Crop and animal production, hunting and related service activities",4.9,1210.5,4.5,3.5,8.7,0.9,1.6,231.2,9.2,11.9,27.6,48.1,0.2,0.5,2.9,73.7,5.5,4.3,0.1,11.5,2.0,12.7,0.6,19.5,17.1,95.8,0.3,20.1,136.9,37.8
AUS Forestry and logging,0.0,531.2,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
AUS Fishing and aquaculture,0.0,31.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
AUS Mining and quarrying,0.4,681.0,1.6,0.3,0.7,0.2,0.8,27.3,0.7,1.8,2.0,3.4,0.0,0.1,0.0,51.2,0.4,0.3,0.0,1.2,0.2,0.9,0.1,0.6,1.0,0.4,0.2,1.8,10.9,0.1
"AUS Manufacture of food products, beverages and tobacco products",113.9,5647.5,93.9,58.2,202.0,17.2,34.9,3003.2,158.9,188.5,583.2,350.9,4.3,4.8,4.1,1106.0,127.8,100.5,3.4,205.5,24.3,152.0,12.9,128.0,183.3,53.9,6.6,466.7,1426.4,895.9
"AUS Manufacture of textiles, wearing apparel and leather products",4.8,129.6,7.6,12.9,1.8,12.5,13.6,525.9,18.9,52.2,31.5,117.2,0.2,0.4,1.5,120.2,15.6,5.3,1.4,17.8,12.3,51.8,5.8,64.5,237.2,8.0,1.2,43.8,357.7,119.9
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.6,1796.0,0.7,0.5,0.6,1.0,2.7,36.0,1.3,3.9,2.7,3.0,0.1,0.3,0.4,7.2,0.9,0.3,0.7,1.4,0.5,2.3,0.2,1.4,1.1,0.7,0.1,4.5,16.6,0.5
AUS Manufacture of paper and paper products,0.2,196.1,1.1,2.8,0.3,0.2,1.1,70.7,4.0,6.6,5.1,15.4,0.0,0.1,0.1,5.8,0.4,0.3,0.1,5.2,0.3,5.0,0.8,8.5,1.1,1.5,0.1,1.4,35.3,10.5
AUS Printing and reproduction of recorded media,0.1,162.2,1.8,0.5,0.1,0.0,0.5,10.7,0.3,0.9,0.7,0.7,0.0,0.1,32.9,0.7,0.1,0.1,0.0,0.4,0.2,1.3,0.1,1.1,0.1,0.1,0.1,0.6,9.0,0.0
AUS Manufacture of coke and refined petroleum products ,0.5,2719.3,1.3,6.3,0.4,0.1,1.1,171.5,0.8,2.7,1.2,185.7,0.1,0.2,0.5,30.5,0.1,0.3,0.1,2.8,0.3,6.0,0.2,24.7,3.8,2.3,0.6,3.3,286.9,21.2
AUS Manufacture of chemicals and chemical products ,6.0,750.7,8.0,27.9,6.7,1.6,13.1,494.2,8.4,28.2,18.0,46.2,0.8,3.3,7.0,86.0,1.9,4.3,1.4,11.1,3.3,54.9,1.9,72.7,45.0,23.8,0.5,21.4,453.1,82.3
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,33.5,778.3,8.8,33.3,63.5,16.2,65.2,421.0,30.9,106.9,15.1,56.4,2.6,0.8,4.0,33.5,2.7,3.2,12.3,5.9,2.9,85.5,8.0,79.6,2.9,1.3,1.8,182.0,650.2,435.9
AUS Manufacture of rubber and plastic products,6.2,613.3,6.9,4.1,7.9,10.1,24.3,317.1,7.1,39.8,34.5,32.0,1.3,3.7,6.5,52.7,8.9,4.7,6.6,16.9,3.6,19.6,2.0,13.6,7.2,10.0,0.8,24.7,100.7,50.7
AUS Manufacture of other non-metallic mineral products,1.1,1178.6,1.5,1.1,0.9,2.7,6.1,70.5,3.0,6.6,6.1,4.7,0.1,0.6,0.5,15.6,2.3,1.1,0.9,2.3,1.0,3.2,0.4,2.5,2.9,1.0,0.4,12.4,46.2,10.4
AUS Manufacture of basic metals,3.5,2076.3,2.7,2.5,2.3,1.9,8.8,105.7,4.4,15.0,7.7,6.7,0.2,1.1,5.1,17.3,2.0,1.9,1.3,4.4,1.7,8.4,0.7,5.2,7.1,3.5,0.9,25.3,55.1,0.0
"AUS Manufacture of fabricated metal products, except machinery and equipment",40.2,1430.4,16.1,7.4,16.1,14.5,45.3,693.5,38.4,134.8,60.6,32.1,0.6,6.4,7.0,139.7,14.5,6.9,11.1,25.5,17.3,64.7,6.4,12.9,32.0,18.4,3.5,282.6,202.8,174.6
"AUS Manufacture of computer, electronic and optical products",21.8,906.8,29.2,67.9,35.8,19.8,206.4,550.0,31.5,56.2,27.0,23.1,2.5,38.8,5.1,98.0,52.9,16.9,5.2,26.0,10.3,58.6,8.8,57.8,35.0,28.4,7.6,216.2,474.6,446.5
AUS Manufacture of electrical equipment,50.6,1353.4,52.8,32.2,53.0,35.2,222.2,1472.2,121.0,123.9,155.7,45.0,19.7,46.3,13.2,148.2,34.2,40.8,9.7,26.9,16.4,84.7,16.0,27.4,48.5,97.1,12.6,261.3,638.0,767.0
AUS Manufacture of machinery and equipment n.e.c.,119.4,2399.2,93.8,96.3,234.9,121.9,1130.0,2803.1,183.3,469.0,277.8,228.4,22.6,108.4,23.6,637.7,71.2,195.7,111.4,98.4,66.5,305.9,28.8,275.0,964.3,275.4,178.8,605.4,1698.6,1887.9
"AUS Manufacture of motor vehicles, trailers and semi-trailers",59.7,1024.3,47.8,74.5,19.8,65.6,347.9,2311.9,108.3,492.1,291.2,100.3,4.5,13.6,6.6,135.5,104.5,40.0,28.7,69.1,30.9,169.0,11.1,107.0,329.3,110.7,9.3,868.1,772.2,609.1
AUS Manufacture of other transport equipment,20.6,394.2,13.2,2.0,24.2,64.9,33.5,288.9,33.2,51.9,102.2,13.5,0.1,4.2,23.0,59.7,46.9,15.2,1.4,21.3,5.0,26.4,2.3,3.1,10.5,34.0,0.5,63.4,198.2,293.8
AUS Manufacture of furniture; other manufacturing,28.3,3148.8,24.9,18.7,8.2,78.9,80.8,1614.5,89.0,169.4,127.3,63.1,0.5,14.7,21.9,374.0,70.6,4.9,36.9,28.4,31.2,93.8,6.0,25.4,40.4,27.1,2.0,215.5,630.7,398.5
AUS Repair and installation of machinery and equipment,5.3,1440.2,8.5,4.9,19.8,18.9,20.8,145.7,9.1,49.9,20.7,15.5,0.3,3.0,4.2,18.7,10.4,4.5,1.2,6.9,2.6,9.2,5.6,16.3,9.0,8.6,22.5,26.1,79.7,80.4
"AUS Electricity, gas, steam and air conditioning supply",0.2,5490.7,28.5,0.8,1.0,0.5,7.4,60.3,0.8,2.5,1.5,32.6,0.1,0.1,0.1,38.3,0.1,0.2,0.1,3.5,1.3,2.7,0.6,1.7,0.2,1.7,0.6,1.8,76.4,70.6
"AUS Water collection, treatment and supply",0.0,16.4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-39.3
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.1,266.6,0.3,0.1,0.1,0.1,1.1,5.2,0.2,0.6,0.3,0.5,0.0,0.0,0.0,1.1,0.1,0.1,0.0,0.3,0.1,0.4,0.0,0.3,0.4,0.2,0.1,0.6,3.1,60.5
AUS Construction,1.2,34834.4,3.0,4.4,2.0,2.3,9.3,47.4,3.0,6.0,4.8,5.7,0.3,0.9,0.3,11.1,0.9,1.4,0.6,2.7,0.8,7.7,0.5,8.9,11.9,2.1,1.4,7.5,30.7,83.0
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,2.6,6984.7,1.9,3.0,3.7,1.9,13.0,109.8,3.9,9.6,5.7,12.0,0.3,1.2,0.5,13.1,2.0,1.8,1.2,2.4,1.0,9.0,0.7,6.7,12.3,3.3,1.1,17.9,56.5,33.1
"AUS Wholesale trade, except of motor vehicles and motorcycles",34.4,12988.7,27.0,40.3,52.8,26.5,158.9,951.0,50.3,136.8,74.2,164.9,4.1,16.2,8.6,181.7,27.5,21.9,15.6,33.0,14.0,93.2,9.8,89.7,118.4,45.1,17.3,229.1,754.7,589.8
"AUS Retail trade, except of motor vehicles and motorcycles",1.7,25309.5,1.9,2.0,2.5,1.7,12.5,58.1,3.1,6.5,5.8,8.0,0.3,1.0,0.8,12.1,1.5,1.1,0.7,3.8,0.8,5.0,0.5,4.9,5.4,2.1,0.8,11.4,48.0,51.7
AUS Land transport and transport via pipelines,2.8,6711.4,46.2,9.2,3.2,6.8,21.9,580.2,19.9,93.2,22.0,50.0,0.8,0.8,1.2,138.5,5.9,1.3,0.7,47.1,1.0,52.2,1.8,11.5,52.9,33.1,2.5,16.7,311.3,1052.8
AUS Water transport,0.1,9.5,0.1,0.1,0.1,0.1,0.4,7.6,0.1,0.5,0.9,0.4,0.0,0.5,0.0,0.6,0.4,0.0,0.0,0.3,0.0,0.2,0.0,0.5,0.4,1.3,0.0,0.5,2.1,40.5
AUS Air transport,0.0,1509.1,5.2,8.9,0.8,3.7,3.9,57.6,0.9,18.4,20.9,19.6,1.1,13.7,1.5,124.2,7.3,0.4,0.8,6.5,2.1,4.2,1.2,4.6,2.4,2.1,3.5,12.7,65.7,46.5
AUS Warehousing and support activities for transportation,1.0,3109.3,32.4,1.8,2.2,1.1,5.5,410.0,4.7,22.7,7.0,17.7,0.4,2.3,0.2,99.1,2.0,1.0,0.4,3.5,3.3,6.7,1.4,3.0,9.2,3.7,1.1,5.5,153.8,123.8
AUS Postal and courier activities,0.0,360.5,0.9,0.8,0.1,0.1,0.6,15.1,0.3,2.3,10.7,1.0,0.0,0.0,0.7,1.1,0.1,0.0,0.0,4.9,0.2,0.2,0.1,0.2,0.0,0.0,0.1,0.0,9.5,81.6
AUS Accommodation and food service activities,2.0,23276.7,25.8,2.3,3.3,13.9,8.2,362.6,2.8,0.8,59.3,20.0,0.4,0.4,16.6,37.7,5.2,0.6,0.0,57.5,0.3,0.7,1.0,12.3,0.7,0.2,2.7,1.4,346.3,217.0
AUS Publishing activities,0.5,982.3,18.0,3.5,0.1,0.0,1.1,82.3,1.8,6.9,6.0,5.6,0.1,0.0,0.3,3.4,0.1,0.2,0.0,2.5,1.6,11.9,0.9,9.9,0.1,0.0,0.2,1.8,75.0,176.7
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.4,967.5,1.7,0.4,1.4,0.2,0.2,81.2,1.8,2.7,1.4,0.9,3.3,0.0,0.3,28.4,0.5,6.0,2.2,2.3,0.5,1.8,0.4,1.1,0.0,0.0,10.5,5.2,18.5,72.2
AUS Telecommunications,0.6,3242.7,7.1,10.1,0.4,1.0,3.4,68.7,4.7,8.7,33.4,4.9,1.2,1.0,1.4,16.2,1.1,0.5,1.2,8.2,2.2,2.7,1.1,3.9,7.7,2.7,3.8,0.8,65.1,55.8
"AUS Computer programming, consultancy and related activities; information service activities",0.9,5590.9,2.6,3.0,0.6,1.1,2.4,139.8,6.4,6.6,6.5,9.6,0.1,0.2,0.2,7.7,0.3,2.1,0.1,6.5,0.3,7.1,0.1,12.1,0.7,0.2,0.3,5.4,157.2,529.8
"AUS Financial service activities, except insurance and pension funding",0.2,3418.7,1.3,0.4,1.7,3.4,1.3,78.6,3.3,10.1,9.3,11.7,0.7,0.0,4.3,6.1,0.3,1.0,0.3,7.5,0.9,12.2,3.6,4.7,1.4,7.3,0.5,2.0,129.4,677.1
