,AUT,AUS,BEL,BGR,BRA,CAN,CHN,DEU,ESP,FRA,GBR,HUN,IDN,IND,IRL,ITA,JPN,KOR,MEX,NLD,NOR,POL,PRT,ROU,RUS,TUR,TWN,USA,REU,RoW
AUT Manufacture of chemicals and chemical products ,1069.4,0.1,0.3,0.0,0.2,1.2,8.6,1.0,0.3,1.4,10.6,0.0,4.9,8.5,0.3,0.7,16.8,1.1,0.6,1.5,0.2,0.1,0.1,0.0,0.5,0.0,6.1,35.6,2.4,67.8
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,770.6,0.5,1.2,0.0,4.0,13.6,6.9,6.8,4.5,16.7,11.5,0.1,1.4,0.4,3.2,3.6,13.3,13.0,1.9,12.0,0.7,0.5,1.9,0.6,0.0,0.0,13.7,160.3,5.2,207.8
AUT Manufacture of rubber and plastic products,781.9,0.2,0.6,0.0,0.2,1.5,3.6,1.2,0.4,0.8,5.1,0.0,4.3,1.7,0.3,0.4,8.0,1.5,1.0,0.7,0.4,0.1,0.1,0.2,0.2,0.1,1.7,18.7,1.0,36.3
AUT Manufacture of other non-metallic mineral products,368.0,0.1,0.1,0.0,0.1,0.6,1.3,0.4,0.1,0.2,1.2,0.0,0.8,0.4,0.0,0.3,1.6,0.4,0.3,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.4,4.8,0.3,5.9
AUT Manufacture of basic metals,424.7,0.0,0.4,0.0,0.1,0.9,4.2,0.4,0.2,0.8,1.2,0.0,2.0,0.6,0.0,0.2,3.8,0.9,0.8,1.3,0.1,0.0,0.0,0.0,0.1,0.0,0.4,7.5,0.5,-0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",1501.7,0.2,5.6,0.0,0.6,2.2,14.8,3.3,1.1,6.9,8.8,0.1,9.5,3.4,0.3,1.1,42.3,6.8,11.2,0.9,0.3,0.4,0.1,0.1,0.3,0.3,2.1,46.5,1.7,77.7
"AUT Manufacture of computer, electronic and optical products",951.7,1.8,3.1,0.0,4.6,18.2,31.8,40.5,2.4,8.2,47.7,0.2,10.4,7.1,0.5,8.9,44.3,24.0,4.3,0.9,0.9,7.1,0.3,0.5,0.5,1.4,17.5,150.5,13.2,328.0
AUT Manufacture of electrical equipment,1232.1,2.0,0.4,0.0,2.1,4.0,11.0,8.6,0.8,2.0,11.7,0.1,6.5,2.6,1.3,1.4,12.6,5.6,1.5,0.6,0.3,0.6,0.3,0.1,0.2,0.2,10.8,41.1,2.8,111.7
AUT Manufacture of machinery and equipment n.e.c.,2216.7,1.0,2.3,0.0,2.9,9.9,33.7,9.4,3.7,4.3,20.1,0.2,45.4,9.3,0.6,4.4,11.3,12.8,3.4,1.5,0.8,1.0,0.7,0.3,2.2,0.9,7.9,108.8,5.8,179.7
"AUT Manufacture of motor vehicles, trailers and semi-trailers",4476.4,0.2,0.5,0.0,2.0,1.0,6.6,10.7,0.6,1.1,5.9,0.0,64.5,0.8,0.2,0.8,10.8,18.5,0.3,0.8,0.6,0.1,0.1,0.0,0.1,0.1,1.2,366.4,1.3,1123.7
AUT Manufacture of other transport equipment,1666.2,1.0,0.9,0.0,0.2,2.5,3.4,4.9,22.9,1.8,19.8,0.0,22.5,0.7,1.3,3.2,8.1,0.6,0.1,4.2,40.8,0.1,2.4,0.0,0.2,0.0,1.6,46.4,9.2,102.0
AUT Manufacture of furniture; other manufacturing,1304.4,0.3,1.6,0.0,0.4,3.6,4.3,5.4,1.6,6.8,13.5,0.6,1.7,3.7,1.6,1.9,23.8,3.0,0.7,2.4,0.7,0.1,0.4,0.0,0.2,0.1,1.4,73.3,4.3,65.1
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",4817.4,0.0,0.2,0.0,0.0,0.1,0.5,0.9,0.0,0.1,0.3,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,2.1
"AUT Water collection, treatment and supply",2335.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.2
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",385.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
AUT Construction,45971.1,0.0,0.1,0.0,1.1,0.4,14.3,0.6,0.4,0.6,1.2,0.0,1.0,0.3,0.0,0.4,2.1,0.4,0.1,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.4,7.5,0.9,14.5
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,2561.9,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.3
"AUT Wholesale trade, except of motor vehicles and motorcycles",18183.3,1.9,4.7,0.0,4.5,35.6,39.8,31.5,6.1,15.4,89.0,0.4,35.5,18.3,3.3,8.1,177.7,35.1,8.9,9.3,2.4,3.7,1.0,0.5,3.9,1.0,34.7,273.5,18.1,258.0
"AUT Retail trade, except of motor vehicles and motorcycles",25353.5,0.4,1.3,0.0,1.0,14.9,9.8,6.7,1.6,4.2,35.5,0.1,10.4,3.5,1.4,1.5,89.8,13.0,3.9,3.3,0.6,0.5,0.2,0.1,1.7,0.2,12.2,86.4,5.7,67.8
AUT Land transport and transport via pipelines,4569.5,2.5,6.2,0.0,3.9,35.8,38.4,30.8,5.6,16.0,96.7,0.4,36.4,21.7,3.7,10.0,211.0,36.2,9.8,10.2,2.2,2.8,0.9,0.5,5.7,1.7,37.3,278.0,24.7,401.6
AUT Water transport,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1
AUT Air transport,268.4,0.1,0.2,0.0,0.4,0.2,0.4,0.7,1.8,0.4,1.8,0.0,1.8,0.1,0.1,0.7,1.3,0.1,0.0,0.4,3.2,0.0,0.2,0.0,0.0,0.0,0.2,5.1,1.2,14.2
AUT Warehousing and support activities for transportation,2302.7,1.5,12.7,0.0,0.9,1.5,1.3,24.3,2.0,14.8,20.5,0.0,10.6,4.6,0.1,27.1,49.5,8.9,0.3,1.0,2.3,0.2,0.4,0.0,2.3,1.0,8.9,8.8,15.2,226.0
AUT Postal and courier activities,1.9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Accommodation and food service activities,16892.4,7.3,2.7,0.0,3.0,10.3,1.1,8.4,0.3,0.0,249.9,0.1,20.4,0.0,8.2,6.9,133.5,2.9,0.0,0.1,0.0,0.0,0.9,0.1,0.0,0.0,35.8,0.3,55.6,346.5
AUT Publishing activities,2162.5,0.7,1.6,0.0,1.0,0.0,0.6,9.0,3.0,6.7,17.1,0.1,0.1,0.0,0.0,0.8,1.7,0.6,0.0,1.6,0.7,0.1,0.3,0.1,0.0,0.0,0.4,32.6,2.0,96.1
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",1178.7,0.2,0.3,0.0,3.0,0.2,0.1,1.3,0.1,1.4,3.3,0.0,21.3,0.0,0.0,0.9,1.3,0.3,0.1,0.7,0.3,0.1,0.0,0.0,0.0,0.0,5.4,15.7,2.8,27.8
AUT Telecommunications,5804.6,0.4,0.6,0.0,0.9,0.6,23.0,1.8,2.3,2.3,42.6,0.0,0.8,1.5,0.4,0.7,6.7,1.1,1.4,0.3,0.1,0.1,0.1,0.1,0.9,1.9,9.3,0.8,2.4,85.1
"AUT Computer programming, consultancy and related activities; information service activities",4759.6,0.0,0.0,0.0,0.6,0.1,4.2,0.3,0.6,0.1,0.2,0.0,0.2,0.0,0.0,0.1,0.7,0.1,0.0,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.1,77.0
"AUT Financial service activities, except insurance and pension funding",9467.6,0.0,0.1,0.0,1.0,0.1,2.2,0.3,1.0,0.2,8.8,0.0,0.7,0.0,0.2,0.1,3.3,0.2,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.7,0.5,70.8
"AUT Insurance, reinsurance and pension funding, except compulsory social security",11135.3,0.1,0.1,0.0,0.2,0.7,1.1,0.8,0.2,0.6,3.8,0.0,0.7,0.6,1.8,0.4,5.1,0.7,0.2,0.6,0.1,0.1,0.0,0.0,0.1,0.2,0.7,36.8,0.5,8.1
AUT Activities auxiliary to financial services and insurance activities,928.6,0.0,0.6,0.0,0.1,0.0,0.2,0.1,0.1,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,21.5
AUT Real estate activities,34613.9,0.1,0.0,0.0,13.3,0.1,0.1,8.8,0.2,0.0,8.1,0.0,0.0,0.0,0.0,4.4,0.9,0.7,0.0,13.2,0.2,0.2,0.0,0.0,0.0,0.0,0.6,0.3,0.2,16.2
AUT Legal and accounting activities; activities of head offices; management consultancy activities,6237.4,0.1,0.4,0.0,4.9,0.5,303.4,3.5,6.6,7.8,2.0,0.0,13.3,0.9,0.0,5.0,1.8,1.3,0.1,9.3,5.8,0.5,0.2,0.1,0.0,0.0,0.5,40.5,5.6,112.5
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Other professional, scientific and technical activities; veterinary activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Administrative and support service activities,1603.7,0.0,0.0,0.0,14.2,0.1,0.2,0.4,0.7,1.2,1.1,0.0,0.2,0.0,0.0,1.7,0.3,0.7,0.0,1.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,66.9,10.2,41.9
AUT Public administration and defence; compulsory social security,32917.3,0.0,0.0,0.0,0.1,0.0,7.5,0.5,0.1,0.1,0.1,0.0,0.5,0.0,0.0,0.1,3.0,0.1,0.0,0.2,0.5,0.0,0.0,0.0,0.0,3.3,0.0,1.5,0.3,30.1
AUT Education,18484.1,0.0,0.1,0.0,0.1,0.5,4.2,0.4,0.2,0.3,1.2,0.0,0.6,0.3,0.0,0.2,2.6,0.5,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.0,0.5,3.9,0.3,706.5
AUT Human health and social work activities,24908.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,63.8
AUT Other service activities,9038.8,0.3,0.4,0.0,0.4,25.4,16.2,0.6,4.6,0.2,43.1,0.1,47.1,1.8,0.5,1.8,4.7,0.2,0.0,0.4,0.1,0.4,0.0,0.0,0.0,1.0,0.8,0.8,7.2,-7.3
AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,3267.6,0.0,0.0,0.0,0.0,1.6,1.0,0.0,0.3,0.0,2.5,0.0,2.9,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.4,-0.8
AUT Activities of extraterritorial organizations and bodies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUS Crop and animal production, hunting and related service activities",0.6,1218.3,3.6,0.8,1.1,0.4,0.0,73.2,3.5,5.3,13.4,4.4,0.2,0.1,0.3,35.8,2.4,0.5,0.3,4.2,0.8,8.6,0.4,4.4,2.9,0.4,0.1,6.4,47.5,15.1
AUS Forestry and logging,0.0,188.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
AUS Fishing and aquaculture,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
AUS Mining and quarrying,0.0,203.5,1.0,0.0,0.0,0.0,0.1,15.1,0.2,0.6,0.6,7.5,0.0,0.1,0.0,1.7,0.1,0.0,0.0,0.6,0.0,0.2,0.0,0.1,0.1,0.1,0.1,0.9,2.2,1.3
"AUS Manufacture of food products, beverages and tobacco products",9.0,4177.6,40.8,9.7,19.5,5.9,1.2,817.1,43.1,67.1,122.7,27.1,2.3,0.4,5.2,443.0,44.0,9.1,4.8,61.1,4.2,21.3,6.8,63.2,37.0,6.4,2.4,116.8,398.9,216.6
"AUS Manufacture of textiles, wearing apparel and leather products",2.2,577.8,8.3,1.2,0.5,8.4,0.6,542.1,13.8,113.8,113.4,60.9,0.1,0.3,2.3,151.6,13.9,4.1,0.8,12.9,13.6,22.2,10.1,3.0,49.6,1.7,1.1,28.0,281.3,44.6
"AUS Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",0.2,1001.5,0.5,0.1,0.1,0.5,1.4,15.3,0.7,2.4,1.4,1.0,0.1,0.1,0.2,4.6,1.6,0.2,0.4,1.0,0.3,0.6,0.2,0.5,0.3,0.1,0.1,3.1,7.0,0.5
AUS Manufacture of paper and paper products,0.1,164.5,0.6,0.2,0.2,0.1,0.2,24.0,0.6,3.6,1.4,4.2,0.0,0.0,0.1,2.2,0.2,0.1,0.1,4.0,0.2,4.3,0.1,1.1,0.6,0.1,0.2,1.4,17.9,1.7
AUS Printing and reproduction of recorded media,0.1,152.7,1.0,0.1,0.0,0.0,0.1,14.3,0.2,1.2,3.0,1.0,0.0,0.0,0.0,1.1,0.2,0.0,0.0,1.6,0.2,1.6,0.2,0.2,0.0,0.0,0.1,1.2,9.5,-0.0
AUS Manufacture of coke and refined petroleum products ,0.2,1047.7,1.5,0.8,0.3,0.2,0.5,19.6,0.9,2.5,1.8,21.6,0.1,0.1,0.2,3.8,0.5,0.2,0.2,2.0,0.2,2.5,0.2,2.0,0.8,0.3,0.9,4.0,97.6,8.2
AUS Manufacture of chemicals and chemical products ,0.6,290.9,5.5,2.2,1.6,0.5,1.0,72.3,2.6,5.4,4.9,9.1,0.2,0.4,0.3,14.5,1.1,0.3,1.1,9.3,0.4,6.2,0.8,6.1,3.8,0.9,0.3,17.2,102.5,5.8
AUS Manufacture of basic pharmaceutical products and pharmaceutical preparations,3.0,216.2,3.4,7.2,13.5,3.2,7.7,170.1,17.1,29.2,4.2,14.7,1.1,0.3,1.5,38.5,9.8,2.8,15.7,3.9,1.1,15.6,9.8,14.1,0.7,0.2,0.5,226.0,96.9,101.6
AUS Manufacture of rubber and plastic products,3.8,306.5,3.1,0.7,2.0,4.2,9.8,123.5,20.5,16.5,24.3,17.0,0.4,0.8,1.1,28.5,7.0,7.1,2.1,9.0,3.2,6.0,5.6,9.7,1.4,2.3,0.9,20.1,56.9,19.9
AUS Manufacture of other non-metallic mineral products,0.8,702.0,0.9,0.1,0.3,0.8,0.6,27.6,1.9,3.3,3.2,2.4,0.1,0.2,0.6,9.8,3.9,0.2,0.3,1.7,0.4,1.6,0.3,0.6,0.8,0.2,0.1,22.8,19.7,2.7
AUS Manufacture of basic metals,0.3,327.5,1.1,0.3,0.5,0.7,2.0,23.2,1.6,4.0,2.8,2.0,0.2,0.3,0.2,5.1,0.8,0.4,0.6,3.3,0.4,1.5,0.3,0.8,1.0,0.7,0.6,7.6,13.1,-0.0
"AUS Manufacture of fabricated metal products, except machinery and equipment",4.9,1071.3,10.7,2.9,3.4,9.3,28.7,283.1,24.5,39.2,31.9,17.0,2.1,3.9,1.7,69.7,13.6,7.8,9.9,10.4,5.3,16.6,4.5,5.8,7.6,7.2,3.0,114.2,97.1,71.3
"AUS Manufacture of computer, electronic and optical products",8.6,1239.0,26.8,4.7,20.7,9.2,25.1,620.5,35.6,244.0,140.5,44.7,6.3,6.8,0.8,124.8,24.2,23.5,6.6,23.0,12.9,37.9,18.4,16.6,9.2,5.7,16.4,103.9,344.0,278.6
AUS Manufacture of electrical equipment,12.5,320.9,25.6,8.4,18.4,23.8,24.2,519.4,51.6,72.7,104.6,44.5,3.0,4.5,5.3,85.3,24.4,10.4,4.4,57.0,10.3,19.9,9.3,5.9,4.7,8.1,7.4,208.2,254.4,120.6
AUS Manufacture of machinery and equipment n.e.c.,16.6,1428.7,55.7,13.6,37.0,37.9,178.4,964.3,126.2,183.6,132.9,134.9,16.8,20.8,8.7,294.6,31.0,26.5,32.0,50.8,25.8,106.7,18.4,58.9,135.0,66.1,68.2,426.4,621.2,393.2
"AUS Manufacture of motor vehicles, trailers and semi-trailers",40.8,345.3,100.9,9.3,7.3,17.1,37.5,1678.8,246.1,244.0,241.8,26.2,7.0,2.0,4.3,354.3,54.6,7.6,2.1,108.0,37.8,61.3,19.2,19.8,54.8,11.6,6.1,752.8,417.2,386.7
AUS Manufacture of other transport equipment,7.7,9.8,1.7,0.0,1.8,12.3,30.9,75.7,69.1,15.5,62.5,4.2,0.0,0.5,0.4,48.1,11.8,27.0,2.7,4.1,7.6,9.9,15.2,0.4,0.7,0.1,0.6,46.4,52.4,117.9
AUS Manufacture of furniture; other manufacturing,7.3,1586.0,12.1,3.4,3.2,38.0,4.1,614.4,30.7,114.4,60.7,19.9,2.1,4.8,2.3,156.6,98.9,15.8,2.1,29.0,19.5,19.1,5.7,3.9,17.0,3.5,0.7,149.8,247.1,50.2
AUS Repair and installation of machinery and equipment,0.2,517.8,1.5,0.5,0.5,0.4,1.5,29.7,1.2,16.9,2.5,2.9,0.2,0.2,0.1,4.8,0.5,0.4,0.3,8.2,1.4,1.2,1.1,1.9,1.0,0.5,6.4,5.9,13.3,13.5
"AUS Electricity, gas, steam and air conditioning supply",0.0,2152.5,10.1,0.1,0.0,0.1,0.7,62.7,0.2,0.7,1.1,1.9,0.0,0.0,0.1,2.4,0.0,0.0,0.0,1.4,0.0,0.7,0.0,0.1,0.0,0.1,0.1,1.6,4.5,4.4
"AUS Water collection, treatment and supply",0.0,27.0,0.3,0.0,0.0,0.0,0.0,1.2,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,-24.7
"AUS Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0.0,64.5,0.2,0.0,0.0,0.1,0.2,1.3,0.1,0.3,0.2,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.5,0.8,6.5
AUS Construction,0.2,17202.1,5.5,1.0,0.2,0.6,1.0,11.5,0.7,2.2,9.8,10.3,0.1,0.1,0.1,3.6,0.5,0.1,0.1,4.0,1.7,13.8,0.7,0.6,3.9,0.2,0.5,3.6,11.8,34.6
AUS Wholesale and retail trade and repair of motor vehicles and motorcycles,0.4,3460.4,1.3,0.4,0.7,0.6,1.7,32.4,2.3,5.5,4.1,2.5,0.2,0.2,0.2,7.0,1.3,0.5,0.6,2.2,0.5,2.0,0.6,0.9,1.3,0.4,0.4,11.8,16.5,7.6
"AUS Wholesale trade, except of motor vehicles and motorcycles",5.5,6838.8,18.7,5.2,9.8,9.4,21.3,413.1,31.9,86.3,56.9,38.3,2.6,2.8,7.4,107.5,20.0,7.2,8.6,37.8,8.0,27.1,8.9,13.4,18.6,5.6,8.1,156.5,236.0,493.6
"AUS Retail trade, except of motor vehicles and motorcycles",0.3,11526.5,1.6,0.2,0.3,0.5,1.9,22.6,1.5,3.4,4.1,1.5,0.1,0.1,0.4,5.2,1.0,0.3,0.3,3.2,0.3,1.9,0.3,0.6,0.7,0.2,0.2,6.9,17.2,16.9
AUS Land transport and transport via pipelines,2.2,3522.6,46.0,0.6,0.5,2.7,4.4,219.8,6.1,14.4,40.0,11.7,0.2,0.3,0.2,43.0,1.4,0.4,0.4,5.9,0.5,8.7,0.6,1.3,3.5,7.6,0.5,15.8,126.9,207.7
AUS Water transport,0.0,5.1,0.1,0.0,0.0,0.0,0.1,2.1,0.1,0.1,3.0,0.1,0.0,0.7,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.3,0.7,18.2
AUS Air transport,0.0,865.1,3.5,0.1,0.0,1.4,1.1,17.3,2.7,4.9,32.3,2.1,0.0,3.6,0.1,26.5,0.7,0.0,0.0,1.4,0.1,0.5,0.1,0.3,0.1,0.6,0.1,15.6,18.4,15.2
AUS Warehousing and support activities for transportation,0.5,339.0,23.5,0.1,0.2,0.3,0.5,84.1,2.5,6.7,7.3,3.5,0.1,1.4,0.0,21.7,0.4,0.1,0.2,1.0,0.3,1.3,0.2,0.3,0.7,0.7,0.2,2.8,18.0,15.8
AUS Postal and courier activities,0.0,225.1,0.5,0.1,0.0,0.0,0.2,12.2,0.8,0.6,17.0,0.9,0.0,0.0,0.1,0.4,0.0,0.0,0.0,1.3,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,3.7,49.9
AUS Accommodation and food service activities,0.9,9976.0,18.4,0.3,0.4,2.0,0.6,235.8,1.5,0.6,67.4,3.8,0.1,0.0,2.6,20.1,4.0,0.1,0.0,1.2,0.0,0.5,0.9,1.7,0.2,0.1,0.6,1.3,225.8,24.2
AUS Publishing activities,0.7,544.1,4.8,0.3,0.1,0.0,0.2,69.5,0.5,4.8,15.3,4.7,0.0,0.0,0.0,4.3,0.7,0.0,0.0,7.0,0.7,7.7,0.7,1.1,0.0,0.0,0.1,4.5,44.7,21.3
"AUS Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",0.8,569.2,3.1,0.3,0.4,0.1,0.0,31.7,0.2,3.5,5.2,0.2,0.9,0.0,0.0,2.7,1.9,0.9,1.2,3.4,0.3,1.3,0.6,0.7,0.0,0.0,6.5,4.2,15.3,12.7
AUS Telecommunications,0.4,2322.6,3.2,2.2,0.0,0.1,0.7,44.2,3.6,2.7,40.2,7.0,0.1,0.4,0.2,12.2,0.2,0.0,0.7,6.9,0.4,2.5,0.5,0.6,0.8,0.3,1.4,0.9,38.6,19.7
"AUS Computer programming, consultancy and related activities; information service activities",0.1,2458.6,0.2,0.1,0.0,0.1,0.3,20.2,0.3,0.9,1.8,1.0,0.0,0.0,0.0,1.5,0.1,0.0,0.0,3.5,0.6,1.5,0.3,0.5,0.1,0.0,0.1,1.0,42.3,68.4
"AUS Financial service activities, except insurance and pension funding",0.4,2001.7,2.1,0.2,0.5,3.3,0.3,45.6,15.8,1.6,48.2,35.6,0.9,0.0,2.3,3.3,6.1,0.8,0.0,20.4,1.5,21.3,1.8,1.4,0.5,4.4,0.4,3.5,131.5,324.6
