Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,772.4,0.4,2.3,565.3,140.8,10.7,41.1,141.2,67.4,19.6,864.7,468.6,909.2,200.5,97.6,104.2,11.9,79.8,34.7,55.7,76.3,36.7,0.0,65.3,136.7,2.4,1828.5,27.7,361.0,136.0,63.9,3.8,13.1,20.8,9.1,84.8,11.1,18.8,18.7,23.9,9.3,8.7,30.6,69.1,203.0,0.0,0.0,0.0,0.0,270.3,92.7,88.0,248.3,307.4,4.3,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,667.4,0.2,0.7,197.5,41.9,1.5,6.1,35.3,6.2,1.1,29.7,676.5,24.4,24.5,37.9,34.3,2.9,4.0,7.4,7.1,9.3,3.8,0.0,10.6,4.6,0.4,233.7,9.3,201.7,87.4,14.8,3.9,6.3,10.5,1.9,20.0,2.0,7.3,9.0,13.8,6.6,7.3,14.2,19.9,76.9,0.0,0.0,0.0,0.0,47.4,27.6,77.4,753.8,559.1,1.9,0.0
AUT Manufacture of rubber and plastic products,85.7,0.6,7.5,248.5,365.6,15.4,40.7,86.4,170.2,2.8,196.8,96.2,260.0,62.1,41.0,74.0,18.9,42.6,73.8,201.1,90.9,89.3,0.0,36.8,38.5,2.1,2710.4,110.6,455.7,197.2,268.2,3.6,16.8,15.2,47.9,71.0,19.5,9.0,10.4,12.0,5.1,5.2,11.0,225.4,81.3,0.0,0.0,0.0,0.0,73.1,149.8,62.7,133.8,176.0,3.8,0.0
AUT Manufacture of other non-metallic mineral products,29.1,0.2,0.6,137.8,247.9,1.3,44.7,7.4,4.2,0.6,64.4,67.0,20.6,1348.5,124.7,267.6,3.3,15.3,22.4,130.5,47.2,23.1,0.0,48.6,80.8,2.3,12218.1,52.6,197.4,45.5,25.6,1.9,7.1,12.5,2.9,61.3,2.5,4.7,11.2,14.8,4.7,5.7,20.0,86.2,99.3,0.0,0.0,0.0,0.0,37.5,33.5,38.6,82.0,138.1,1.2,0.0
AUT Manufacture of basic metals,44.1,0.1,1.6,627.5,48.0,3.7,28.1,24.3,12.6,3.1,22.4,12.0,31.6,89.4,3079.3,3291.5,59.1,361.7,567.8,497.7,426.5,226.6,0.0,57.3,31.1,1.7,4554.3,103.2,547.1,132.7,90.9,7.1,16.4,50.1,10.0,37.4,8.6,19.0,41.8,50.6,13.5,14.5,76.2,119.4,306.3,0.0,0.0,0.0,0.0,109.9,110.5,67.4,75.4,268.6,2.4,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",150.6,0.6,21.7,2053.4,320.6,7.5,116.3,67.8,20.6,1.6,119.1,45.4,98.3,539.7,396.2,1213.8,20.9,144.3,555.4,252.0,393.1,119.9,0.0,163.8,172.8,3.6,9302.9,60.5,395.4,382.7,439.8,16.4,24.1,45.1,73.3,134.9,8.4,39.1,47.6,45.8,22.2,17.2,53.0,247.9,239.9,0.0,0.0,0.0,0.0,148.3,353.2,245.0,200.1,381.7,16.9,0.0
"AUT Manufacture of computer, electronic and optical products",31.7,0.2,1.7,112.4,28.7,2.0,4.0,7.1,7.3,0.4,6.5,7.1,4.9,10.0,12.7,15.1,69.4,34.2,85.7,10.5,46.7,5.3,0.0,30.5,7.8,1.7,388.3,18.2,88.4,55.2,40.9,6.8,32.6,39.9,27.5,31.0,9.1,46.7,93.2,66.3,17.4,22.2,44.1,59.5,193.9,0.0,0.0,0.0,0.0,92.9,78.7,99.8,289.6,128.2,1.7,0.0
AUT Manufacture of electrical equipment,36.0,0.3,8.0,178.7,40.5,1.6,3.2,15.8,5.1,0.3,7.5,4.3,12.6,10.2,25.0,42.1,21.9,177.2,241.3,21.5,120.1,6.9,0.0,388.4,10.5,1.3,1595.0,46.0,60.1,36.3,61.6,1.9,5.3,13.4,20.6,19.7,2.1,12.8,119.6,18.8,8.0,3.3,15.0,36.4,95.3,0.0,0.0,0.0,0.0,42.3,38.1,27.1,43.7,158.2,2.6,0.0
AUT Manufacture of machinery and equipment n.e.c.,290.3,0.8,67.7,2171.7,231.9,5.8,18.9,34.6,54.1,1.3,52.1,23.0,26.7,91.6,123.2,219.8,17.6,63.6,566.3,107.9,236.2,19.8,0.0,153.3,54.1,2.0,1320.7,367.2,233.2,109.0,103.8,9.2,14.4,36.5,24.7,70.3,7.7,20.6,79.9,39.8,13.7,10.3,56.3,76.0,401.2,0.0,0.0,0.0,0.0,170.7,166.7,129.7,109.0,715.8,5.5,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",37.9,0.4,4.2,112.4,38.6,2.9,5.0,5.1,6.4,0.3,9.8,7.1,4.5,13.2,16.0,18.7,3.5,12.6,33.4,1144.0,12.6,9.1,0.0,15.1,4.2,0.4,290.5,1017.3,84.0,84.7,333.9,3.9,10.1,172.7,14.8,27.1,3.4,7.6,17.1,19.8,5.7,6.5,26.1,35.8,110.7,0.0,0.0,0.0,0.0,50.4,79.2,37.9,44.8,86.1,1.5,0.0
AUT Manufacture of other transport equipment,52.3,0.1,31.4,211.6,23.2,0.9,3.0,5.8,6.8,0.2,5.6,6.7,3.6,10.7,10.7,17.8,1.2,5.2,13.4,67.8,333.9,2.5,0.0,10.6,4.7,0.5,349.4,60.0,126.1,103.0,502.4,136.9,983.9,108.6,46.5,42.9,5.6,9.7,30.3,37.3,8.8,13.2,52.4,97.3,197.7,0.0,0.0,0.0,0.0,108.4,254.8,34.5,31.2,41.9,1.0,0.0
AUT Manufacture of furniture; other manufacturing,18.4,0.2,1.2,56.2,29.5,3.1,16.8,8.8,5.1,0.3,9.6,5.4,8.2,11.9,16.5,21.9,1.8,7.6,17.1,82.5,17.0,61.7,0.0,13.8,4.6,1.3,521.5,26.2,48.7,51.6,25.7,1.1,4.2,6.0,7.1,51.3,2.0,20.3,9.0,13.6,11.9,9.0,10.6,30.9,51.5,0.0,0.0,0.0,0.0,48.2,32.0,168.9,144.0,587.1,2.8,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",517.3,2.9,13.9,3137.8,1162.8,72.9,188.4,328.2,112.0,884.6,641.1,165.4,313.5,404.1,2640.2,314.6,11.1,38.6,82.0,261.0,154.4,127.3,0.0,18182.8,395.7,2.6,1391.5,46.3,662.0,1723.3,383.2,5.3,33.0,497.7,23.4,1439.4,59.9,79.7,453.0,93.0,128.5,50.9,137.0,786.6,688.3,0.0,0.0,0.0,0.0,968.7,2403.4,367.8,427.7,160.9,7.1,0.0
"AUT Water collection, treatment and supply",899.6,0.0,0.8,170.1,212.7,6.0,10.1,99.2,16.0,3.7,47.6,89.2,29.7,56.1,211.4,24.5,3.1,6.9,35.5,89.7,10.7,6.1,0.0,142.7,437.9,9.3,1405.2,45.7,97.3,38.6,98.2,5.7,5.7,57.5,2.3,340.5,21.2,12.9,153.2,6.6,23.2,43.3,56.8,420.9,1014.9,0.0,0.0,0.0,0.0,729.8,395.9,113.7,281.4,306.7,6.0,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",81.7,0.0,1.1,29.1,58.7,2.6,3.5,3.6,8.5,0.2,9.8,5.3,9.0,26.1,51.9,37.6,1.7,7.9,11.9,8.3,24.9,7.3,0.0,97.6,9.6,21.8,501.9,4.3,200.4,37.4,79.7,10.1,7.1,83.8,4.0,50.7,0.8,3.3,287.2,201.1,10.6,8.5,44.4,193.4,259.3,0.0,0.0,0.0,0.0,311.5,78.7,54.2,247.5,51.0,1.6,0.0
AUT Construction,1683.4,1.4,11.9,7508.5,295.6,14.0,373.7,59.7,65.8,5.1,54.5,60.6,44.7,112.3,230.4,124.1,24.6,42.6,109.3,88.8,73.3,189.2,0.0,2726.3,732.7,24.0,107952.7,86.4,3206.0,1295.8,1715.2,76.3,296.0,2392.3,94.0,1239.1,68.0,195.8,601.8,816.2,461.7,519.8,544.4,11500.0,2137.5,0.0,0.0,0.0,0.0,1318.8,5833.8,473.3,772.0,723.6,26.7,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,145.6,0.1,6.3,559.6,92.2,0.0,7.3,7.3,34.6,2.0,35.0,25.2,4.7,19.9,19.2,26.8,0.6,2.6,10.6,42.1,0.3,17.9,0.0,78.9,41.0,19.0,1130.5,52.0,495.0,183.2,3219.0,40.4,11.4,132.5,187.6,17.6,1.8,17.0,160.6,232.2,48.5,36.4,55.9,65.8,125.0,0.0,0.0,0.0,0.0,420.7,206.5,61.6,67.2,151.3,2.3,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",2214.5,81.2,101.0,3455.7,2851.0,227.0,406.4,281.0,330.9,48.1,951.2,571.7,416.1,487.5,1082.8,1027.9,293.0,329.2,1028.0,864.2,508.6,330.9,0.0,558.0,196.7,33.6,10205.7,1053.9,2778.9,1480.4,1920.8,103.3,840.0,333.5,310.4,1864.8,359.1,480.0,646.2,677.6,275.5,244.6,192.6,493.3,1200.7,0.0,0.0,0.0,0.0,1190.6,1141.1,1314.2,3467.7,2738.0,77.0,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",806.7,10.0,25.3,906.7,975.8,94.5,119.9,72.0,75.0,7.8,288.4,117.1,64.5,131.9,196.7,251.7,70.3,61.8,200.3,221.3,105.5,93.8,0.0,154.3,70.7,15.6,3037.3,272.5,1305.5,882.4,1387.3,25.5,115.9,152.1,146.7,833.9,31.7,130.0,176.7,192.1,180.8,86.9,74.0,209.5,349.1,0.0,0.0,0.0,0.0,485.3,392.2,471.7,1409.7,1258.5,35.8,0.0
AUT Land transport and transport via pipelines,1003.4,10.8,17.0,1377.2,2621.5,83.5,803.1,217.4,117.0,102.6,365.0,196.2,127.5,794.6,1626.2,501.0,37.6,80.9,161.0,179.6,116.8,134.6,0.0,220.8,59.8,15.2,5016.9,116.9,1732.8,551.5,3651.4,219.0,538.0,642.5,197.3,705.8,48.6,69.5,206.0,128.5,81.0,73.1,274.5,169.3,446.8,0.0,0.0,0.0,0.0,444.2,539.2,400.5,624.4,440.4,20.4,0.0
AUT Water transport,31.3,0.2,3.2,198.1,94.6,2.5,10.5,30.1,6.2,334.5,242.2,13.6,29.0,64.6,358.6,48.0,1.7,1.7,5.1,12.5,6.6,3.8,0.0,107.7,2.4,2.0,284.2,9.9,411.3,44.9,147.0,825.6,66.0,80.0,17.2,83.4,3.8,2.2,29.6,13.1,16.3,20.1,7.8,48.6,139.3,0.0,0.0,0.0,0.0,187.9,138.5,56.1,46.6,36.1,4.8,0.0
AUT Air transport,235.5,0.2,4.2,939.4,291.7,18.2,20.2,99.6,150.4,10.1,131.6,69.5,83.8,117.3,158.2,195.6,18.5,44.2,159.5,119.3,40.0,26.0,0.0,314.2,119.3,8.3,908.9,37.8,2260.1,618.1,314.5,70.3,568.5,452.6,401.1,227.8,47.6,200.0,795.7,1289.6,258.1,232.8,536.4,173.5,3198.3,0.0,0.0,0.0,0.0,1845.3,1901.9,817.5,384.3,813.3,23.5,0.0
AUT Warehousing and support activities for transportation,804.1,1.1,9.5,2086.5,1088.7,17.8,94.4,449.4,132.2,45.9,302.0,431.3,119.0,273.2,493.9,904.7,9.2,25.1,68.2,277.6,64.7,41.7,0.0,109.1,32.5,9.4,3777.5,146.2,6091.3,763.7,1738.7,420.1,1861.4,2012.0,178.8,261.6,30.9,33.5,763.0,128.4,214.5,120.9,110.0,391.7,1225.7,0.0,0.0,0.0,0.0,1197.1,1137.7,507.0,355.1,381.4,11.1,0.0
AUT Postal and courier activities,94.8,0.1,1.1,415.5,66.3,3.6,10.5,16.9,20.3,0.8,24.7,9.9,7.6,35.2,39.1,32.0,2.3,10.0,20.6,12.2,10.5,11.1,0.0,129.1,34.2,5.1,645.0,37.5,635.4,469.6,585.4,13.6,40.2,260.7,531.1,74.4,42.4,41.9,100.7,43.2,148.5,319.4,852.9,158.1,1081.3,0.0,0.0,0.0,0.0,731.9,624.6,371.5,490.7,363.7,14.3,0.0
AUT Accommodation and food service activities,176.2,0.1,4.4,1349.7,563.6,5.3,16.3,56.3,61.4,13.7,119.8,81.2,28.5,89.5,97.8,164.3,13.1,11.4,40.4,72.8,28.0,15.7,0.0,104.8,38.7,6.8,1881.1,16.5,610.5,398.9,226.8,36.0,186.4,254.2,86.5,143.5,25.8,102.1,262.7,121.6,257.3,103.4,127.1,104.8,1362.4,0.0,0.0,0.0,0.0,827.9,680.8,288.1,494.8,320.9,20.9,0.0
AUT Publishing activities,22.5,0.0,0.1,59.3,39.1,3.4,4.2,21.3,11.8,0.2,24.5,23.0,17.6,20.4,25.6,58.3,2.2,7.1,13.8,24.8,5.9,3.1,0.0,5.8,5.5,3.2,225.8,17.6,451.3,476.2,140.6,4.9,9.2,36.4,62.7,58.4,337.7,32.5,150.4,757.9,142.2,158.9,33.6,64.1,528.0,0.0,0.0,0.0,0.0,451.4,482.9,573.3,97.7,304.7,9.7,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",20.8,0.1,3.8,72.4,79.9,0.8,7.0,3.3,4.5,0.1,20.1,17.6,8.4,8.6,6.1,10.3,1.0,7.4,6.6,12.7,110.2,2.1,0.0,10.3,11.7,1.5,336.7,10.0,257.3,599.9,40.0,5.6,159.7,65.7,12.1,857.3,1.9,2474.4,555.9,82.1,240.0,41.4,31.1,266.8,1317.4,0.0,0.0,0.0,0.0,817.5,174.8,67.2,210.1,445.6,4.9,0.0
AUT Telecommunications,100.8,0.0,1.4,246.3,146.7,4.1,27.2,27.3,80.3,7.5,61.2,29.2,50.5,143.2,97.5,164.1,9.7,31.3,132.7,94.7,48.3,30.0,0.0,185.1,74.2,4.4,2324.6,200.2,1799.7,1466.4,430.1,18.4,65.5,564.2,163.9,229.8,36.9,669.6,9762.5,1257.4,730.4,420.3,1264.6,421.2,2507.3,0.0,0.0,0.0,0.0,1505.4,1765.6,922.2,711.5,1090.1,57.3,0.0
"AUT Computer programming, consultancy and related activities; information service activities",48.1,0.0,0.4,183.1,131.7,5.5,24.1,36.8,37.9,1.3,54.9,35.0,27.2,66.4,140.6,59.3,14.4,26.6,63.8,74.1,27.3,10.2,0.0,95.8,17.9,4.6,780.8,18.7,1218.0,1275.8,211.3,22.0,55.0,214.6,92.5,187.5,215.6,35.4,2132.1,4515.2,3948.6,3433.9,1867.3,238.9,2835.5,0.0,0.0,0.0,0.0,1651.9,4259.9,1067.8,384.0,608.1,57.9,0.0
"AUT Financial service activities, except insurance and pension funding",1440.7,0.3,21.0,3145.9,611.9,18.5,40.8,38.8,61.2,4.3,102.9,82.8,42.0,99.2,476.3,109.4,15.2,52.3,75.0,116.6,146.6,27.9,0.0,3191.9,1188.2,101.9,3140.9,77.0,1918.7,1111.2,857.3,327.9,84.8,1802.3,49.8,1073.8,141.1,209.4,788.6,353.9,9655.6,8674.4,964.0,25494.0,3743.5,0.0,0.0,0.0,0.0,1724.1,1689.1,1316.1,1425.8,491.8,32.4,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",242.5,0.1,4.9,364.1,77.1,6.4,16.7,10.3,11.2,1.3,13.9,12.8,14.9,22.7,83.8,42.0,3.6,11.2,15.2,16.8,18.3,11.1,0.0,136.3,33.8,16.1,603.0,59.4,361.6,301.2,211.8,31.7,93.6,130.3,282.6,203.4,8.3,13.8,43.7,96.5,1386.1,394.9,265.4,2616.4,696.3,0.0,0.0,0.0,0.0,276.3,196.9,97.2,244.4,154.7,4.5,0.0
AUT Activities auxiliary to financial services and insurance activities,1279.1,0.0,10.8,2476.4,366.0,15.2,35.6,42.9,62.9,3.8,94.1,41.8,42.4,102.9,462.3,114.0,6.4,21.9,66.2,97.1,24.3,30.7,0.0,2701.2,484.9,115.9,3137.1,100.6,1371.2,965.9,614.5,225.7,44.7,973.5,41.9,948.4,2.7,32.4,179.3,169.4,701.5,5562.8,833.1,3065.0,2314.8,0.0,0.0,0.0,0.0,1506.3,4696.5,716.0,877.1,215.2,2.0,0.0
AUT Real estate activities,1475.2,0.0,0.3,1045.7,393.3,7.0,43.6,129.7,67.8,6.4,53.7,31.0,43.2,167.3,131.2,359.7,8.4,30.1,78.5,183.1,153.4,8.8,0.0,65.5,9.3,21.0,4424.1,77.5,9981.2,8160.5,1596.0,149.3,363.4,1347.4,584.7,5185.7,152.5,306.9,1365.3,1550.5,657.9,1019.7,1280.7,7776.1,3487.1,0.0,0.0,0.0,0.0,8957.1,1814.2,1662.8,897.8,1110.8,54.3,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,2162.8,0.1,19.0,7207.9,1334.5,27.9,119.8,470.2,663.7,9.1,307.4,606.2,253.3,580.8,600.3,833.5,54.8,380.0,773.9,392.7,772.4,102.5,0.0,918.7,373.5,30.3,16815.4,408.6,5380.4,5019.2,2173.5,404.1,976.7,2135.8,188.4,745.6,519.4,804.2,2467.7,3151.1,527.2,784.4,5129.1,5596.5,20101.8,0.0,0.0,0.0,0.0,6000.1,4520.9,1093.3,1943.1,2951.5,44.2,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
