Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,879.4,41.8,6.9,558.1,163.7,43.1,76.8,176.1,125.7,240.6,1905.1,126.1,1379.6,158.0,106.0,103.4,71.6,74.6,34.1,142.6,54.5,56.1,0.0,60.2,173.6,3.5,1174.0,41.1,218.3,95.8,87.1,2.8,21.2,40.5,10.9,170.2,10.2,38.8,40.3,63.9,4.6,0.6,4.3,99.8,180.6,0.0,0.0,0.0,0.0,311.6,180.7,62.1,193.5,259.4,91.5,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,613.9,1.4,0.8,32.3,39.7,6.7,4.8,30.8,11.1,7.2,48.0,225.9,30.8,8.1,10.6,9.5,4.8,3.5,4.3,13.7,3.8,3.7,0.0,5.4,5.1,0.3,82.8,10.1,54.1,32.9,9.3,5.2,5.8,10.8,2.1,28.0,8.6,15.8,8.7,15.7,2.6,0.7,3.2,19.1,49.3,0.0,0.0,0.0,0.0,45.3,21.6,53.2,256.7,405.7,5.9,0.0
AUT Manufacture of rubber and plastic products,122.1,8.0,14.9,125.1,845.9,60.2,85.8,161.7,344.6,44.0,423.7,106.4,410.6,54.1,59.0,91.5,107.3,54.7,105.5,535.4,78.8,165.7,0.0,30.2,77.9,1.9,1867.5,118.8,377.3,183.4,187.7,3.1,64.0,96.6,56.8,190.1,34.8,12.0,172.3,67.5,3.5,0.4,1.5,180.7,91.7,0.0,0.0,0.0,0.0,109.7,306.4,69.8,93.3,132.7,23.0,0.0
AUT Manufacture of other non-metallic mineral products,52.8,26.6,3.3,77.0,263.7,8.4,45.8,11.7,11.7,6.6,95.3,30.3,69.4,1662.8,95.1,205.4,30.6,44.5,50.1,170.5,31.8,42.9,0.0,119.6,64.9,1.3,5560.2,71.7,184.1,59.3,21.8,0.6,5.7,13.3,3.2,111.9,4.2,5.0,12.7,10.3,2.6,0.4,1.9,108.7,41.8,0.0,0.0,0.0,0.0,52.2,71.3,23.4,62.5,105.5,14.7,0.0
AUT Manufacture of basic metals,36.9,5.9,3.9,523.5,71.0,54.6,85.2,32.6,61.3,49.9,107.3,10.0,137.2,165.5,7214.1,4753.8,617.5,1113.9,1455.1,1831.6,690.9,727.3,0.0,62.7,65.5,1.0,3832.2,55.6,549.7,117.9,46.3,1.2,7.7,20.1,10.8,63.2,5.9,11.5,35.8,29.5,3.1,1.1,7.5,235.6,122.9,0.0,0.0,0.0,0.0,63.4,118.7,31.1,41.2,317.0,10.8,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",103.4,38.9,33.0,657.7,408.1,37.6,174.3,58.3,21.5,11.4,127.8,32.0,185.5,174.0,392.1,1812.7,85.9,187.1,676.3,423.7,327.2,160.9,0.0,102.1,275.9,2.4,5989.1,89.3,236.9,197.5,267.0,2.4,17.6,50.4,60.9,233.0,17.9,42.1,159.4,48.8,8.2,1.7,2.0,259.1,91.3,0.0,0.0,0.0,0.0,70.6,309.1,190.6,95.3,245.5,37.0,0.0
"AUT Manufacture of computer, electronic and optical products",19.7,6.8,4.4,71.6,24.8,4.5,4.4,5.3,6.2,2.9,12.0,2.9,12.1,6.4,9.7,22.0,78.2,44.1,44.0,45.3,78.0,7.6,0.0,20.4,17.6,1.1,244.4,42.6,75.2,32.9,55.0,1.7,8.9,54.4,35.5,34.9,6.7,42.7,169.6,69.3,8.9,1.3,4.3,30.4,156.2,0.0,0.0,0.0,0.0,67.5,97.0,108.0,175.2,162.1,11.2,0.0
AUT Manufacture of electrical equipment,26.2,5.4,5.6,56.5,36.6,5.1,4.1,10.2,4.2,2.9,12.1,2.2,18.8,7.5,15.8,25.3,50.5,135.2,113.9,47.8,50.2,6.4,0.0,146.3,12.0,0.7,446.0,54.1,63.7,32.0,53.1,1.0,3.9,18.9,18.5,28.0,3.2,19.9,120.9,34.1,4.9,0.6,2.4,28.0,67.9,0.0,0.0,0.0,0.0,30.8,43.7,25.4,33.1,114.8,7.8,0.0
AUT Manufacture of machinery and equipment n.e.c.,95.9,57.3,29.2,391.7,93.3,15.8,22.1,14.6,23.1,7.9,28.8,9.2,26.4,33.1,49.2,94.9,43.0,62.2,175.1,158.1,88.5,17.8,0.0,64.8,30.8,1.8,468.1,215.4,131.7,76.5,51.8,4.3,14.4,39.1,15.7,65.7,12.0,23.1,71.5,44.7,13.1,2.9,9.4,55.4,169.4,0.0,0.0,0.0,0.0,93.9,112.2,65.5,55.7,251.3,11.3,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",36.6,6.4,9.5,67.0,23.9,6.0,4.1,4.3,5.6,1.5,7.5,3.6,7.2,11.3,16.4,21.4,12.2,14.8,43.8,2175.3,11.5,20.1,0.0,13.7,7.5,0.7,245.8,1583.4,146.2,142.0,506.1,3.8,53.2,154.2,24.3,37.9,3.5,9.1,104.2,37.6,3.0,1.3,6.9,38.4,107.8,0.0,0.0,0.0,0.0,65.9,111.5,52.1,18.2,81.7,7.3,0.0
AUT Manufacture of other transport equipment,26.7,1.2,13.8,109.7,8.5,2.1,2.4,1.6,1.7,0.9,2.7,1.4,9.8,2.1,5.2,6.7,3.4,2.9,14.1,18.9,228.8,3.7,0.0,4.5,2.9,0.2,112.5,15.0,143.6,38.0,313.9,97.4,624.6,180.5,1.5,10.8,1.6,3.1,7.7,11.3,1.9,1.0,3.5,22.0,46.4,0.0,0.0,0.0,0.0,59.0,186.2,7.9,6.7,19.9,1.7,0.0
AUT Manufacture of furniture; other manufacturing,21.7,3.8,4.3,33.0,56.3,48.6,38.0,11.8,9.8,2.5,26.1,5.9,23.7,10.0,62.0,67.5,8.8,9.5,22.3,117.6,16.6,78.2,0.0,13.8,13.4,1.2,478.9,39.7,126.3,75.7,21.8,0.7,5.1,11.2,7.3,126.5,2.8,21.9,29.2,17.6,2.1,0.2,0.4,25.8,47.6,0.0,0.0,0.0,0.0,23.6,93.8,226.3,102.8,209.2,11.7,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",153.2,4.0,6.1,1052.2,476.7,19.3,97.5,129.0,46.9,139.2,298.3,37.5,115.9,460.1,1854.8,101.9,68.5,31.3,64.9,139.9,30.0,19.9,0.0,4240.3,238.9,6.2,1267.3,126.3,376.4,281.4,90.8,4.4,12.6,331.8,37.8,590.9,17.4,57.5,196.4,121.1,28.1,3.7,4.2,223.9,418.5,0.0,0.0,0.0,0.0,386.6,345.4,505.8,223.1,265.4,51.2,0.0
"AUT Water collection, treatment and supply",527.6,1.4,2.3,133.5,129.8,14.8,9.2,30.8,7.3,23.8,80.0,10.8,25.1,23.9,68.4,10.1,9.6,5.0,19.2,66.3,2.3,3.4,0.0,97.8,359.0,3.8,552.1,78.9,97.2,33.1,160.0,2.3,2.3,171.4,9.5,232.2,7.4,10.6,211.3,49.7,8.3,6.8,5.7,395.8,584.3,0.0,0.0,0.0,0.0,373.3,219.1,41.7,89.6,94.0,39.0,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1.9,0.0,0.0,34.3,12.8,1.9,2.1,5.6,1.1,1.8,6.7,2.9,6.9,6.6,13.7,3.9,1.9,1.8,2.3,6.4,4.8,1.7,0.0,21.8,23.6,0.0,1195.3,9.1,35.8,20.2,3.6,0.7,3.0,5.7,1.5,11.4,1.4,2.0,9.6,4.8,1.6,1.1,1.2,21.6,13.1,0.0,0.0,0.0,0.0,19.6,18.6,3.1,27.3,19.2,1.5,0.0
AUT Construction,602.1,23.7,10.2,3032.6,268.3,23.4,78.6,51.1,38.1,429.0,80.7,39.3,90.7,64.7,228.9,87.7,54.8,28.8,56.3,158.6,57.0,16.1,0.0,1838.2,806.3,2.6,43056.2,87.0,1685.6,719.6,584.9,13.1,114.0,567.1,26.9,798.6,73.9,43.9,1405.2,335.7,56.0,25.2,81.7,2615.6,811.4,0.0,0.0,0.0,0.0,420.9,2782.0,100.9,139.2,237.6,37.2,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,292.6,108.0,33.2,286.2,225.8,0.9,16.0,19.4,63.6,20.2,97.9,14.7,5.7,25.7,13.8,21.3,4.7,2.4,13.6,80.5,0.7,18.3,0.0,156.0,46.4,3.5,679.2,14.0,645.9,687.0,1542.5,40.1,23.5,447.2,90.7,69.8,53.2,32.8,387.5,94.3,25.1,6.8,10.6,141.8,239.1,0.0,0.0,0.0,0.0,369.6,214.1,39.6,104.6,154.6,31.6,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1522.7,114.7,79.4,1416.2,2227.6,462.5,348.5,246.5,233.6,251.0,847.6,163.6,450.2,305.5,712.6,675.1,291.4,262.4,466.3,1365.1,336.0,307.2,0.0,326.5,246.3,28.2,4067.4,1094.7,1641.8,1005.9,1307.8,61.1,385.0,338.1,217.0,1629.4,107.8,218.1,811.8,383.3,99.1,19.5,27.4,438.9,893.6,0.0,0.0,0.0,0.0,675.8,928.2,786.7,1190.5,1267.1,174.6,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",485.0,50.4,25.3,290.3,658.7,201.8,68.0,50.8,59.8,38.8,190.7,46.0,77.1,70.6,116.6,122.8,49.7,40.7,76.0,248.3,59.1,64.3,0.0,99.4,58.8,8.4,1009.3,182.7,764.1,652.2,548.5,19.1,98.1,202.0,69.9,651.2,47.1,83.3,258.5,106.7,65.2,10.2,15.8,174.5,273.2,0.0,0.0,0.0,0.0,302.5,297.2,232.7,379.9,395.9,56.7,0.0
AUT Land transport and transport via pipelines,792.6,31.6,16.0,923.9,2141.8,113.6,436.6,167.7,77.0,95.3,387.8,58.3,195.0,578.5,971.2,292.4,56.2,70.8,116.3,211.4,55.5,131.5,0.0,266.5,57.5,6.3,1905.5,70.7,890.0,351.5,1080.5,26.0,95.0,347.2,73.9,571.5,63.4,49.8,284.7,93.4,35.5,9.8,22.2,135.3,278.3,0.0,0.0,0.0,0.0,272.9,571.1,238.0,240.9,276.9,42.5,0.0
AUT Water transport,9.0,0.4,4.9,300.1,73.5,8.9,8.0,31.7,4.2,248.7,103.4,9.6,51.0,143.2,472.1,47.3,6.0,3.4,58.8,15.3,1.7,4.3,0.0,139.0,0.6,2.4,91.7,5.9,151.6,54.6,13.2,581.1,16.0,13.7,21.5,60.1,12.1,1.4,91.8,77.2,12.3,2.2,1.9,56.1,261.2,0.0,0.0,0.0,0.0,130.3,166.5,43.0,37.2,25.2,20.9,0.0
AUT Air transport,144.5,3.4,4.1,397.7,230.6,50.2,34.0,53.2,83.4,46.3,115.9,38.0,82.1,56.6,65.4,100.8,54.5,36.6,96.8,128.3,33.7,17.3,0.0,160.5,101.5,3.5,367.0,29.0,1314.3,470.9,94.1,29.7,311.1,306.6,109.8,177.6,96.0,109.0,465.3,360.5,151.4,51.7,102.5,130.9,1786.2,0.0,0.0,0.0,0.0,938.5,1258.7,381.2,110.3,350.8,41.3,0.0
AUT Warehousing and support activities for transportation,686.0,4.5,11.5,662.2,765.7,37.3,184.5,258.9,62.1,64.4,407.0,137.5,125.8,111.7,189.3,268.6,18.0,16.3,42.2,262.7,22.6,21.3,0.0,27.3,14.2,2.1,1386.1,98.1,6169.4,492.3,437.2,524.4,861.1,1535.3,39.8,100.8,257.5,25.9,169.5,156.5,67.1,11.7,4.3,268.8,751.1,0.0,0.0,0.0,0.0,1016.6,943.8,157.7,59.1,143.2,17.7,0.0
AUT Postal and courier activities,37.9,4.1,1.1,110.3,43.4,7.3,3.9,6.5,10.1,1.2,15.9,3.7,3.8,20.2,9.2,11.7,6.6,10.0,14.4,7.6,3.0,8.0,0.0,36.9,26.8,9.9,188.9,96.1,597.8,498.6,251.1,3.2,21.0,176.2,195.3,243.2,88.4,54.4,348.0,176.4,111.3,54.4,138.7,83.9,816.1,0.0,0.0,0.0,0.0,364.8,440.0,216.3,162.1,281.6,93.7,0.0
AUT Accommodation and food service activities,128.4,3.4,5.2,180.2,447.1,17.7,18.4,32.9,39.7,128.1,102.3,46.4,32.4,46.2,42.1,91.2,29.7,8.2,21.7,84.3,7.0,13.5,0.0,83.6,32.3,4.2,125.8,24.1,613.2,241.5,105.5,7.4,60.5,184.3,45.8,68.2,97.4,64.7,193.0,131.5,114.9,26.8,43.1,78.8,825.0,0.0,0.0,0.0,0.0,474.2,460.2,131.7,52.0,164.1,41.5,0.0
AUT Publishing activities,30.5,0.9,0.2,60.1,30.5,11.5,39.1,34.2,15.2,6.3,28.0,15.1,18.0,13.7,10.6,35.1,73.8,8.6,15.2,49.2,3.7,4.4,0.0,19.7,20.8,4.8,159.0,42.5,457.0,576.6,38.6,2.3,14.8,59.2,51.1,121.5,85.0,49.2,223.6,276.7,36.0,1.4,5.3,270.3,755.8,0.0,0.0,0.0,0.0,379.9,328.8,739.1,60.9,206.8,44.4,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",25.0,3.9,0.3,27.3,87.2,2.0,12.5,2.6,3.7,4.7,14.6,13.1,13.6,8.2,4.0,9.3,3.4,4.9,4.6,99.0,0.8,3.0,0.0,8.9,9.9,1.9,131.7,14.5,146.7,330.4,20.0,3.1,16.9,29.9,7.4,981.2,646.1,1935.7,53.5,296.4,110.0,7.7,8.8,272.1,844.3,0.0,0.0,0.0,0.0,565.6,152.3,57.2,26.2,507.6,19.1,0.0
AUT Telecommunications,103.7,3.7,5.2,138.1,217.4,22.3,45.9,32.9,61.2,67.9,63.3,21.2,71.7,98.5,46.4,112.5,46.5,37.2,124.9,126.0,17.9,28.0,0.0,238.1,97.2,16.4,1464.2,225.8,1624.6,1290.7,282.7,14.3,72.7,783.0,97.8,466.4,60.9,187.2,431.0,405.0,237.0,40.2,247.1,464.0,1597.1,0.0,0.0,0.0,0.0,720.7,1364.7,517.6,358.0,714.9,176.3,0.0
"AUT Computer programming, consultancy and related activities; information service activities",29.1,0.4,0.5,74.8,119.6,22.2,19.8,23.0,28.2,12.6,55.5,24.4,36.7,46.2,106.5,35.6,58.1,20.7,39.7,161.0,8.3,11.0,0.0,114.6,13.2,12.7,267.7,30.3,1159.4,437.5,100.0,13.1,46.1,188.3,66.5,183.9,53.5,52.2,981.7,1710.6,363.6,313.3,275.4,213.5,1956.9,0.0,0.0,0.0,0.0,988.9,3450.0,549.9,172.2,298.9,197.1,0.0
"AUT Financial service activities, except insurance and pension funding",858.6,27.6,42.2,1057.2,402.4,43.9,56.6,47.5,64.3,49.8,117.4,44.6,67.0,68.6,184.8,130.5,61.9,38.3,46.2,90.6,27.9,30.1,0.0,1252.6,511.6,15.6,1774.9,156.9,1704.5,845.9,351.9,70.9,129.4,724.8,65.5,395.2,92.4,151.2,350.4,198.1,1183.1,1936.4,157.4,10792.9,1540.9,0.0,0.0,0.0,0.0,1117.6,771.0,418.4,557.9,418.6,148.0,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",216.4,17.9,15.4,248.3,254.0,4.5,13.4,21.5,13.1,11.0,26.0,11.6,21.0,30.7,12.8,23.4,8.8,4.7,9.2,58.9,23.8,3.8,0.0,9.8,2.2,1.2,971.0,203.1,401.9,310.0,72.4,1.4,4.0,44.6,11.1,284.3,90.5,69.4,47.0,69.4,105.4,12.6,50.5,411.4,249.0,0.0,0.0,0.0,0.0,223.7,113.8,25.7,89.4,232.8,10.7,0.0
AUT Activities auxiliary to financial services and insurance activities,295.2,0.9,2.2,463.0,63.3,5.1,2.6,7.7,10.5,3.0,13.8,5.7,13.6,21.7,4.2,5.8,8.1,5.1,15.3,6.1,0.8,5.4,0.0,82.4,263.3,1.4,4973.0,64.8,288.6,131.7,32.3,1.3,8.1,29.3,35.1,65.7,10.8,17.5,161.1,29.0,9842.1,5797.2,5341.4,85.9,394.1,0.0,0.0,0.0,0.0,108.1,2231.3,69.9,88.9,88.7,12.7,0.0
AUT Real estate activities,157.5,0.1,0.6,1144.9,252.6,23.4,45.3,46.8,45.5,35.3,51.0,9.7,38.8,70.1,303.4,143.2,55.1,10.1,23.5,147.5,73.8,4.6,0.0,26.4,3.4,2.1,4703.6,26.4,4497.2,1523.0,713.2,15.5,269.5,1057.0,265.4,905.6,33.3,219.2,1128.5,315.0,771.5,528.2,166.5,5578.8,1418.7,0.0,0.0,0.0,0.0,3557.9,309.0,147.5,21.1,591.6,19.1,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,1021.6,14.1,15.8,2243.6,769.1,88.3,137.6,232.6,230.0,55.3,289.2,251.5,253.5,278.1,211.2,331.2,328.7,202.6,327.9,861.4,91.6,73.4,0.0,427.4,375.6,9.1,7270.6,641.7,3508.6,3263.1,967.8,73.3,341.0,1314.7,88.4,984.2,285.6,345.9,576.0,2350.7,213.9,108.8,810.4,3538.2,10408.3,0.0,0.0,0.0,0.0,2615.7,2309.5,421.1,736.2,1453.7,165.6,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
