Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of basic metals,21.4,3.4,2.2,193.5,34.7,27.4,39.0,15.5,29.0,36.1,53.6,5.1,66.8,81.8,4824.2,2471.9,296.8,563.3,722.0,887.1,324.5,351.2,0.0,31.5,30.1,0.5,1289.6,23.7,246.8,54.6,21.1,0.6,3.7,9.4,4.6,31.1,3.1,5.6,17.9,15.7,1.4,0.6,3.7,103.3,55.9,0.0,0.0,0.0,0.0,27.3,54.2,13.9,17.3,139.0,4.8,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",81.1,30.0,25.6,343.2,272.2,17.2,111.6,38.8,14.2,11.9,90.4,22.2,127.4,121.4,370.8,1339.5,58.1,134.3,477.4,288.9,217.9,108.7,0.0,71.8,176.3,1.5,2844.0,52.4,149.3,123.8,162.7,1.5,10.5,30.0,35.4,156.0,12.1,27.3,107.3,32.7,4.9,1.1,1.3,158.5,52.8,0.0,0.0,0.0,0.0,40.4,191.4,114.7,52.8,155.2,22.4,0.0
"AUT Manufacture of computer, electronic and optical products",16.5,4.9,3.2,35.9,17.7,3.1,3.1,3.8,4.3,3.3,9.1,2.2,8.5,5.0,9.6,16.1,42.6,27.3,28.2,28.7,41.8,4.8,0.0,14.9,9.9,0.6,112.3,23.2,45.3,22.8,29.0,1.0,5.1,27.8,16.7,22.6,4.6,23.1,92.7,40.1,5.0,0.9,3.0,20.1,81.0,0.0,0.0,0.0,0.0,34.6,52.5,53.3,79.9,86.1,6.0,0.0
AUT Manufacture of electrical equipment,20.3,4.1,4.2,29.2,24.2,3.1,2.7,6.7,2.8,3.0,8.3,1.6,12.4,5.2,14.7,18.2,32.5,93.6,77.7,31.0,31.6,4.2,0.0,98.7,7.4,0.5,206.0,31.0,39.4,20.1,31.0,0.6,2.3,10.7,10.1,18.4,2.2,12.2,77.2,22.0,2.8,0.4,1.6,17.2,38.3,0.0,0.0,0.0,0.0,17.0,26.0,13.9,16.6,68.8,4.6,0.0
AUT Manufacture of machinery and equipment n.e.c.,78.6,46.5,23.9,214.3,64.1,11.5,14.2,10.0,15.8,8.3,21.0,6.7,18.4,23.5,48.3,71.4,29.3,45.7,129.2,109.3,60.7,12.0,0.0,46.5,20.2,1.2,224.2,133.8,85.7,49.4,30.8,2.7,8.4,23.2,8.8,45.4,8.4,14.8,46.5,30.3,7.7,1.8,5.8,34.8,100.9,0.0,0.0,0.0,0.0,55.1,71.5,39.3,30.2,161.9,7.1,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",26.2,4.5,6.3,33.5,15.9,3.0,2.6,3.0,3.8,1.6,5.4,2.6,4.9,7.2,14.4,15.0,7.8,9.9,27.6,1223.0,7.2,11.8,0.0,9.4,4.8,0.4,109.0,773.5,81.9,78.1,253.8,2.1,27.1,77.6,11.8,23.6,2.5,5.5,59.2,24.5,1.8,0.8,4.5,24.8,64.5,0.0,0.0,0.0,0.0,34.6,60.8,27.4,10.0,46.5,4.0,0.0
AUT Manufacture of other transport equipment,19.7,1.0,9.4,52.1,6.3,1.4,1.6,1.2,1.3,1.1,2.2,1.1,6.2,1.7,5.1,5.3,2.4,2.2,9.5,12.8,132.2,2.4,0.0,3.7,2.2,0.1,58.6,8.9,82.5,23.7,167.0,53.1,329.6,95.0,0.9,7.9,1.3,2.1,5.6,8.7,1.3,0.7,2.4,15.6,30.7,0.0,0.0,0.0,0.0,31.3,102.6,4.7,4.1,12.8,1.1,0.0
AUT Manufacture of furniture; other manufacturing,15.5,2.7,2.9,15.9,34.2,16.2,22.3,7.1,5.9,2.4,16.9,3.8,14.2,6.4,55.4,46.5,5.5,6.4,14.9,76.0,9.9,48.6,0.0,8.9,8.1,0.6,210.9,22.2,73.1,43.4,12.1,0.3,2.6,5.9,3.8,77.8,1.5,13.3,18.2,10.8,1.1,0.1,0.2,14.6,25.3,0.0,0.0,0.0,0.0,12.0,52.7,128.7,53.6,128.2,6.0,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",101.5,2.6,4.0,464.5,265.8,11.4,52.8,72.0,26.2,126.0,176.9,21.8,67.0,268.8,1480.7,63.1,39.2,18.8,38.3,80.7,16.8,11.5,0.0,2473.6,130.0,3.4,610.6,63.2,203.5,149.0,48.1,2.3,6.5,167.7,18.5,333.4,10.0,31.5,115.9,68.8,13.8,1.8,2.1,120.9,200.6,0.0,0.0,0.0,0.0,182.9,187.9,256.3,107.6,141.3,26.5,0.0
"AUT Water collection, treatment and supply",362.4,1.0,1.6,63.3,76.6,9.3,5.3,18.2,4.3,22.1,50.1,6.6,15.3,14.8,57.8,6.7,5.8,3.2,12.0,40.4,1.4,2.0,0.0,62.0,202.9,2.2,260.1,41.7,55.6,18.8,86.9,1.3,1.3,91.3,4.9,138.3,4.5,6.2,127.7,29.8,4.3,3.6,3.0,214.2,295.6,0.0,0.0,0.0,0.0,188.4,122.5,22.3,45.6,52.4,21.3,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",1.5,0.0,0.0,18.2,8.7,1.4,1.4,3.8,0.8,1.9,4.8,2.1,4.8,4.7,13.3,3.0,1.4,1.4,1.6,4.5,3.3,1.2,0.0,15.6,15.3,0.0,578.5,5.6,23.0,13.0,2.2,0.5,1.9,3.5,0.9,7.8,0.9,1.4,6.7,3.3,0.9,0.7,0.7,13.4,7.7,0.0,0.0,0.0,0.0,11.3,11.8,1.9,16.0,12.7,0.9,0.0
AUT Construction,363.0,14.1,6.0,1245.6,130.4,11.2,38.0,24.4,17.5,347.6,41.0,18.3,45.9,32.5,167.5,45.9,27.0,14.5,28.2,76.0,28.7,7.4,0.0,1022.1,409.7,1.2,16299.6,35.3,818.1,331.9,278.5,6.0,46.8,253.8,10.8,406.9,33.7,19.4,753.7,165.0,21.5,9.6,32.0,1234.5,313.0,0.0,0.0,0.0,0.0,160.9,1365.6,41.3,54.9,102.4,15.8,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,197.9,71.9,22.3,129.2,131.0,0.6,9.0,11.3,37.0,18.1,60.5,8.9,3.4,15.6,11.5,13.7,2.8,1.5,8.4,48.3,0.4,10.9,0.0,94.6,25.8,2.0,280.4,7.3,355.1,375.7,821.6,22.1,12.5,234.1,46.1,40.8,31.7,18.7,228.5,55.4,12.9,3.5,5.5,74.9,119.2,0.0,0.0,0.0,0.0,182.0,115.9,20.9,52.4,86.4,17.0,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1024.1,76.6,53.7,648.4,1293.1,271.6,195.2,142.1,135.1,226.9,514.7,96.2,262.6,185.8,586.4,431.7,169.4,162.3,285.3,819.7,191.6,181.4,0.0,198.9,137.0,16.0,1684.2,572.7,897.4,543.5,710.6,34.2,210.7,175.2,109.7,949.4,62.9,121.9,471.1,218.9,49.8,9.8,14.0,231.9,437.6,0.0,0.0,0.0,0.0,330.0,494.0,406.1,586.0,693.7,92.3,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",334.2,34.5,17.2,134.8,381.6,110.1,39.4,30.2,35.5,36.0,120.3,28.0,46.4,44.1,99.4,80.9,30.3,26.2,48.0,152.4,35.0,37.8,0.0,62.2,33.6,4.8,430.0,97.6,429.5,361.9,301.5,10.7,53.6,109.2,36.4,379.4,28.8,48.5,156.6,63.7,34.3,5.4,8.5,95.9,139.8,0.0,0.0,0.0,0.0,154.9,162.5,124.9,192.5,225.8,30.4,0.0
AUT Land transport and transport via pipelines,449.8,17.6,9.0,350.2,1042.5,58.9,206.0,81.8,37.6,71.5,200.9,29.6,98.4,295.4,675.3,158.0,28.1,37.2,59.9,106.5,27.1,66.0,0.0,135.8,26.8,3.0,661.4,31.0,410.8,161.6,482.8,12.0,42.5,152.7,31.6,280.6,31.8,23.9,141.0,46.1,15.4,4.2,9.8,60.5,116.9,0.0,0.0,0.0,0.0,113.6,259.6,105.6,101.4,131.1,19.2,0.0
AUT Water transport,5.3,0.2,2.9,117.2,36.9,4.7,3.9,15.9,2.1,192.0,55.2,5.0,26.5,75.4,338.3,26.3,3.1,1.9,31.2,7.9,0.9,2.2,0.0,72.9,0.3,1.2,32.8,2.7,72.1,25.8,6.1,276.0,7.3,6.2,9.5,30.4,6.2,0.7,46.8,39.2,5.5,1.0,0.9,25.7,112.6,0.0,0.0,0.0,0.0,55.6,77.9,19.6,16.2,12.0,9.7,0.0
AUT Air transport,95.1,2.2,2.6,173.0,129.6,29.9,18.8,30.0,46.8,40.9,69.2,22.4,47.8,33.5,53.0,62.9,31.3,22.1,57.1,74.9,16.8,10.0,0.0,94.0,54.1,1.9,150.3,15.1,696.3,249.6,46.1,15.1,154.6,155.6,53.8,102.6,56.2,60.0,264.0,204.0,75.4,25.9,51.9,69.9,857.4,0.0,0.0,0.0,0.0,444.2,653.7,193.9,54.1,193.5,21.7,0.0
AUT Warehousing and support activities for transportation,425.3,2.7,7.1,274.0,407.3,21.1,95.1,137.9,33.1,52.7,230.4,76.2,69.3,62.3,143.8,158.5,9.8,9.4,23.8,144.5,12.0,11.7,0.0,15.2,7.2,1.1,524.3,46.9,3109.2,246.7,213.4,264.1,419.4,736.5,18.5,53.9,140.5,13.5,91.5,84.2,31.5,5.5,2.0,129.8,343.1,0.0,0.0,0.0,0.0,456.6,468.0,76.4,27.2,72.4,8.7,0.0
AUT Postal and courier activities,25.0,2.6,0.8,48.6,24.6,4.4,2.2,3.7,5.7,1.0,9.6,2.2,2.3,12.0,7.5,7.4,3.8,6.1,8.6,4.4,1.7,4.7,0.0,21.9,14.5,5.5,76.1,48.9,320.7,266.1,130.5,1.7,10.9,90.0,96.9,138.7,51.3,30.3,200.2,101.1,55.7,27.3,70.3,43.3,396.9,0.0,0.0,0.0,0.0,176.5,232.3,111.5,79.5,153.2,49.2,0.0
AUT Accommodation and food service activities,89.7,2.3,3.6,84.8,266.9,11.3,10.8,19.8,23.8,117.8,65.0,28.9,20.2,29.1,36.4,60.6,18.3,5.3,13.8,52.4,4.3,8.4,0.0,52.3,18.4,2.4,58.0,13.1,350.9,137.9,58.5,4.2,33.7,100.8,24.2,42.8,60.0,38.2,118.2,79.9,61.4,14.7,23.4,48.6,424.7,0.0,0.0,0.0,0.0,242.8,256.7,71.9,27.3,96.7,23.1,0.0
AUT Publishing activities,24.1,0.7,0.2,31.6,20.7,8.1,25.2,22.7,10.2,6.9,19.9,10.6,12.6,9.7,10.3,26.0,50.0,6.3,10.8,34.1,2.5,3.0,0.0,13.9,13.3,3.1,77.4,25.5,287.0,360.0,23.7,1.5,9.6,36.5,29.6,82.2,58.1,32.1,150.3,185.5,21.3,0.9,3.6,164.2,431.2,0.0,0.0,0.0,0.0,216.9,203.5,444.1,35.3,132.9,27.4,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",19.6,2.9,0.2,14.6,56.9,1.5,8.1,1.9,2.6,5.4,10.3,9.1,9.5,5.8,4.2,7.1,2.4,3.5,3.3,66.7,0.6,2.1,0.0,6.4,6.2,1.2,63.7,8.8,91.3,202.6,12.1,1.9,11.0,19.3,4.3,639.1,428.1,1227.4,35.7,194.0,63.2,4.5,5.6,162.0,470.1,0.0,0.0,0.0,0.0,314.7,93.1,34.3,15.4,324.8,11.7,0.0
AUT Telecommunications,79.0,2.8,3.8,75.9,138.5,15.1,28.4,21.1,39.0,68.0,42.9,14.2,47.3,65.7,43.0,79.3,30.5,25.6,83.9,83.2,11.5,18.3,0.0,163.4,61.4,10.1,754.0,128.7,979.7,772.6,166.1,8.7,42.4,448.4,54.3,299.7,39.8,116.8,281.4,261.4,132.7,22.6,140.3,275.6,873.9,0.0,0.0,0.0,0.0,392.7,813.7,298.4,196.6,438.4,103.6,0.0
"AUT Computer programming, consultancy and related activities; information service activities",24.8,0.3,0.4,42.0,82.8,16.3,13.3,16.1,19.6,13.5,40.8,17.7,26.4,33.5,104.5,27.5,41.2,15.6,29.2,115.0,5.8,7.9,0.0,82.5,9.1,8.4,137.0,19.3,755.1,285.9,63.9,8.6,29.4,117.8,40.0,128.2,38.1,35.6,682.4,1185.9,220.0,190.0,169.4,137.2,1160.1,0.0,0.0,0.0,0.0,574.9,2201.5,342.7,102.8,199.7,125.3,0.0
"AUT Financial service activities, except insurance and pension funding",590.0,18.7,28.9,485.1,237.3,27.6,32.3,28.1,38.0,45.1,73.7,27.4,40.9,42.5,155.7,85.4,37.5,24.4,28.9,55.4,16.5,18.3,0.0,771.6,288.6,8.9,745.5,83.2,952.5,470.6,190.6,39.6,69.9,385.5,33.9,234.9,56.0,87.7,209.9,118.7,616.3,1011.8,83.2,5791.1,782.3,0.0,0.0,0.0,0.0,577.3,424.1,224.5,283.6,239.3,81.0,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",145.3,11.8,10.3,111.6,146.4,2.8,7.5,12.4,7.6,9.7,16.0,7.0,12.5,18.6,10.7,15.0,5.3,2.9,5.6,35.2,13.8,2.3,0.0,5.9,1.2,0.7,399.1,105.0,220.9,168.8,38.5,0.7,2.2,23.5,5.7,165.3,53.5,39.4,27.8,40.6,53.9,6.6,26.1,217.6,123.9,0.0,0.0,0.0,0.0,111.4,61.1,13.5,44.5,129.9,5.7,0.0
AUT Activities auxiliary to financial services and insurance activities,215.6,0.6,1.6,225.8,39.9,3.4,1.7,4.9,6.7,3.1,9.3,3.8,8.9,14.3,3.9,4.2,5.2,3.5,10.2,4.2,0.5,3.5,0.0,54.0,157.8,0.8,2216.0,36.6,171.9,78.3,18.7,0.8,4.8,17.0,19.3,42.0,7.1,10.8,102.7,18.5,5447.0,3218.5,2992.5,49.9,212.7,0.0,0.0,0.0,0.0,59.0,1302.8,40.0,48.1,53.7,7.5,0.0
AUT Real estate activities,106.6,0.1,0.4,517.0,146.6,14.5,25.5,27.2,26.4,31.5,31.5,5.9,23.3,42.7,251.6,92.3,32.8,6.4,14.5,88.5,42.9,2.7,0.0,16.0,1.9,1.2,1942.3,13.7,2473.4,833.2,380.0,8.5,143.2,553.3,135.0,529.6,19.9,125.2,665.4,185.0,395.8,271.9,86.5,2948.5,707.3,0.0,0.0,0.0,0.0,1799.4,167.2,77.9,10.6,340.8,10.3,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,680.4,9.2,10.5,997.5,439.4,53.8,76.2,133.1,131.6,48.6,175.8,149.7,150.0,166.7,172.3,210.0,192.6,125.0,198.2,508.9,52.4,43.2,0.0,255.3,205.4,5.0,2955.6,329.3,1899.5,1757.3,507.7,39.6,178.4,677.4,44.3,566.5,167.5,194.5,334.2,1358.7,108.0,55.1,414.3,1840.9,5108.1,0.0,0.0,0.0,0.0,1273.0,1229.8,218.9,362.9,801.8,87.7,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Advertising and market research,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
