Unnamed: 0,"AUT Crop and animal production, hunting and related service activities",AUT Forestry and logging,AUT Fishing and aquaculture,AUT Mining and quarrying,"AUT Manufacture of food products, beverages and tobacco products","AUT Manufacture of textiles, wearing apparel and leather products","AUT Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",AUT Manufacture of paper and paper products,AUT Printing and reproduction of recorded media,AUT Manufacture of coke and refined petroleum products ,AUT Manufacture of chemicals and chemical products ,AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,AUT Manufacture of rubber and plastic products,AUT Manufacture of other non-metallic mineral products,AUT Manufacture of basic metals,"AUT Manufacture of fabricated metal products, except machinery and equipment","AUT Manufacture of computer, electronic and optical products",AUT Manufacture of electrical equipment,AUT Manufacture of machinery and equipment n.e.c.,"AUT Manufacture of motor vehicles, trailers and semi-trailers",AUT Manufacture of other transport equipment,AUT Manufacture of furniture; other manufacturing,AUT Repair and installation of machinery and equipment,"AUT Electricity, gas, steam and air conditioning supply","AUT Water collection, treatment and supply","AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",AUT Construction,AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,"AUT Wholesale trade, except of motor vehicles and motorcycles","AUT Retail trade, except of motor vehicles and motorcycles",AUT Land transport and transport via pipelines,AUT Water transport,AUT Air transport,AUT Warehousing and support activities for transportation,AUT Postal and courier activities,AUT Accommodation and food service activities,AUT Publishing activities,"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",AUT Telecommunications,"AUT Computer programming, consultancy and related activities; information service activities","AUT Financial service activities, except insurance and pension funding","AUT Insurance, reinsurance and pension funding, except compulsory social security",AUT Activities auxiliary to financial services and insurance activities,AUT Real estate activities,AUT Legal and accounting activities; activities of head offices; management consultancy activities,AUT Architectural and engineering activities; technical testing and analysis,AUT Scientific research and development,AUT Advertising and market research,"AUT Other professional, scientific and technical activities; veterinary activities",AUT Administrative and support service activities,AUT Public administration and defence; compulsory social security,AUT Education,AUT Human health and social work activities,AUT Other service activities,AUT Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,AUT Activities of extraterritorial organizations and bodies
AUT Manufacture of chemicals and chemical products ,888.0,36.2,6.5,865.9,191.3,41.5,81.6,194.4,128.0,177.7,1896.9,231.9,1454.5,176.3,95.5,115.9,72.8,90.2,39.8,142.4,63.0,59.7,0.0,59.6,181.1,3.3,1620.0,45.2,266.9,126.1,95.0,3.4,22.9,45.3,12.5,180.4,11.5,40.5,40.7,63.0,6.6,2.0,10.2,104.9,224.0,0.0,0.0,0.0,0.0,350.0,184.4,76.9,237.3,314.0,90.4,0.0
AUT Manufacture of basic pharmaceutical products and pharmaceutical preparations,631.7,1.1,0.7,88.8,44.0,5.1,5.1,32.1,10.6,4.9,44.1,296.9,29.9,10.7,9.5,12.8,5.3,3.8,4.9,13.1,4.5,3.9,0.0,5.5,4.9,0.3,117.5,10.5,80.8,48.3,11.0,5.6,5.9,12.2,2.3,28.5,7.7,15.7,8.9,16.4,3.7,2.3,5.5,18.6,60.9,0.0,0.0,0.0,0.0,49.6,23.7,63.1,344.2,454.1,5.8,0.0
AUT Manufacture of rubber and plastic products,115.4,6.7,14.7,230.5,922.3,56.4,93.8,175.1,368.2,31.9,418.0,122.6,431.6,62.3,53.2,100.3,112.5,62.7,117.3,553.6,91.4,181.3,0.0,30.2,77.7,2.1,2643.5,139.3,452.9,238.7,236.1,3.9,67.7,103.3,69.8,196.3,37.6,13.0,168.5,65.5,4.7,1.2,3.4,223.5,111.0,0.0,0.0,0.0,0.0,120.9,321.1,80.5,112.3,169.2,23.1,0.0
AUT Manufacture of other non-metallic mineral products,52.8,25.1,3.0,144.4,345.2,7.4,57.2,12.6,11.4,4.8,106.0,44.8,71.1,1859.9,92.3,265.0,32.6,48.3,56.2,189.4,38.5,51.0,0.0,113.7,76.6,1.6,8417.4,83.3,220.0,72.7,25.6,0.9,6.1,16.1,3.8,120.9,4.3,5.9,13.8,13.3,3.8,1.4,5.1,129.5,65.5,0.0,0.0,0.0,0.0,60.7,76.0,27.7,72.3,133.1,15.9,0.0
AUT Manufacture of basic metals,39.5,4.9,3.9,810.4,78.7,44.8,78.4,32.9,48.7,39.1,94.9,12.7,116.2,145.8,5786.0,4625.6,533.4,1007.6,1349.1,1568.5,650.9,650.6,0.0,72.9,59.9,1.2,4662.3,83.1,666.6,141.4,67.2,2.4,9.9,31.6,12.6,70.2,6.8,15.4,40.9,38.8,6.2,3.4,20.5,214.3,187.2,0.0,0.0,0.0,0.0,77.9,128.4,50.5,53.9,336.2,11.0,0.0
"AUT Manufacture of fabricated metal products, except machinery and equipment",114.7,34.0,33.2,1418.2,445.2,34.6,192.2,63.1,22.7,9.4,139.1,37.3,188.1,241.5,382.8,1929.0,91.6,209.6,744.5,457.8,385.7,183.2,0.0,103.2,274.6,2.7,8047.6,98.4,282.2,276.9,358.9,5.5,22.0,59.8,75.4,254.2,18.4,48.8,159.1,54.4,12.6,4.2,8.1,292.2,135.1,0.0,0.0,0.0,0.0,92.2,349.3,230.7,125.3,306.0,40.1,0.0
"AUT Manufacture of computer, electronic and optical products",22.7,5.1,3.7,114.0,31.5,5.3,5.2,6.3,7.1,2.3,12.0,4.3,11.3,7.5,9.1,22.4,86.2,45.4,57.4,43.0,79.5,8.5,0.0,20.5,15.5,1.3,313.4,42.5,80.4,41.7,54.6,2.2,10.8,55.6,37.0,38.9,7.9,44.6,161.5,70.3,12.3,5.5,10.0,34.9,174.1,0.0,0.0,0.0,0.0,73.8,96.7,119.8,216.6,166.1,10.5,0.0
AUT Manufacture of electrical equipment,30.3,4.8,6.2,117.2,46.9,5.3,4.7,12.8,4.5,2.3,12.3,3.2,20.4,8.8,15.1,30.8,66.0,180.1,163.9,53.4,72.3,8.3,0.0,181.4,13.0,0.9,784.0,64.7,72.7,40.9,67.2,1.4,4.7,22.2,24.4,33.4,3.3,23.4,150.8,37.5,7.3,1.4,5.0,33.5,86.4,0.0,0.0,0.0,0.0,37.9,49.8,31.0,44.2,149.5,8.9,0.0
AUT Manufacture of machinery and equipment n.e.c.,110.9,48.8,30.4,842.0,111.7,15.4,22.8,16.8,24.0,5.6,30.9,11.2,27.1,37.5,42.9,107.8,46.2,70.4,224.6,161.2,108.8,19.7,0.0,64.2,31.7,1.8,664.7,232.9,147.7,95.0,65.4,5.6,15.2,46.5,19.0,69.9,11.9,25.5,79.0,49.9,17.4,5.8,19.5,63.9,231.1,0.0,0.0,0.0,0.0,115.7,125.3,76.8,70.3,304.0,11.7,0.0
"AUT Manufacture of motor vehicles, trailers and semi-trailers",41.0,5.4,9.2,125.9,31.2,6.0,5.0,4.9,6.0,1.3,8.6,4.4,7.3,13.6,15.6,23.5,13.4,17.9,50.5,2571.8,13.2,23.4,0.0,13.6,7.2,0.7,343.4,1984.5,153.8,169.4,639.6,4.7,53.6,234.6,29.9,42.4,3.4,10.5,106.5,37.8,4.2,2.6,13.1,39.4,125.9,0.0,0.0,0.0,0.0,74.7,143.3,63.7,25.5,104.8,7.8,0.0
AUT Manufacture of other transport equipment,31.0,0.9,15.4,184.3,12.0,2.1,2.9,2.4,2.4,0.7,3.5,2.4,9.5,3.3,5.6,10.2,4.2,3.8,15.7,33.5,245.8,4.0,0.0,5.0,3.7,0.2,183.6,26.1,152.4,55.3,385.9,113.3,771.9,195.2,13.2,16.9,2.3,5.1,14.1,18.8,5.1,4.0,11.6,45.4,88.8,0.0,0.0,0.0,0.0,77.7,216.2,12.7,10.4,25.8,2.1,0.0
AUT Manufacture of furniture; other manufacturing,21.6,3.3,3.9,58.9,58.3,32.6,50.2,12.9,9.9,1.9,25.1,6.5,22.7,11.0,56.6,70.1,9.1,10.7,24.6,138.2,19.9,125.1,0.0,13.0,13.0,1.3,679.2,43.8,124.5,87.8,27.0,0.8,5.4,13.2,9.6,131.4,2.8,29.9,29.3,18.7,5.1,1.7,2.0,31.4,57.7,0.0,0.0,0.0,0.0,32.3,92.4,248.2,134.0,284.0,11.7,0.0
AUT Repair and installation of machinery and equipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"AUT Electricity, gas, steam and air conditioning supply",213.9,3.7,6.6,2003.2,651.3,27.9,111.2,183.4,53.9,142.4,356.6,70.5,160.3,460.8,2011.4,153.2,76.4,34.9,72.5,163.8,41.6,39.4,0.0,6615.5,289.7,5.6,1436.3,131.5,454.8,598.5,155.0,11.9,17.5,409.1,41.5,809.3,25.7,68.8,266.3,127.4,54.0,17.9,28.6,339.1,565.3,0.0,0.0,0.0,0.0,555.7,883.0,560.5,295.8,285.2,52.5,0.0
"AUT Water collection, treatment and supply",552.4,1.2,2.4,234.1,161.9,15.5,10.8,43.1,8.7,19.1,80.1,26.8,28.0,28.1,62.1,12.6,10.1,5.8,24.0,75.6,3.5,4.3,0.0,110.7,572.8,6.5,768.7,82.1,100.4,39.1,168.1,3.1,2.8,178.2,9.6,270.5,9.1,12.3,224.0,47.2,13.1,15.1,15.8,410.0,755.9,0.0,0.0,0.0,0.0,463.2,265.3,56.2,122.2,130.8,40.0,0.0
"AUT Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",15.6,0.1,0.2,48.1,24.0,2.2,2.6,5.4,2.1,1.3,7.7,3.5,7.7,9.7,12.9,8.2,2.4,3.0,4.2,7.5,8.1,2.8,0.0,29.7,21.5,5.5,1268.1,9.1,63.6,25.9,16.8,2.2,3.8,22.7,2.2,18.8,1.3,2.5,62.7,41.7,2.8,2.1,9.4,60.9,57.5,0.0,0.0,0.0,0.0,69.0,32.3,12.0,58.1,26.0,2.0,0.0
AUT Construction,837.5,24.7,13.0,6060.0,348.3,31.8,169.4,63.8,50.6,338.6,95.4,54.6,103.4,80.4,241.5,117.0,71.1,40.0,80.3,195.8,81.6,50.7,0.0,2016.1,909.8,7.1,67479.1,112.5,2221.4,1037.1,982.0,26.4,170.7,1059.3,46.6,1059.8,97.6,84.8,1624.7,501.9,131.0,97.2,202.3,4379.4,1334.8,0.0,0.0,0.0,0.0,708.0,3806.0,195.2,267.5,379.4,53.6,0.0
AUT Wholesale and retail trade and repair of motor vehicles and motorcycles,287.0,98.0,31.0,550.4,241.7,0.9,17.2,19.7,65.8,15.6,98.2,19.8,6.3,26.4,12.9,24.9,4.9,2.9,15.6,85.3,0.7,22.0,0.0,140.0,50.1,8.8,969.1,24.3,704.0,732.7,2157.2,49.4,25.1,484.6,132.0,73.4,52.2,36.5,417.2,144.4,39.6,16.2,25.5,144.5,283.2,0.0,0.0,0.0,0.0,459.5,253.1,51.8,119.4,184.6,33.1,0.0
"AUT Wholesale trade, except of motor vehicles and motorcycles",1708.7,117.4,84.0,2527.4,2796.9,525.1,406.8,283.8,267.9,197.5,951.8,275.5,484.7,346.9,732.2,813.6,350.1,317.8,620.9,1476.2,410.7,368.7,0.0,345.2,251.5,29.0,5987.8,1273.4,2014.8,1368.3,1576.9,74.5,486.0,422.6,272.9,2029.9,169.6,292.1,918.5,456.1,177.1,61.5,67.2,500.2,1174.9,0.0,0.0,0.0,0.0,869.9,1099.3,1034.9,1846.2,1715.8,196.2,0.0
"AUT Retail trade, except of motor vehicles and motorcycles",609.6,55.1,29.6,639.9,926.3,237.1,92.6,66.7,76.7,35.3,253.0,70.7,91.2,90.5,130.5,174.1,68.5,55.3,113.4,312.6,80.4,89.8,0.0,115.1,71.2,11.4,1670.9,249.4,1021.4,944.1,864.6,27.3,122.8,274.8,107.9,888.6,56.9,122.9,327.8,151.7,122.2,29.4,35.5,221.2,397.2,0.0,0.0,0.0,0.0,429.8,396.8,350.5,670.7,688.1,71.5,0.0
AUT Land transport and transport via pipelines,929.2,33.4,18.7,1611.2,2825.0,134.9,613.1,206.4,99.3,89.0,461.3,99.0,224.3,702.4,1236.7,395.7,69.7,91.2,154.2,256.5,78.2,170.2,0.0,273.9,66.6,8.7,3183.3,95.8,1209.4,519.7,1686.8,71.2,202.7,502.1,116.5,776.3,79.0,66.1,334.7,125.1,61.8,27.3,69.2,178.0,413.0,0.0,0.0,0.0,0.0,381.3,683.4,323.1,369.4,368.7,52.2,0.0
AUT Water transport,16.2,0.5,4.8,427.3,101.5,9.7,11.2,36.5,5.3,228.1,159.0,10.9,53.3,143.0,493.8,54.7,6.3,3.8,57.0,18.5,2.8,5.2,0.0,152.9,1.2,2.8,171.3,8.9,309.1,69.6,31.6,791.3,27.8,35.9,26.5,84.2,14.5,2.2,94.0,77.1,20.8,8.7,5.3,65.0,315.3,0.0,0.0,0.0,0.0,188.1,200.3,57.5,51.1,36.1,22.8,0.0
AUT Air transport,177.5,3.5,4.8,810.0,295.8,55.8,39.3,71.3,106.5,39.6,141.0,51.7,96.9,70.2,66.8,131.1,62.3,45.6,128.7,151.3,39.4,23.1,0.0,184.7,115.8,4.6,587.9,38.0,1672.4,633.5,158.8,45.3,413.6,427.9,182.3,232.3,107.5,154.6,639.2,613.4,226.4,107.3,229.8,164.1,2571.5,0.0,0.0,0.0,0.0,1297.7,1618.2,546.0,178.3,513.2,53.1,0.0
AUT Warehousing and support activities for transportation,812.7,5.4,13.5,1532.2,1054.3,45.3,207.8,354.4,85.4,61.8,465.4,226.7,154.9,154.1,223.7,409.0,23.0,23.0,59.4,326.6,32.7,33.0,0.0,44.1,20.5,3.1,2287.0,130.9,7240.5,709.8,750.8,646.5,1219.1,2088.8,75.5,166.1,278.8,34.8,333.3,184.0,117.0,27.0,21.2,334.6,1074.9,0.0,0.0,0.0,0.0,1304.0,1190.3,263.4,112.5,225.7,25.1,0.0
AUT Postal and courier activities,48.8,4.1,1.3,234.7,60.2,9.2,6.6,9.4,13.1,1.6,21.6,5.5,5.6,24.9,11.8,17.2,8.0,12.6,19.3,10.6,4.7,10.9,0.0,42.7,31.9,9.5,330.6,109.9,699.5,640.2,351.0,5.3,28.3,239.0,304.6,274.3,100.3,66.4,387.2,188.3,195.5,135.0,355.4,100.5,1120.7,0.0,0.0,0.0,0.0,508.8,568.2,296.4,244.5,361.2,108.1,0.0
AUT Accommodation and food service activities,144.8,3.4,5.6,566.4,569.2,19.1,21.8,45.8,46.5,101.5,121.1,59.4,36.0,54.3,41.0,115.0,34.5,10.2,28.6,96.5,10.3,16.8,0.0,87.4,35.7,4.7,424.4,27.3,688.2,324.2,145.4,14.2,97.5,239.8,62.2,95.6,102.0,85.1,243.0,154.4,176.4,49.5,70.8,92.9,1150.0,0.0,0.0,0.0,0.0,627.5,570.4,181.6,135.5,214.6,47.1,0.0
AUT Publishing activities,30.2,0.8,0.3,97.7,40.2,12.3,38.4,37.4,16.4,4.2,32.8,19.7,21.0,15.7,9.8,43.6,73.1,9.9,17.8,52.1,4.6,5.0,0.0,17.7,20.3,5.3,218.5,46.2,548.5,716.3,67.6,3.9,16.9,78.4,69.6,133.8,323.4,65.9,255.2,297.1,67.3,23.1,11.9,264.9,961.1,0.0,0.0,0.0,0.0,481.5,423.7,890.5,84.3,262.8,48.9,0.0
"AUT Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",26.8,3.9,1.4,64.2,105.3,2.2,13.9,3.1,4.2,2.8,18.1,15.8,15.0,9.4,3.4,10.7,4.2,6.4,5.9,102.5,20.0,3.5,0.0,10.0,11.9,2.1,215.8,17.1,194.3,521.2,30.0,4.5,42.9,49.5,10.8,1189.0,665.9,2529.2,159.7,320.6,182.9,20.0,16.6,305.0,1223.1,0.0,0.0,0.0,0.0,728.3,191.5,74.2,65.4,594.4,21.9,0.0
AUT Telecommunications,115.3,3.5,5.2,249.5,263.6,24.4,52.7,37.6,72.4,54.3,74.9,27.0,80.4,112.7,47.2,138.4,52.6,44.0,152.6,145.7,25.2,34.9,0.0,228.7,103.6,15.7,2015.1,270.4,1909.2,1664.4,373.4,18.8,85.3,960.3,137.0,529.6,66.3,329.5,2358.0,632.4,374.2,89.6,542.6,523.1,2271.1,0.0,0.0,0.0,0.0,1021.7,1725.7,700.1,487.6,924.4,210.1,0.0
"AUT Computer programming, consultancy and related activities; information service activities",32.2,0.4,0.5,140.3,141.1,22.7,24.0,27.0,31.7,10.3,61.9,29.3,39.5,51.1,95.6,41.9,61.8,24.6,49.8,162.0,11.7,12.7,0.0,104.8,14.2,11.3,411.5,32.1,1279.7,698.3,136.1,16.9,52.9,236.6,85.8,211.8,79.1,56.9,1409.3,2575.9,1355.2,1122.4,722.1,229.2,2611.1,0.0,0.0,0.0,0.0,1303.0,4170.4,742.5,233.3,400.3,214.3,0.0
"AUT Financial service activities, except insurance and pension funding",1119.0,31.0,49.5,2540.3,600.4,55.0,75.5,61.4,81.4,44.7,151.0,65.4,82.3,91.3,221.5,169.2,78.8,53.3,65.8,126.3,52.8,41.7,0.0,1758.1,715.6,35.4,2902.0,203.4,2211.8,1239.1,571.3,130.0,163.5,1177.5,91.6,656.3,129.0,222.4,554.1,317.4,3671.6,4617.2,543.9,16763.6,2639.6,0.0,0.0,0.0,0.0,1716.7,1151.9,709.7,894.9,587.9,194.4,0.0
"AUT Insurance, reinsurance and pension funding, except compulsory social security",278.5,20.9,18.3,467.6,328.7,6.8,19.9,27.5,17.4,10.8,33.4,16.5,27.6,38.7,15.5,35.1,12.9,7.9,14.5,75.0,32.4,7.0,0.0,28.1,6.8,3.9,1439.4,268.2,542.9,461.2,130.9,8.6,20.9,74.3,59.8,399.9,115.3,91.8,68.4,105.3,443.0,95.4,145.1,902.3,418.0,0.0,0.0,0.0,0.0,337.7,171.0,48.9,158.0,319.1,16.0,0.0
AUT Activities auxiliary to financial services and insurance activities,523.3,0.9,6.0,1275.8,150.4,9.2,10.8,15.3,20.3,5.9,36.8,15.4,23.3,37.1,11.1,21.9,11.3,9.3,29.2,25.0,4.3,11.7,0.0,446.5,344.7,35.9,6295.3,89.1,543.7,368.5,153.9,43.8,16.2,258.2,48.7,240.0,11.9,26.6,210.4,66.5,11863.0,8599.3,6902.6,539.7,874.4,0.0,0.0,0.0,0.0,379.3,3214.5,212.8,224.3,137.5,15.0,0.0
AUT Real estate activities,472.3,0.1,0.6,1772.9,332.3,24.9,54.2,60.9,57.0,31.4,59.1,14.9,45.7,87.8,295.4,195.2,59.9,15.0,36.4,175.6,96.7,6.4,0.0,30.7,5.3,6.4,5613.0,40.5,5844.9,2945.5,1060.1,48.7,325.4,1408.2,382.7,1689.2,52.5,281.4,1435.8,598.3,1001.5,825.9,417.0,6710.8,2214.3,0.0,0.0,0.0,0.0,5063.6,672.2,394.6,137.6,755.2,27.0,0.0
AUT Legal and accounting activities; activities of head offices; management consultancy activities,1374.4,14.4,21.6,5071.6,1099.3,103.2,173.9,321.4,324.6,49.6,363.2,386.6,314.0,359.1,220.6,467.7,417.2,295.2,465.5,1062.0,212.2,98.9,0.0,512.0,444.2,16.3,11846.7,773.5,4590.3,4681.5,1456.0,147.3,471.5,1887.7,134.9,1207.3,370.3,553.5,1131.0,3157.7,365.7,284.0,2100.3,4621.5,16136.0,0.0,0.0,0.0,0.0,3969.0,3358.0,662.4,1116.2,2089.9,200.7,0.0
AUT Architectural and engineering activities; technical testing and analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUT Scientific research and development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
